variant,region,year,gender,oldagedependencyratio2069
estimates,927,1950,male,7.252
estimates,927,1951,male,7.363
estimates,927,1952,male,7.444
estimates,927,1953,male,7.497
estimates,927,1954,male,7.526
estimates,927,1955,male,7.534
estimates,927,1956,male,7.717
estimates,927,1957,male,7.867
estimates,927,1958,male,7.974
estimates,927,1959,male,8.026
estimates,927,1960,male,8.016
estimates,927,1961,male,8.083
estimates,927,1962,male,8.079
estimates,927,1963,male,8.013
estimates,927,1964,male,7.894
estimates,927,1965,male,7.735
estimates,927,1966,male,7.701
estimates,927,1967,male,7.611
estimates,927,1968,male,7.479
estimates,927,1969,male,7.326
estimates,927,1970,male,7.171
estimates,927,1971,male,7.252
estimates,927,1972,male,7.316
estimates,927,1973,male,7.361
estimates,927,1974,male,7.385
estimates,927,1975,male,7.39
estimates,927,1976,male,7.56
estimates,927,1977,male,7.699
estimates,927,1978,male,7.813
estimates,927,1979,male,7.915
estimates,927,1980,male,8.013
estimates,927,1981,male,8.213
estimates,927,1982,male,8.399
estimates,927,1983,male,8.561
estimates,927,1984,male,8.681
estimates,927,1985,male,8.758
estimates,927,1986,male,8.894
estimates,927,1987,male,8.989
estimates,927,1988,male,9.069
estimates,927,1989,male,9.16
estimates,927,1990,male,9.277
estimates,927,1991,male,9.503
estimates,927,1992,male,9.73
estimates,927,1993,male,9.954
estimates,927,1994,male,10.173
estimates,927,1995,male,10.386
estimates,927,1996,male,10.655
estimates,927,1997,male,10.928
estimates,927,1998,male,11.195
estimates,927,1999,male,11.436
estimates,927,2000,male,11.637
estimates,927,2001,male,11.846
estimates,927,2002,male,11.995
estimates,927,2003,male,12.106
estimates,927,2004,male,12.206
estimates,927,2005,male,12.313
estimates,927,2006,male,12.425
estimates,927,2007,male,12.533
estimates,927,2008,male,12.64
estimates,927,2009,male,12.746
estimates,927,2010,male,12.86
estimates,927,2011,male,13.082
estimates,927,2012,male,13.304
estimates,927,2013,male,13.555
estimates,927,2014,male,13.867
estimates,927,2015,male,14.252
medium_variant,927,2015,male,14.252
medium_variant,927,2016,male,14.696
medium_variant,927,2017,male,15.195
medium_variant,927,2018,male,15.725
medium_variant,927,2019,male,16.248
medium_variant,927,2020,male,16.747
medium_variant,927,2021,male,17.245
medium_variant,927,2022,male,17.71
medium_variant,927,2023,male,18.16
medium_variant,927,2024,male,18.616
medium_variant,927,2025,male,19.095
medium_variant,927,2026,male,19.555
medium_variant,927,2027,male,20.009
medium_variant,927,2028,male,20.468
medium_variant,927,2029,male,20.944
medium_variant,927,2030,male,21.444
medium_variant,927,2031,male,21.907
medium_variant,927,2032,male,22.38
medium_variant,927,2033,male,22.848
medium_variant,927,2034,male,23.286
medium_variant,927,2035,male,23.686
medium_variant,927,2036,male,23.973
medium_variant,927,2037,male,24.2
medium_variant,927,2038,male,24.401
medium_variant,927,2039,male,24.618
medium_variant,927,2040,male,24.882
medium_variant,927,2041,male,25.118
medium_variant,927,2042,male,25.378
medium_variant,927,2043,male,25.642
medium_variant,927,2044,male,25.878
medium_variant,927,2045,male,26.079
medium_variant,927,2046,male,26.172
medium_variant,927,2047,male,26.209
medium_variant,927,2048,male,26.239
medium_variant,927,2049,male,26.328
medium_variant,927,2050,male,26.514
medium_variant,927,2051,male,26.7
medium_variant,927,2052,male,26.947
medium_variant,927,2053,male,27.248
medium_variant,927,2054,male,27.591
medium_variant,927,2055,male,27.971
medium_variant,927,2056,male,28.301
medium_variant,927,2057,male,28.634
medium_variant,927,2058,male,28.983
medium_variant,927,2059,male,29.364
medium_variant,927,2060,male,29.793
medium_variant,927,2061,male,30.14
medium_variant,927,2062,male,30.494
medium_variant,927,2063,male,30.857
medium_variant,927,2064,male,31.219
medium_variant,927,2065,male,31.574
medium_variant,927,2066,male,31.778
medium_variant,927,2067,male,31.944
medium_variant,927,2068,male,32.089
medium_variant,927,2069,male,32.241
medium_variant,927,2070,male,32.434
medium_variant,927,2071,male,32.477
medium_variant,927,2072,male,32.517
medium_variant,927,2073,male,32.594
medium_variant,927,2074,male,32.747
medium_variant,927,2075,male,32.998
medium_variant,927,2076,male,33.137
medium_variant,927,2077,male,33.337
medium_variant,927,2078,male,33.589
medium_variant,927,2079,male,33.889
medium_variant,927,2080,male,34.251
medium_variant,927,2081,male,34.469
medium_variant,927,2082,male,34.693
medium_variant,927,2083,male,34.954
medium_variant,927,2084,male,35.286
medium_variant,927,2085,male,35.715
medium_variant,927,2086,male,36.003
medium_variant,927,2087,male,36.323
medium_variant,927,2088,male,36.686
medium_variant,927,2089,male,37.104
