country,year,variant,age1yearinterval,population
352,1950,estimates,"Region, subregion, country or area *",Iceland
352,1950,estimates,0,3.893
352,1950,estimates,1,3.763
352,1950,estimates,2,3.618
352,1950,estimates,3,3.465
352,1950,estimates,4,3.305
352,1950,estimates,5,3.143
352,1950,estimates,6,2.983
352,1950,estimates,7,2.828
352,1950,estimates,8,2.682
352,1950,estimates,9,2.549
352,1950,estimates,10,2.422
352,1950,estimates,11,2.293
352,1950,estimates,12,2.221
352,1950,estimates,13,2.229
352,1950,estimates,14,2.289
352,1950,estimates,15,2.35
352,1950,estimates,16,2.421
352,1950,estimates,17,2.471
352,1950,estimates,18,2.477
352,1950,estimates,19,2.456
352,1950,estimates,20,2.442
352,1950,estimates,21,2.429
352,1950,estimates,22,2.411
352,1950,estimates,23,2.389
352,1950,estimates,24,2.363
352,1950,estimates,25,2.333
352,1950,estimates,26,2.301
352,1950,estimates,27,2.259
352,1950,estimates,28,2.204
352,1950,estimates,29,2.141
352,1950,estimates,30,2.078
352,1950,estimates,31,2.012
352,1950,estimates,32,1.958
352,1950,estimates,33,1.924
352,1950,estimates,34,1.903
352,1950,estimates,35,1.88
352,1950,estimates,36,1.859
352,1950,estimates,37,1.834
352,1950,estimates,38,1.801
352,1950,estimates,39,1.763
352,1950,estimates,40,1.727
352,1950,estimates,41,1.692
352,1950,estimates,42,1.66
352,1950,estimates,43,1.63
352,1950,estimates,44,1.604
352,1950,estimates,45,1.577
352,1950,estimates,46,1.55
352,1950,estimates,47,1.523
352,1950,estimates,48,1.495
352,1950,estimates,49,1.467
352,1950,estimates,50,1.437
352,1950,estimates,51,1.405
352,1950,estimates,52,1.378
352,1950,estimates,53,1.359
352,1950,estimates,54,1.344
352,1950,estimates,55,1.326
352,1950,estimates,56,1.31
352,1950,estimates,57,1.277
352,1950,estimates,58,1.217
352,1950,estimates,59,1.14
352,1950,estimates,60,1.066
352,1950,estimates,61,0.991
352,1950,estimates,62,0.923
352,1950,estimates,63,0.869
352,1950,estimates,64,0.826
352,1950,estimates,65,0.781
352,1950,estimates,66,0.735
352,1950,estimates,67,0.697
352,1950,estimates,68,0.673
352,1950,estimates,69,0.656
352,1950,estimates,70,0.639
352,1950,estimates,71,0.625
352,1950,estimates,72,0.604
352,1950,estimates,73,0.572
352,1950,estimates,74,0.531
352,1950,estimates,75,0.493
352,1950,estimates,76,0.456
352,1950,estimates,77,0.418
352,1950,estimates,78,0.382
352,1950,estimates,79,0.347
352,1950,estimates,80plus,2.115
352,1951,estimates,"Region, subregion, country or area *",Iceland
352,1951,estimates,0,3.775
352,1951,estimates,1,3.874
352,1951,estimates,2,3.745
352,1951,estimates,3,3.603
352,1951,estimates,4,3.452
352,1951,estimates,5,3.293
352,1951,estimates,6,3.133
352,1951,estimates,7,2.974
352,1951,estimates,8,2.82
352,1951,estimates,9,2.675
352,1951,estimates,10,2.542
352,1951,estimates,11,2.415
352,1951,estimates,12,2.287
352,1951,estimates,13,2.214
352,1951,estimates,14,2.221
352,1951,estimates,15,2.281
352,1951,estimates,16,2.34
352,1951,estimates,17,2.41
352,1951,estimates,18,2.458
352,1951,estimates,19,2.464
352,1951,estimates,20,2.442
352,1951,estimates,21,2.429
352,1951,estimates,22,2.416
352,1951,estimates,23,2.398
352,1951,estimates,24,2.375
352,1951,estimates,25,2.348
352,1951,estimates,26,2.317
352,1951,estimates,27,2.285
352,1951,estimates,28,2.243
352,1951,estimates,29,2.189
352,1951,estimates,30,2.127
352,1951,estimates,31,2.065
352,1951,estimates,32,2.0
352,1951,estimates,33,1.947
352,1951,estimates,34,1.913
352,1951,estimates,35,1.891
352,1951,estimates,36,1.868
352,1951,estimates,37,1.846
352,1951,estimates,38,1.82
352,1951,estimates,39,1.787
352,1951,estimates,40,1.75
352,1951,estimates,41,1.715
352,1951,estimates,42,1.681
352,1951,estimates,43,1.648
352,1951,estimates,44,1.619
352,1951,estimates,45,1.592
352,1951,estimates,46,1.565
352,1951,estimates,47,1.538
352,1951,estimates,48,1.511
352,1951,estimates,49,1.482
352,1951,estimates,50,1.453
352,1951,estimates,51,1.423
352,1951,estimates,52,1.39
352,1951,estimates,53,1.362
352,1951,estimates,54,1.343
352,1951,estimates,55,1.328
352,1951,estimates,56,1.311
352,1951,estimates,57,1.295
352,1951,estimates,58,1.261
352,1951,estimates,59,1.201
352,1951,estimates,60,1.123
352,1951,estimates,61,1.048
352,1951,estimates,62,0.972
352,1951,estimates,63,0.904
352,1951,estimates,64,0.85
352,1951,estimates,65,0.806
352,1951,estimates,66,0.761
352,1951,estimates,67,0.715
352,1951,estimates,68,0.677
352,1951,estimates,69,0.651
352,1951,estimates,70,0.633
352,1951,estimates,71,0.614
352,1951,estimates,72,0.599
352,1951,estimates,73,0.577
352,1951,estimates,74,0.544
352,1951,estimates,75,0.503
352,1951,estimates,76,0.464
352,1951,estimates,77,0.426
352,1951,estimates,78,0.389
352,1951,estimates,79,0.353
352,1951,estimates,80plus,2.183
352,1952,estimates,"Region, subregion, country or area *",Iceland
352,1952,estimates,0,3.758
352,1952,estimates,1,3.762
352,1952,estimates,2,3.868
352,1952,estimates,3,3.742
352,1952,estimates,4,3.601
352,1952,estimates,5,3.451
352,1952,estimates,6,3.294
352,1952,estimates,7,3.134
352,1952,estimates,8,2.975
352,1952,estimates,9,2.821
352,1952,estimates,10,2.676
352,1952,estimates,11,2.544
352,1952,estimates,12,2.417
352,1952,estimates,13,2.288
352,1952,estimates,14,2.215
352,1952,estimates,15,2.222
352,1952,estimates,16,2.28
352,1952,estimates,17,2.338
352,1952,estimates,18,2.407
352,1952,estimates,19,2.455
352,1952,estimates,20,2.46
352,1952,estimates,21,2.438
352,1952,estimates,22,2.424
352,1952,estimates,23,2.411
352,1952,estimates,24,2.393
352,1952,estimates,25,2.37
352,1952,estimates,26,2.341
352,1952,estimates,27,2.31
352,1952,estimates,28,2.277
352,1952,estimates,29,2.235
352,1952,estimates,30,2.181
352,1952,estimates,31,2.121
352,1952,estimates,32,2.06
352,1952,estimates,33,1.996
352,1952,estimates,34,1.944
352,1952,estimates,35,1.909
352,1952,estimates,36,1.886
352,1952,estimates,37,1.862
352,1952,estimates,38,1.839
352,1952,estimates,39,1.813
352,1952,estimates,40,1.78
352,1952,estimates,41,1.743
352,1952,estimates,42,1.709
352,1952,estimates,43,1.675
352,1952,estimates,44,1.643
352,1952,estimates,45,1.614
352,1952,estimates,46,1.586
352,1952,estimates,47,1.558
352,1952,estimates,48,1.531
352,1952,estimates,49,1.503
352,1952,estimates,50,1.474
352,1952,estimates,51,1.445
352,1952,estimates,52,1.414
352,1952,estimates,53,1.38
352,1952,estimates,54,1.352
352,1952,estimates,55,1.333
352,1952,estimates,56,1.318
352,1952,estimates,57,1.3
352,1952,estimates,58,1.284
352,1952,estimates,59,1.25
352,1952,estimates,60,1.189
352,1952,estimates,61,1.11
352,1952,estimates,62,1.034
352,1952,estimates,63,0.957
352,1952,estimates,64,0.887
352,1952,estimates,65,0.833
352,1952,estimates,66,0.79
352,1952,estimates,67,0.744
