country,year,variant,age1yearinterval,population
706,1950,estimates,0,92.427
706,1950,estimates,1,83.746
706,1950,estimates,2,76.489
706,1950,estimates,3,70.517
706,1950,estimates,4,65.692
706,1950,estimates,5,61.876
706,1950,estimates,6,58.93
706,1950,estimates,7,56.716
706,1950,estimates,8,55.096
706,1950,estimates,9,53.931
706,1950,estimates,10,53.269
706,1950,estimates,11,53.158
706,1950,estimates,12,52.528
706,1950,estimates,13,50.867
706,1950,estimates,14,48.597
706,1950,estimates,15,46.622
706,1950,estimates,16,44.728
706,1950,estimates,17,43.155
706,1950,estimates,18,42.099
706,1950,estimates,19,41.383
706,1950,estimates,20,40.634
706,1950,estimates,21,39.926
706,1950,estimates,22,39.166
706,1950,estimates,23,38.27
706,1950,estimates,24,37.297
706,1950,estimates,25,36.387
706,1950,estimates,26,35.51
706,1950,estimates,27,34.651
706,1950,estimates,28,33.816
706,1950,estimates,29,32.998
706,1950,estimates,30,32.186
706,1950,estimates,31,31.379
706,1950,estimates,32,30.582
706,1950,estimates,33,29.794
706,1950,estimates,34,29.014
706,1950,estimates,35,28.241
706,1950,estimates,36,27.48
706,1950,estimates,37,26.704
706,1950,estimates,38,25.899
706,1950,estimates,39,25.08
706,1950,estimates,40,24.273
706,1950,estimates,41,23.469
706,1950,estimates,42,22.695
706,1950,estimates,43,21.965
706,1950,estimates,44,21.266
706,1950,estimates,45,20.571
706,1950,estimates,46,19.884
706,1950,estimates,47,19.202
706,1950,estimates,48,18.523
706,1950,estimates,49,17.846
706,1950,estimates,50,17.177
706,1950,estimates,51,16.511
706,1950,estimates,52,15.856
706,1950,estimates,53,15.214
706,1950,estimates,54,14.579
706,1950,estimates,55,13.947
706,1950,estimates,56,13.325
706,1950,estimates,57,12.678
706,1950,estimates,58,11.991
706,1950,estimates,59,11.282
706,1950,estimates,60,10.584
706,1950,estimates,61,9.888
706,1950,estimates,62,9.217
706,1950,estimates,63,8.583
706,1950,estimates,64,7.978
706,1950,estimates,65,7.381
706,1950,estimates,66,6.801
706,1950,estimates,67,6.221
706,1950,estimates,68,5.633
706,1950,estimates,69,5.049
706,1950,estimates,70,4.489
706,1950,estimates,71,3.95
706,1950,estimates,72,3.447
706,1950,estimates,73,2.991
706,1950,estimates,74,2.574
706,1950,estimates,75,2.182
706,1950,estimates,76,1.819
706,1950,estimates,77,1.49
706,1950,estimates,78,1.198
706,1950,estimates,79,0.94
706,1950,estimates,80plus,2.573
706,1951,estimates,0,92.613
706,1951,estimates,1,88.257
706,1951,estimates,2,80.593
706,1951,estimates,3,74.136
706,1951,estimates,4,68.774
706,1951,estimates,5,64.394
706,1951,estimates,6,60.867
706,1951,estimates,7,58.068
706,1951,estimates,8,55.957
706,1951,estimates,9,54.449
706,1951,estimates,10,53.388
706,1951,estimates,11,52.75
706,1951,estimates,12,52.6
706,1951,estimates,13,51.941
706,1951,estimates,14,50.293
