country,year,variant,age1yearinterval,population
12,1950,estimates,0,312.872
12,1950,estimates,1,294.249
12,1950,estimates,2,278.246
12,1950,estimates,3,264.624
12,1950,estimates,4,253.143
12,1950,estimates,5,243.564
12,1950,estimates,6,235.646
12,1950,estimates,7,229.15
12,1950,estimates,8,223.836
12,1950,estimates,9,219.465
12,1950,estimates,10,215.952
12,1950,estimates,11,213.215
12,1950,estimates,12,210.233
12,1950,estimates,13,206.454
12,1950,estimates,14,202.106
12,1950,estimates,15,198.055
12,1950,estimates,16,194.226
12,1950,estimates,17,189.546
12,1950,estimates,18,183.597
12,1950,estimates,19,176.797
12,1950,estimates,20,170.155
12,1950,estimates,21,163.682
12,1950,estimates,22,156.83
12,1950,estimates,23,149.497
12,1950,estimates,24,142.046
12,1950,estimates,25,134.708
12,1950,estimates,26,127.158
12,1950,estimates,27,121.516
12,1950,estimates,28,118.769
12,1950,estimates,29,117.874
12,1950,estimates,30,116.967
12,1950,estimates,31,116.623
12,1950,estimates,32,115.016
12,1950,estimates,33,111.114
12,1950,estimates,34,105.888
12,1950,estimates,35,101.107
12,1950,estimates,36,96.137
12,1950,estimates,37,92.762
12,1950,estimates,38,91.959
12,1950,estimates,39,92.688
12,1950,estimates,40,93.205
12,1950,estimates,41,94.186
12,1950,estimates,42,93.271
12,1950,estimates,43,89.213
12,1950,estimates,44,83.298
12,1950,estimates,45,77.709
12,1950,estimates,46,71.592
12,1950,estimates,47,67.813
12,1950,estimates,48,67.884
12,1950,estimates,49,70.219
12,1950,estimates,50,72.059
12,1950,estimates,51,74.363
12,1950,estimates,52,73.968
12,1950,estimates,53,69.153
12,1950,estimates,54,61.632
12,1950,estimates,55,54.67
12,1950,estimates,56,47.41
12,1950,estimates,57,42.059
12,1950,estimates,58,39.981
12,1950,estimates,59,39.982
12,1950,estimates,60,39.562
12,1950,estimates,61,39.287
12,1950,estimates,62,38.366
12,1950,estimates,63,36.174
12,1950,estimates,64,33.221
12,1950,estimates,65,30.587
12,1950,estimates,66,27.995
12,1950,estimates,67,25.806
12,1950,estimates,68,24.287
12,1950,estimates,69,23.175
12,1950,estimates,70,22.021
12,1950,estimates,71,21.011
12,1950,estimates,72,19.542
12,1950,estimates,73,17.298
12,1950,estimates,74,14.625
12,1950,estimates,75,12.121
12,1950,estimates,76,9.59
12,1950,estimates,77,7.703
12,1950,estimates,78,6.829
12,1950,estimates,79,6.616
12,1950,estimates,80plus,45.292
12,1951,estimates,0,357.832
12,1951,estimates,1,304.834
12,1951,estimates,2,286.574
12,1951,estimates,3,271.268
12,1951,estimates,4,258.586
12,1951,estimates,5,248.2
12,1951,estimates,6,239.902
12,1951,estimates,7,233.489
12,1951,estimates,8,228.009
12,1951,estimates,9,222.884
12,1951,estimates,10,218.156
12,1951,estimates,11,214.376
12,1951,estimates,12,211.346
12,1951,estimates,13,208.073
12,1951,estimates,14,204.086
12,1951,estimates,15,199.579
12,1951,estimates,16,195.301
12,1951,estimates,17,191.207
12,1951,estimates,18,186.294
12,1951,estimates,19,180.173
12,1951,estimates,20,173.249
12,1951,estimates,21,166.487
12,1951,estimates,22,159.9
12,1951,estimates,23,152.997
