country,year,variant,age1yearinterval,population
646,1950,estimates,0,103.515
646,1950,estimates,1,92.284
646,1950,estimates,2,82.678
646,1950,estimates,3,74.575
646,1950,estimates,4,67.851
646,1950,estimates,5,62.383
646,1950,estimates,6,58.046
646,1950,estimates,7,54.717
646,1950,estimates,8,52.273
646,1950,estimates,9,50.59
646,1950,estimates,10,49.57
646,1950,estimates,11,49.117
646,1950,estimates,12,48.975
646,1950,estimates,13,48.967
646,1950,estimates,14,49.05
646,1950,estimates,15,49.349
646,1950,estimates,16,49.832
646,1950,estimates,17,49.917
646,1950,estimates,18,49.326
646,1950,estimates,19,48.234
646,1950,estimates,20,47.16
646,1950,estimates,21,46.072
646,1950,estimates,22,44.542
646,1950,estimates,23,42.433
646,1950,estimates,24,39.936
646,1950,estimates,25,37.435
646,1950,estimates,26,34.913
646,1950,estimates,27,32.411
646,1950,estimates,28,30.007
646,1950,estimates,29,27.733
646,1950,estimates,30,25.49
646,1950,estimates,31,23.228
646,1950,estimates,32,21.546
646,1950,estimates,33,20.711
646,1950,estimates,34,20.451
646,1950,estimates,35,20.215
646,1950,estimates,36,20.098
646,1950,estimates,37,19.934
646,1950,estimates,38,19.583
646,1950,estimates,39,19.115
646,1950,estimates,40,18.768
646,1950,estimates,41,18.516
646,1950,estimates,42,18.142
646,1950,estimates,43,17.567
646,1950,estimates,44,16.876
646,1950,estimates,45,16.209
646,1950,estimates,46,15.513
646,1950,estimates,47,14.978
646,1950,estimates,48,14.704
646,1950,estimates,49,14.588
646,1950,estimates,50,14.446
646,1950,estimates,51,14.335
646,1950,estimates,52,14.08
646,1950,estimates,53,13.581
646,1950,estimates,54,12.933
646,1950,estimates,55,12.31
646,1950,estimates,56,11.649
646,1950,estimates,57,11.133
646,1950,estimates,58,10.86
646,1950,estimates,59,10.727
646,1950,estimates,60,10.546
646,1950,estimates,61,10.376
646,1950,estimates,62,10.034
646,1950,estimates,63,9.415
646,1950,estimates,64,8.618
646,1950,estimates,65,7.854
646,1950,estimates,66,7.094
646,1950,estimates,67,6.347
646,1950,estimates,68,5.645
646,1950,estimates,69,4.985
646,1950,estimates,70,4.325
646,1950,estimates,71,3.662
646,1950,estimates,72,3.109
646,1950,estimates,73,2.712
646,1950,estimates,74,2.426
646,1950,estimates,75,2.158
646,1950,estimates,76,1.925
646,1950,estimates,77,1.698
646,1950,estimates,78,1.451
646,1950,estimates,79,1.202
646,1950,estimates,80plus,4.426
646,1951,estimates,0,103.207
646,1951,estimates,1,99.564
646,1951,estimates,2,89.523
646,1951,estimates,3,80.806
646,1951,estimates,4,73.331
646,1951,estimates,5,67.015
646,1951,estimates,6,61.743
646,1951,estimates,7,57.403
646,1951,estimates,8,54.068
646,1951,estimates,9,51.722
646,1951,estimates,10,50.185
646,1951,estimates,11,49.204
646,1951,estimates,12,48.716
646,1951,estimates,13,48.541
646,1951,estimates,14,48.527
646,1951,estimates,15,48.616
646,1951,estimates,16,48.901
646,1951,estimates,17,49.357
646,1951,estimates,18,49.422
646,1951,estimates,19,48.821
646,1951,estimates,20,47.729
646,1951,estimates,21,46.652
646,1951,estimates,22,45.561
646,1951,estimates,23,44.037
646,1951,estimates,24,41.943
646,1951,estimates,25,39.471
646,1951,estimates,26,36.993
646,1951,estimates,27,34.496
646,1951,estimates,28,32.019
646,1951,estimates,29,29.638
646,1951,estimates,30,27.387
646,1951,estimates,31,25.166
646,1951,estimates,32,22.927
646,1951,estimates,33,21.261
646,1951,estimates,34,20.43
646,1951,estimates,35,20.167
646,1951,estimates,36,19.929
646,1951,estimates,37,19.807
646,1951,estimates,38,19.641
646,1951,estimates,39,19.288
646,1951,estimates,40,18.821
646,1951,estimates,41,18.473
646,1951,estimates,42,18.219
646,1951,estimates,43,17.844
646,1951,estimates,44,17.271
646,1951,estimates,45,16.584
646,1951,estimates,46,15.921
646,1951,estimates,47,15.228
646,1951,estimates,48,14.693
646,1951,estimates,49,14.412
646,1951,estimates,50,14.287
646,1951,estimates,51,14.134
646,1951,estimates,52,14.012
