country,year,variant,age1yearinterval,population
462,1950,estimates,0,1.98
462,1950,estimates,1,2.009
462,1950,estimates,2,2.035
462,1950,estimates,3,2.057
462,1950,estimates,4,2.076
462,1950,estimates,5,2.089
462,1950,estimates,6,2.098
462,1950,estimates,7,2.101
462,1950,estimates,8,2.098
462,1950,estimates,9,2.089
462,1950,estimates,10,2.075
462,1950,estimates,11,2.056
462,1950,estimates,12,2.026
462,1950,estimates,13,1.982
462,1950,estimates,14,1.926
462,1950,estimates,15,1.868
462,1950,estimates,16,1.808
462,1950,estimates,17,1.741
462,1950,estimates,18,1.664
462,1950,estimates,19,1.583
462,1950,estimates,20,1.501
462,1950,estimates,21,1.416
462,1950,estimates,22,1.344
462,1950,estimates,23,1.294
462,1950,estimates,24,1.257
462,1950,estimates,25,1.22
462,1950,estimates,26,1.185
462,1950,estimates,27,1.148
462,1950,estimates,28,1.108
462,1950,estimates,29,1.065
462,1950,estimates,30,1.025
462,1950,estimates,31,0.987
462,1950,estimates,32,0.951
462,1950,estimates,33,0.915
462,1950,estimates,34,0.881
462,1950,estimates,35,0.847
462,1950,estimates,36,0.814
462,1950,estimates,37,0.783
462,1950,estimates,38,0.752
462,1950,estimates,39,0.722
462,1950,estimates,40,0.694
462,1950,estimates,41,0.667
462,1950,estimates,42,0.638
462,1950,estimates,43,0.604
462,1950,estimates,44,0.568
462,1950,estimates,45,0.533
462,1950,estimates,46,0.499
462,1950,estimates,47,0.471
462,1950,estimates,48,0.456
462,1950,estimates,49,0.447
462,1950,estimates,50,0.439
462,1950,estimates,51,0.432
462,1950,estimates,52,0.423
462,1950,estimates,53,0.41
462,1950,estimates,54,0.394
462,1950,estimates,55,0.38
462,1950,estimates,56,0.366
462,1950,estimates,57,0.352
462,1950,estimates,58,0.338
462,1950,estimates,59,0.324
462,1950,estimates,60,0.31
462,1950,estimates,61,0.295
462,1950,estimates,62,0.28
462,1950,estimates,63,0.265
462,1950,estimates,64,0.25
462,1950,estimates,65,0.234
462,1950,estimates,66,0.219
462,1950,estimates,67,0.204
462,1950,estimates,68,0.189
462,1950,estimates,69,0.174
462,1950,estimates,70,0.16
462,1950,estimates,71,0.146
462,1950,estimates,72,0.132
462,1950,estimates,73,0.119
462,1950,estimates,74,0.106
462,1950,estimates,75,0.094
462,1950,estimates,76,0.082
462,1950,estimates,77,0.071
462,1950,estimates,78,0.063
462,1950,estimates,79,0.057
462,1950,estimates,80plus,0.253
462,1951,estimates,0,2.119
462,1951,estimates,1,1.927
462,1951,estimates,2,1.943
462,1951,estimates,3,1.963
462,1951,estimates,4,1.987
462,1951,estimates,5,2.012
462,1951,estimates,6,2.037
462,1951,estimates,7,2.064
462,1951,estimates,8,2.08
462,1951,estimates,9,2.08
462,1951,estimates,10,2.067
462,1951,estimates,11,2.052
462,1951,estimates,12,2.033
462,1951,estimates,13,2.003
462,1951,estimates,14,1.959
462,1951,estimates,15,1.904
462,1951,estimates,16,1.847
462,1951,estimates,17,1.787
462,1951,estimates,18,1.72
462,1951,estimates,19,1.644
462,1951,estimates,20,1.563
462,1951,estimates,21,1.481
462,1951,estimates,22,1.397
462,1951,estimates,23,1.326
462,1951,estimates,24,1.276
462,1951,estimates,25,1.24
462,1951,estimates,26,1.202
462,1951,estimates,27,1.167
462,1951,estimates,28,1.131
462,1951,estimates,29,1.091
462,1951,estimates,30,1.048
462,1951,estimates,31,1.009
462,1951,estimates,32,0.972
462,1951,estimates,33,0.935
462,1951,estimates,34,0.9
462,1951,estimates,35,0.866
462,1951,estimates,36,0.833
462,1951,estimates,37,0.8
462,1951,estimates,38,0.768
462,1951,estimates,39,0.738
462,1951,estimates,40,0.708
462,1951,estimates,41,0.68
462,1951,estimates,42,0.653
462,1951,estimates,43,0.624
462,1951,estimates,44,0.59
462,1951,estimates,45,0.554
462,1951,estimates,46,0.52
462,1951,estimates,47,0.486
462,1951,estimates,48,0.459
462,1951,estimates,49,0.443
462,1951,estimates,50,0.434
462,1951,estimates,51,0.425
462,1951,estimates,52,0.417
462,1951,estimates,53,0.408
462,1951,estimates,54,0.395
462,1951,estimates,55,0.379
462,1951,estimates,56,0.365
462,1951,estimates,57,0.351
