variant,continent,year,oldagedependencyratio2564
estimates,904,1950,5.27
estimates,904,1951,5.289
estimates,904,1952,5.289
estimates,904,1953,5.274
estimates,904,1954,5.25
estimates,904,1955,5.219
estimates,904,1956,5.321
estimates,904,1957,5.409
estimates,904,1958,5.481
estimates,904,1959,5.532
estimates,904,1960,5.565
estimates,904,1961,5.674
estimates,904,1962,5.758
estimates,904,1963,5.825
estimates,904,1964,5.884
estimates,904,1965,5.94
estimates,904,1966,6.072
estimates,904,1967,6.187
estimates,904,1968,6.285
estimates,904,1969,6.363
estimates,904,1970,6.423
estimates,904,1971,6.54
estimates,904,1972,6.63
estimates,904,1973,6.696
estimates,904,1974,6.74
estimates,904,1975,6.765
estimates,904,1976,6.857
estimates,904,1977,6.92
estimates,904,1978,6.961
estimates,904,1979,6.987
estimates,904,1980,7.003
estimates,904,1981,7.082
estimates,904,1982,7.142
estimates,904,1983,7.18
estimates,904,1984,7.189
estimates,904,1985,7.17
estimates,904,1986,7.198
estimates,904,1987,7.194
estimates,904,1988,7.171
estimates,904,1989,7.146
estimates,904,1990,7.127
estimates,904,1991,7.185
estimates,904,1992,7.238
estimates,904,1993,7.286
estimates,904,1994,7.331
estimates,904,1995,7.373
estimates,904,1996,7.494
estimates,904,1997,7.611
estimates,904,1998,7.721
estimates,904,1999,7.819
estimates,904,2000,7.903
estimates,904,2001,8.022
estimates,904,2002,8.125
estimates,904,2003,8.217
estimates,904,2004,8.304
estimates,904,2005,8.392
estimates,904,2006,8.501
estimates,904,2007,8.606
estimates,904,2008,8.707
estimates,904,2009,8.805
estimates,904,2010,8.902
estimates,904,2011,9.022
estimates,904,2012,9.14
estimates,904,2013,9.262
estimates,904,2014,9.393
estimates,904,2015,9.536
medium_variant,904,2015,9.536
medium_variant,904,2016,9.707
medium_variant,904,2017,9.887
medium_variant,904,2018,10.083
medium_variant,904,2019,10.303
medium_variant,904,2020,10.553
medium_variant,904,2021,10.836
medium_variant,904,2022,11.146
medium_variant,904,2023,11.476
medium_variant,904,2024,11.818
medium_variant,904,2025,12.169
medium_variant,904,2026,12.526
medium_variant,904,2027,12.891
medium_variant,904,2028,13.27
medium_variant,904,2029,13.679
medium_variant,904,2030,14.124
medium_variant,904,2031,14.583
medium_variant,904,2032,15.073
medium_variant,904,2033,15.586
medium_variant,904,2034,16.111
medium_variant,904,2035,16.642
medium_variant,904,2036,17.146
medium_variant,904,2037,17.657
medium_variant,904,2038,18.173
medium_variant,904,2039,18.696
medium_variant,904,2040,19.228
medium_variant,904,2041,19.722
medium_variant,904,2042,20.22
medium_variant,904,2043,20.734
medium_variant,904,2044,21.276
medium_variant,904,2045,21.849
medium_variant,904,2046,22.392
medium_variant,904,2047,22.967
medium_variant,904,2048,23.571
medium_variant,904,2049,24.204
medium_variant,904,2050,24.864
medium_variant,904,2051,25.482
medium_variant,904,2052,26.128
medium_variant,904,2053,26.803
medium_variant,904,2054,27.503
medium_variant,904,2055,28.22
medium_variant,904,2056,28.858
medium_variant,904,2057,29.52
medium_variant,904,2058,30.202
medium_variant,904,2059,30.897
medium_variant,904,2060,31.602
medium_variant,904,2061,32.202
medium_variant,904,2062,32.817
medium_variant,904,2063,33.452
medium_variant,904,2064,34.116
medium_variant,904,2065,34.814
medium_variant,904,2066,35.4
medium_variant,904,2067,36.021
medium_variant,904,2068,36.676
medium_variant,904,2069,37.362
medium_variant,904,2070,38.072
medium_variant,904,2071,38.639
medium_variant,904,2072,39.241
medium_variant,904,2073,39.866
medium_variant,904,2074,40.494
medium_variant,904,2075,41.11
medium_variant,904,2076,41.534
medium_variant,904,2077,41.96
medium_variant,904,2078,42.399
medium_variant,904,2079,42.866
medium_variant,904,2080,43.37
medium_variant,904,2081,43.711
medium_variant,904,2082,44.104
medium_variant,904,2083,44.543
medium_variant,904,2084,45.017
medium_variant,904,2085,45.522
medium_variant,904,2086,45.838
medium_variant,904,2087,46.198
medium_variant,904,2088,46.603
medium_variant,904,2089,47.049
medium_variant,904,2090,47.529
medium_variant,904,2091,47.795
medium_variant,904,2092,48.111
medium_variant,904,2093,48.473
