variant,continent,year,oldagedependencyratio2564
estimates,903,1950,4.588
estimates,903,1951,4.633
estimates,903,1952,4.631
estimates,903,1953,4.587
estimates,903,1954,4.504
estimates,903,1955,4.386
estimates,903,1956,4.457
estimates,903,1957,4.49
estimates,903,1958,4.489
estimates,903,1959,4.455
estimates,903,1960,4.393
estimates,903,1961,4.484
estimates,903,1962,4.542
estimates,903,1963,4.569
estimates,903,1964,4.569
estimates,903,1965,4.544
estimates,903,1966,4.644
estimates,903,1967,4.711
estimates,903,1968,4.745
estimates,903,1969,4.746
estimates,903,1970,4.717
estimates,903,1971,4.812
estimates,903,1972,4.871
estimates,903,1973,4.898
estimates,903,1974,4.898
estimates,903,1975,4.875
estimates,903,1976,4.967
estimates,903,1977,5.028
estimates,903,1978,5.057
estimates,903,1979,5.057
estimates,903,1980,5.032
estimates,903,1981,5.1
estimates,903,1982,5.137
estimates,903,1983,5.147
estimates,903,1984,5.134
estimates,903,1985,5.102
estimates,903,1986,5.17
estimates,903,1987,5.211
estimates,903,1988,5.228
estimates,903,1989,5.227
estimates,903,1990,5.212
estimates,903,1991,5.281
estimates,903,1992,5.325
estimates,903,1993,5.347
estimates,903,1994,5.348
estimates,903,1995,5.332
estimates,903,1996,5.409
estimates,903,1997,5.457
estimates,903,1998,5.481
estimates,903,1999,5.485
estimates,903,2000,5.474
estimates,903,2001,5.552
estimates,903,2002,5.605
estimates,903,2003,5.633
estimates,903,2004,5.634
estimates,903,2005,5.61
estimates,903,2006,5.663
estimates,903,2007,5.688
estimates,903,2008,5.69
estimates,903,2009,5.673
estimates,903,2010,5.639
estimates,903,2011,5.641
estimates,903,2012,5.621
estimates,903,2013,5.586
estimates,903,2014,5.543
estimates,903,2015,5.498
medium_variant,903,2015,5.498
medium_variant,903,2016,5.527
medium_variant,903,2017,5.545
medium_variant,903,2018,5.553
medium_variant,903,2019,5.553
medium_variant,903,2020,5.55
medium_variant,903,2021,5.614
medium_variant,903,2022,5.665
medium_variant,903,2023,5.705
medium_variant,903,2024,5.737
medium_variant,903,2025,5.765
medium_variant,903,2026,5.848
medium_variant,903,2027,5.918
medium_variant,903,2028,5.975
medium_variant,903,2029,6.022
medium_variant,903,2030,6.061
medium_variant,903,2031,6.147
medium_variant,903,2032,6.218
medium_variant,903,2033,6.276
medium_variant,903,2034,6.322
medium_variant,903,2035,6.358
medium_variant,903,2036,6.434
medium_variant,903,2037,6.494
medium_variant,903,2038,6.545
medium_variant,903,2039,6.591
medium_variant,903,2040,6.638
medium_variant,903,2041,6.729
medium_variant,903,2042,6.813
medium_variant,903,2043,6.894
medium_variant,903,2044,6.978
medium_variant,903,2045,7.068
medium_variant,903,2046,7.204
medium_variant,903,2047,7.336
medium_variant,903,2048,7.468
medium_variant,903,2049,7.603
medium_variant,903,2050,7.746
medium_variant,903,2051,7.931
medium_variant,903,2052,8.111
medium_variant,903,2053,8.287
medium_variant,903,2054,8.461
medium_variant,903,2055,8.632
medium_variant,903,2056,8.833
medium_variant,903,2057,9.022
medium_variant,903,2058,9.201
medium_variant,903,2059,9.369
medium_variant,903,2060,9.528
medium_variant,903,2061,9.707
medium_variant,903,2062,9.869
medium_variant,903,2063,10.02
medium_variant,903,2064,10.163
medium_variant,903,2065,10.303
medium_variant,903,2066,10.468
medium_variant,903,2067,10.621
medium_variant,903,2068,10.768
medium_variant,903,2069,10.915
medium_variant,903,2070,11.067
medium_variant,903,2071,11.25
medium_variant,903,2072,11.427
medium_variant,903,2073,11.606
medium_variant,903,2074,11.789
medium_variant,903,2075,11.981
medium_variant,903,2076,12.206
medium_variant,903,2077,12.429
medium_variant,903,2078,12.656
medium_variant,903,2079,12.891
medium_variant,903,2080,13.138
medium_variant,903,2081,13.42
medium_variant,903,2082,13.704
medium_variant,903,2083,13.988
medium_variant,903,2084,14.268
medium_variant,903,2085,14.543
medium_variant,903,2086,14.834
medium_variant,903,2087,15.111
medium_variant,903,2088,15.379
medium_variant,903,2089,15.643
medium_variant,903,2090,15.904
medium_variant,903,2091,16.177
medium_variant,903,2092,16.439
medium_variant,903,2093,16.694
medium_variant,903,2094,16.948
medium_variant,903,2095,17.204
medium_variant,903,2096,17.47
medium_variant,903,2097,17.73
medium_variant,903,2098,17.989
medium_variant,903,2099,18.249
medium_variant,903,2100,18.515
high_variant,903,2015,9.6671812066684
low_variant,903,2015,9.6671812066684
constant_fertility,903,2015,9.6671812066684
instant_replacement,903,2015,9.6671812066684
zero_migration,903,2015,9.6671812066684
constant_mortality,903,2015,9.6671812066684
no_change,903,2015,9.6671812066684
high_variant,903,2020,9.83688232197273
low_variant,903,2020,9.83688232197273
constant_fertility,903,2020,9.83688232197273
instant_replacement,903,2020,9.83689967447163
zero_migration,903,2020,9.82096650930572
constant_mortality,903,2020,9.7708226529168
no_change,903,2020,9.77082033010458
high_variant,903,2025,10.1980720582623
low_variant,903,2025,10.1980720582623
constant_fertility,903,2025,10.1980720582623
instant_replacement,903,2025,10.1981581454776
zero_migration,903,2025,10.163092979467
constant_mortality,903,2025,10.0120480178911
no_change,903,2025,10.0120370910953
high_variant,903,2030,10.5933291216772
low_variant,903,2030,10.5933291216772
constant_fertility,903,2030,10.5933291216772
instant_replacement,903,2030,10.5935884548763
zero_migration,903,2030,10.5428851136056
constant_mortality,903,2030,10.2524809603418
no_change,903,2030,10.2524380984148
high_variant,903,2035,10.9606224296599
low_variant,903,2035,10.9606224296599
constant_fertility,903,2035,10.9606224296599
instant_replacement,903,2035,10.9611205776235
zero_migration,903,2035,10.8980598879737
constant_mortality,903,2035,10.4364630130925
no_change,903,2035,10.4363707033705
high_variant,903,2040,11.4663294409983
low_variant,903,2040,11.4663294409983
constant_fertility,903,2040,11.4663294409983
instant_replacement,903,2040,11.4664937915489
zero_migration,903,2040,11.392179576281
constant_mortality,903,2040,10.728214030658
no_change,903,2040,10.7281101808523
high_variant,903,2045,12.1981397810321
low_variant,903,2045,12.4717644540009
constant_fertility,903,2045,12.1569163822565
instant_replacement,903,2045,13.5453292938493
zero_migration,903,2045,12.2444501317483
constant_mortality,903,2045,11.3393055823064
no_change,903,2045,11.1758275885591
high_variant,903,2050,13.1518502707175
low_variant,903,2050,13.9072733109893
constant_fertility,903,2050,12.9704818939569
instant_replacement,903,2050,16.1024797708472
zero_migration,903,2050,13.4161188783003
constant_mortality,903,2050,12.1984583298599
no_change,903,2050,11.7007119798909
high_variant,903,2055,14.0764446226216
low_variant,903,2055,15.5009602615833
constant_fertility,903,2055,13.6372192133721
instant_replacement,903,2055,18.8471208652311
zero_migration,903,2055,14.6499667464791
constant_mortality,903,2055,13.0393840286521
no_change,903,2055,12.0475869546627
high_variant,903,2060,14.8338739805948
low_variant,903,2060,16.9912801829358
constant_fertility,903,2060,13.9762465703748
instant_replacement,903,2060,21.5502032905533
zero_migration,903,2060,15.7587791322965
constant_mortality,903,2060,13.6923769880654
no_change,903,2060,12.0757169880469
high_variant,903,2065,15.5160775578294
low_variant,903,2065,18.5345517136743
constant_fertility,903,2065,14.0891710777732
instant_replacement,903,2065,24.5692446954373
zero_migration,903,2065,16.8562979027017
constant_mortality,903,2065,14.2942454726566
no_change,903,2065,11.9133832890411
high_variant,903,2070,16.2887018907234
low_variant,903,2070,20.4201382142799
constant_fertility,903,2070,14.1255753986242
instant_replacement,903,2070,28.5263891238853
zero_migration,903,2070,18.1354295214825
constant_mortality,903,2070,15.0688345419996
no_change,903,2070,11.7275746944442
high_variant,903,2075,17.2287121491307
low_variant,903,2075,22.8475448737013
constant_fertility,903,2075,14.1342763834025
instant_replacement,903,2075,33.8801507006475
zero_migration,903,2075,19.704590374839
constant_mortality,903,2075,16.1299505480126
no_change,903,2075,11.571637012805
high_variant,903,2080,18.3309832876087
low_variant,903,2080,25.909621644848
constant_fertility,903,2080,14.0868132250859
instant_replacement,903,2080,40.9390744474282
zero_migration,903,2080,21.5852317821836
constant_mortality,903,2080,17.4616832278022
no_change,903,2080,11.4000461893957
high_variant,903,2085,19.726916964548
low_variant,903,2085,28.4695046549147
constant_fertility,903,2085,14.1462167215627
instant_replacement,903,2085,38.5856773840671
zero_migration,903,2085,23.4203216103103
constant_mortality,903,2085,18.6076279050116
no_change,903,2085,11.2985471677709
high_variant,903,2090,21.2234559471158
low_variant,903,2090,30.7099011215086
constant_fertility,903,2090,14.2449196320189
instant_replacement,903,2090,37.310201677622
zero_migration,903,2090,25.2062243959001
constant_mortality,903,2090,19.5751647213414
no_change,903,2090,11.2088442090522
high_variant,903,2095,22.7700280303979
low_variant,903,2095,32.8392989826767
constant_fertility,903,2095,14.3375301943978
instant_replacement,903,2095,37.5034191603267
zero_migration,903,2095,27.0041210931675
constant_mortality,903,2095,20.4691465889322
no_change,903,2095,11.1042648516515
high_variant,903,2100,24.2311601127317
low_variant,903,2100,35.3500484972989
constant_fertility,903,2100,14.4168280450216
instant_replacement,903,2100,39.2279242957811
zero_migration,903,2100,28.9003260100485
constant_mortality,903,2100,21.3987680443526
no_change,903,2100,10.984262814377
