variant,continent,year,oldagedependencyratio2564
estimates,905,1950,9
estimates,905,1951,9.301
estimates,905,1952,9.585
estimates,905,1953,9.832
estimates,905,1954,10.037
estimates,905,1955,10.214
estimates,905,1956,10.529
estimates,905,1957,10.808
estimates,905,1958,11.039
estimates,905,1959,11.22
estimates,905,1960,11.365
estimates,905,1961,11.673
estimates,905,1962,11.954
estimates,905,1963,12.202
estimates,905,1964,12.409
estimates,905,1965,12.573
estimates,905,1966,12.819
estimates,905,1967,13.009
estimates,905,1968,13.133
estimates,905,1969,13.185
estimates,905,1970,13.178
estimates,905,1971,13.318
estimates,905,1972,13.369
estimates,905,1973,13.351
estimates,905,1974,13.31
estimates,905,1975,13.284
estimates,905,1976,13.506
estimates,905,1977,13.739
estimates,905,1978,13.95
estimates,905,1979,14.12
estimates,905,1980,14.261
estimates,905,1981,14.447
estimates,905,1982,14.593
estimates,905,1983,14.699
estimates,905,1984,14.767
estimates,905,1985,14.809
estimates,905,1986,14.921
estimates,905,1987,15.006
estimates,905,1988,15.069
estimates,905,1989,15.128
estimates,905,1990,15.199
estimates,905,1991,15.344
estimates,905,1992,15.483
estimates,905,1993,15.605
estimates,905,1994,15.698
estimates,905,1995,15.759
estimates,905,1996,15.876
estimates,905,1997,15.962
estimates,905,1998,16.009
estimates,905,1999,16.008
estimates,905,2000,15.961
estimates,905,2001,15.934
estimates,905,2002,15.877
estimates,905,2003,15.801
estimates,905,2004,15.715
estimates,905,2005,15.63
estimates,905,2006,15.654
estimates,905,2007,15.679
estimates,905,2008,15.714
estimates,905,2009,15.768
estimates,905,2010,15.847
estimates,905,2011,15.998
estimates,905,2012,16.18
estimates,905,2013,16.415
estimates,905,2014,16.724
estimates,905,2015,17.112
medium_variant,905,2015,17.112
medium_variant,905,2016,17.568
medium_variant,905,2017,18.09
medium_variant,905,2018,18.664
medium_variant,905,2019,19.267
medium_variant,905,2020,19.888
medium_variant,905,2021,20.521
medium_variant,905,2022,21.177
medium_variant,905,2023,21.863
medium_variant,905,2024,22.594
medium_variant,905,2025,23.373
medium_variant,905,2026,24.157
medium_variant,905,2027,24.977
medium_variant,905,2028,25.82
medium_variant,905,2029,26.672
medium_variant,905,2030,27.521
medium_variant,905,2031,28.288
medium_variant,905,2032,29.047
medium_variant,905,2033,29.772
medium_variant,905,2034,30.423
medium_variant,905,2035,30.975
medium_variant,905,2036,31.333
medium_variant,905,2037,31.591
medium_variant,905,2038,31.789
medium_variant,905,2039,31.974
medium_variant,905,2040,32.168
medium_variant,905,2041,32.267
medium_variant,905,2042,32.397
medium_variant,905,2043,32.527
medium_variant,905,2044,32.616
medium_variant,905,2045,32.647
medium_variant,905,2046,32.545
medium_variant,905,2047,32.409
medium_variant,905,2048,32.285
medium_variant,905,2049,32.229
medium_variant,905,2050,32.267
medium_variant,905,2051,32.296
medium_variant,905,2052,32.441
medium_variant,905,2053,32.668
medium_variant,905,2054,32.916
medium_variant,905,2055,33.149
medium_variant,905,2056,33.297
medium_variant,905,2057,33.465
medium_variant,905,2058,33.662
medium_variant,905,2059,33.922
medium_variant,905,2060,34.274
medium_variant,905,2061,34.606
medium_variant,905,2062,35.029
medium_variant,905,2063,35.516
medium_variant,905,2064,36.001
medium_variant,905,2065,36.429
medium_variant,905,2066,36.64
medium_variant,905,2067,36.824
medium_variant,905,2068,36.987
medium_variant,905,2069,37.162
medium_variant,905,2070,37.382
medium_variant,905,2071,37.47
medium_variant,905,2072,37.597
medium_variant,905,2073,37.783
medium_variant,905,2074,38.032
medium_variant,905,2075,38.323
medium_variant,905,2076,38.44
medium_variant,905,2077,38.639
medium_variant,905,2078,38.878
medium_variant,905,2079,39.119
medium_variant,905,2080,39.355
medium_variant,905,2081,39.394
medium_variant,905,2082,39.441
medium_variant,905,2083,39.533
medium_variant,905,2084,39.696
medium_variant,905,2085,39.923
medium_variant,905,2086,39.98
medium_variant,905,2087,40.139
medium_variant,905,2088,40.36
medium_variant,905,2089,40.616
medium_variant,905,2090,40.914
medium_variant,905,2091,41.05
medium_variant,905,2092,41.232
medium_variant,905,2093,41.477
medium_variant,905,2094,41.793
medium_variant,905,2095,42.164
medium_variant,905,2096,42.303
medium_variant,905,2097,42.515
medium_variant,905,2098,42.786
medium_variant,905,2099,43.096
medium_variant,905,2100,43.436
high_variant,905,2015,28.240031390433
low_variant,905,2015,28.240031390433
constant_fertility,905,2015,28.240031390433
instant_replacement,905,2015,28.240031390433
zero_migration,905,2015,28.240031390433
constant_mortality,905,2015,28.240031390433
no_change,905,2015,28.240031390433
high_variant,905,2020,32.3351547803102
low_variant,905,2020,32.3351547803102
constant_fertility,905,2020,32.3351547803102
instant_replacement,905,2020,32.3351547803102
zero_migration,905,2020,32.7508810469112
constant_mortality,905,2020,32.0863475827517
no_change,905,2020,32.0863475827517
high_variant,905,2025,37.8795921766956
low_variant,905,2025,37.8795921766956
constant_fertility,905,2025,37.8795921766956
instant_replacement,905,2025,37.8795921766956
zero_migration,905,2025,38.9831976875087
constant_mortality,905,2025,37.1399181196676
no_change,905,2025,37.1399181196676
high_variant,905,2030,42.8722678325219
low_variant,905,2030,42.8722678325219
constant_fertility,905,2030,42.8722678325219
instant_replacement,905,2030,42.8722678325219
zero_migration,905,2030,44.9737016309835
constant_mortality,905,2030,41.3642077232056
no_change,905,2030,41.3642077232056
high_variant,905,2035,44.8038136285487
low_variant,905,2035,44.8038136285487
constant_fertility,905,2035,44.8038136285487
instant_replacement,905,2035,44.8038136285487
zero_migration,905,2035,47.9304107630107
constant_mortality,905,2035,42.3298837804449
no_change,905,2035,42.3298837804449
high_variant,905,2040,46.0654798034161
low_variant,905,2040,46.0654798034161
constant_fertility,905,2040,46.0654798034161
instant_replacement,905,2040,46.0654798034161
zero_migration,905,2040,50.249444502785
constant_mortality,905,2040,42.4364359817194
no_change,905,2040,42.4364359817194
high_variant,905,2045,45.23883922697
low_variant,905,2045,46.5731579789617
constant_fertility,905,2045,45.9101264579647
instant_replacement,905,2045,45.3355236776247
zero_migration,905,2045,50.9259352171248
constant_mortality,905,2045,41.1319552734607
no_change,905,2045,41.1444214351111
high_variant,905,2050,45.2834765113617
low_variant,905,2050,48.8402795928011
constant_fertility,905,2050,47.0776438534812
instant_replacement,905,2050,45.8802581984747
zero_migration,905,2050,53.0127408213558
constant_mortality,905,2050,41.0875465135177
no_change,905,2050,41.1606536597466
high_variant,905,2055,45.1582265967754
low_variant,905,2055,51.5773666169281
constant_fertility,905,2055,48.3202673119957
instant_replacement,905,2055,46.5077341075875
zero_migration,905,2055,55.0155154238948
constant_mortality,905,2055,41.2027888962304
