variant,country,year,gender,childdependencyratio2069
estimates,372,1950,male,65.302
estimates,372,1951,male,65.699
estimates,372,1952,male,65.889
estimates,372,1953,male,66.291
estimates,372,1954,male,66.96
estimates,372,1955,male,67.796
estimates,372,1956,male,68.812
estimates,372,1957,male,70.211
estimates,372,1958,male,71.846
estimates,372,1959,male,73.619
estimates,372,1960,male,75.48
estimates,372,1961,male,75.96
estimates,372,1962,male,76.594
estimates,372,1963,male,77.318
estimates,372,1964,male,77.985
estimates,372,1965,male,78.483
estimates,372,1966,male,78.606
estimates,372,1967,male,78.267
estimates,372,1968,male,77.814
estimates,372,1969,male,77.663
estimates,372,1970,male,77.954
estimates,372,1971,male,77.195
estimates,372,1972,male,76.968
estimates,372,1973,male,77.033
estimates,372,1974,male,77.027
estimates,372,1975,male,76.801
estimates,372,1976,male,77.361
estimates,372,1977,male,77.422
estimates,372,1978,male,77.164
estimates,372,1979,male,76.831
estimates,372,1980,male,76.467
estimates,372,1981,male,75.731
estimates,372,1982,male,75.145
estimates,372,1983,male,74.672
estimates,372,1984,male,74.187
estimates,372,1985,male,73.606
estimates,372,1986,male,72.891
estimates,372,1987,male,72.183
estimates,372,1988,male,71.447
estimates,372,1989,male,70.667
estimates,372,1990,male,69.785
estimates,372,1991,male,67.757
estimates,372,1992,male,65.782
estimates,372,1993,male,63.866
estimates,372,1994,male,62.003
estimates,372,1995,male,60.204
estimates,372,1996,male,57.879
estimates,372,1997,male,55.718
estimates,372,1998,male,53.731
estimates,372,1999,male,51.917
estimates,372,2000,male,50.253
estimates,372,2001,male,48.424
estimates,372,2002,male,46.614
estimates,372,2003,male,44.954
estimates,372,2004,male,43.578
estimates,372,2005,male,42.553
estimates,372,2006,male,42.044
estimates,372,2007,male,41.742
estimates,372,2008,male,41.629
estimates,372,2009,male,41.613
estimates,372,2010,male,41.605
estimates,372,2011,male,42.036
estimates,372,2012,male,42.546
estimates,372,2013,male,43.119
estimates,372,2014,male,43.769
estimates,372,2015,male,44.499
medium_variant,372,2015,male,44.499
medium_variant,372,2016,male,44.914
medium_variant,372,2017,male,45.288
medium_variant,372,2018,male,45.591
medium_variant,372,2019,male,45.772
medium_variant,372,2020,male,45.806
medium_variant,372,2021,male,45.718
medium_variant,372,2022,male,45.496
medium_variant,372,2023,male,45.13
medium_variant,372,2024,male,44.626
medium_variant,372,2025,male,44
medium_variant,372,2026,male,43.354
medium_variant,372,2027,male,42.605
medium_variant,372,2028,male,41.8
medium_variant,372,2029,male,40.999
medium_variant,372,2030,male,40.246
medium_variant,372,2031,male,39.644
medium_variant,372,2032,male,39.085
medium_variant,372,2033,male,38.582
medium_variant,372,2034,male,38.138
medium_variant,372,2035,male,37.758
medium_variant,372,2036,male,37.535
medium_variant,372,2037,male,37.362
medium_variant,372,2038,male,37.258
medium_variant,372,2039,male,37.24
medium_variant,372,2040,male,37.314
medium_variant,372,2041,male,37.537
medium_variant,372,2042,male,37.827
medium_variant,372,2043,male,38.167
medium_variant,372,2044,male,38.531
medium_variant,372,2045,male,38.898
medium_variant,372,2046,male,39.305
medium_variant,372,2047,male,39.698
medium_variant,372,2048,male,40.06
medium_variant,372,2049,male,40.375
medium_variant,372,2050,male,40.631
medium_variant,372,2051,male,40.865
medium_variant,372,2052,male,41.035
medium_variant,372,2053,male,41.125
medium_variant,372,2054,male,41.122
medium_variant,372,2055,male,41.023
medium_variant,372,2056,male,40.884
medium_variant,372,2057,male,40.658
medium_variant,372,2058,male,40.358
medium_variant,372,2059,male,40.001
medium_variant,372,2060,male,39.61
medium_variant,372,2061,male,39.248
medium_variant,372,2062,male,38.858
medium_variant,372,2063,male,38.457
medium_variant,372,2064,male,38.066
medium_variant,372,2065,male,37.702
medium_variant,372,2066,male,37.428
medium_variant,372,2067,male,37.178
medium_variant,372,2068,male,36.96
medium_variant,372,2069,male,36.786
medium_variant,372,2070,male,36.659
medium_variant,372,2071,male,36.624
medium_variant,372,2072,male,36.63
medium_variant,372,2073,male,36.674
medium_variant,372,2074,male,36.755
medium_variant,372,2075,male,36.866
medium_variant,372,2076,male,37.044
medium_variant,372,2077,male,37.243
medium_variant,372,2078,male,37.454
medium_variant,372,2079,male,37.662
medium_variant,372,2080,male,37.856
medium_variant,372,2081,male,38.06
medium_variant,372,2082,male,38.244
medium_variant,372,2083,male,38.399
medium_variant,372,2084,male,38.519
medium_variant,372,2085,male,38.6
medium_variant,372,2086,male,38.666
medium_variant,372,2087,male,38.694
medium_variant,372,2088,male,38.679
medium_variant,372,2089,male,38.624
medium_variant,372,2090,male,38.534
medium_variant,372,2091,male,38.442
medium_variant,372,2092,male,38.317
medium_variant,372,2093,male,38.167
medium_variant,372,2094,male,38
medium_variant,372,2095,male,37.827
medium_variant,372,2096,male,37.681
medium_variant,372,2097,male,37.53
medium_variant,372,2098,male,37.379
medium_variant,372,2099,male,37.237
medium_variant,372,2100,male,37.114
estimates,372,1950,female,64.088
estimates,372,1951,female,64.53
estimates,372,1952,female,64.756
estimates,372,1953,female,65.192
estimates,372,1954,female,65.863
estimates,372,1955,female,66.642
estimates,372,1956,female,67.35
estimates,372,1957,female,68.392
estimates,372,1958,female,69.65
estimates,372,1959,female,71.057
estimates,372,1960,female,72.585
estimates,372,1961,female,73.063
estimates,372,1962,female,73.711
estimates,372,1963,female,74.466
