variant,country,year,gender,childdependencyratio2069
estimates,231,1950,male,126.647
estimates,231,1951,male,127.164
estimates,231,1952,male,126.903
estimates,231,1953,male,126.375
estimates,231,1954,male,125.712
estimates,231,1955,male,124.877
estimates,231,1956,male,124.935
estimates,231,1957,male,124.812
estimates,231,1958,male,124.442
estimates,231,1959,male,123.812
estimates,231,1960,male,122.994
estimates,231,1961,male,123.412
estimates,231,1962,male,123.503
estimates,231,1963,male,123.333
estimates,231,1964,male,122.939
estimates,231,1965,male,122.338
estimates,231,1966,male,122.745
estimates,231,1967,male,122.694
estimates,231,1968,male,122.415
estimates,231,1969,male,122.183
estimates,231,1970,male,122.159
estimates,231,1971,male,123.125
estimates,231,1972,male,124.186
estimates,231,1973,male,125.257
estimates,231,1974,male,126.133
estimates,231,1975,male,126.669
estimates,231,1976,male,126.903
estimates,231,1977,male,127.027
estimates,231,1978,male,127.149
estimates,231,1979,male,127.469
estimates,231,1980,male,128.142
estimates,231,1981,male,130.157
estimates,231,1982,male,131.937
estimates,231,1983,male,133.434
estimates,231,1984,male,134.596
estimates,231,1985,male,135.458
estimates,231,1986,male,136.746
estimates,231,1987,male,137.711
estimates,231,1988,male,138.443
estimates,231,1989,male,138.957
estimates,231,1990,male,139.213
estimates,231,1991,male,140.279
estimates,231,1992,male,140.893
estimates,231,1993,male,141.157
estimates,231,1994,male,141.271
estimates,231,1995,male,141.39
estimates,231,1996,male,142.259
estimates,231,1997,male,143.098
estimates,231,1998,male,143.774
estimates,231,1999,male,144.049
estimates,231,2000,male,143.813
estimates,231,2001,male,144.046
estimates,231,2002,male,143.656
estimates,231,2003,male,142.903
estimates,231,2004,male,142.058
estimates,231,2005,male,141.205
estimates,231,2006,male,140.184
estimates,231,2007,male,139.132
estimates,231,2008,male,138.025
estimates,231,2009,male,136.763
estimates,231,2010,male,135.263
estimates,231,2011,male,133.162
estimates,231,2012,male,130.925
estimates,231,2013,male,128.51
estimates,231,2014,male,125.868
estimates,231,2015,male,123.004
medium_variant,231,2015,male,123.004
medium_variant,231,2016,male,120.382
medium_variant,231,2017,male,117.486
medium_variant,231,2018,male,114.479
medium_variant,231,2019,male,111.534
medium_variant,231,2020,male,108.73
medium_variant,231,2021,male,106.136
medium_variant,231,2022,male,103.643
medium_variant,231,2023,male,101.264
medium_variant,231,2024,male,98.992
medium_variant,231,2025,male,96.821
medium_variant,231,2026,male,94.904
medium_variant,231,2027,male,93.061
medium_variant,231,2028,male,91.265
medium_variant,231,2029,male,89.48
medium_variant,231,2030,male,87.684
medium_variant,231,2031,male,85.978
medium_variant,231,2032,male,84.265
medium_variant,231,2033,male,82.555
medium_variant,231,2034,male,80.858
medium_variant,231,2035,male,79.182
medium_variant,231,2036,male,77.638
medium_variant,231,2037,male,76.094
medium_variant,231,2038,male,74.562
medium_variant,231,2039,male,73.054
medium_variant,231,2040,male,71.575
medium_variant,231,2041,male,70.202
medium_variant,231,2042,male,68.853
medium_variant,231,2043,male,67.528
medium_variant,231,2044,male,66.222
medium_variant,231,2045,male,64.935
medium_variant,231,2046,male,63.757
medium_variant,231,2047,male,62.59
medium_variant,231,2048,male,61.442
medium_variant,231,2049,male,60.325
medium_variant,231,2050,male,59.24
medium_variant,231,2051,male,58.253
medium_variant,231,2052,male,57.29
medium_variant,231,2053,male,56.349
medium_variant,231,2054,male,55.427
medium_variant,231,2055,male,54.523
medium_variant,231,2056,male,53.701
medium_variant,231,2057,male,52.891
medium_variant,231,2058,male,52.098
medium_variant,231,2059,male,51.327
medium_variant,231,2060,male,50.579
medium_variant,231,2061,male,49.911
medium_variant,231,2062,male,49.258
medium_variant,231,2063,male,48.621
medium_variant,231,2064,male,48
medium_variant,231,2065,male,47.397
medium_variant,231,2066,male,46.866
medium_variant,231,2067,male,46.343
medium_variant,231,2068,male,45.828
medium_variant,231,2069,male,45.322
medium_variant,231,2070,male,44.824
medium_variant,231,2071,male,44.382
medium_variant,231,2072,male,43.945
medium_variant,231,2073,male,43.511
medium_variant,231,2074,male,43.08
medium_variant,231,2075,male,42.65
medium_variant,231,2076,male,42.272
medium_variant,231,2077,male,41.89
medium_variant,231,2078,male,41.509
medium_variant,231,2079,male,41.136
medium_variant,231,2080,male,40.775
medium_variant,231,2081,male,40.465
medium_variant,231,2082,male,40.161
medium_variant,231,2083,male,39.864
medium_variant,231,2084,male,39.574
medium_variant,231,2085,male,39.289
medium_variant,231,2086,male,39.054
medium_variant,231,2087,male,38.818
medium_variant,231,2088,male,38.585
medium_variant,231,2089,male,38.357
medium_variant,231,2090,male,38.135
medium_variant,231,2091,male,37.952
medium_variant,231,2092,male,37.772
medium_variant,231,2093,male,37.594
medium_variant,231,2094,male,37.418
medium_variant,231,2095,male,37.244
medium_variant,231,2096,male,37.109
medium_variant,231,2097,male,36.97
medium_variant,231,2098,male,36.829
medium_variant,231,2099,male,36.688
medium_variant,231,2100,male,36.55
estimates,231,1950,female,119.133
estimates,231,1951,female,120.035
estimates,231,1952,female,120.313
estimates,231,1953,female,120.281
estimates,231,1954,female,120.007
estimates,231,1955,female,119.481
estimates,231,1956,female,119.91
estimates,231,1957,female,120.014
estimates,231,1958,female,119.814
estimates,231,1959,female,119.377
estimates,231,1960,female,118.798
estimates,231,1961,female,119.327
estimates,231,1962,female,119.596
estimates,231,1963,female,119.646
estimates,231,1964,female,119.476
estimates,231,1965,female,119.094
estimates,231,1966,female,119.71
estimates,231,1967,female,119.875
estimates,231,1968,female,119.775
estimates,231,1969,female,119.648
estimates,231,1970,female,119.644
estimates,231,1971,female,120.513
estimates,231,1972,female,121.398
estimates,231,1973,female,122.265
estimates,231,1974,female,122.964
estimates,231,1975,female,123.352
estimates,231,1976,female,123.423
estimates,231,1977,female,123.249
estimates,231,1978,female,122.843
estimates,231,1979,female,122.357
estimates,231,1980,female,122.023
estimates,231,1981,female,123.834
estimates,231,1982,female,125.318
estimates,231,1983,female,126.551
estimates,231,1984,female,127.585
estimates,231,1985,female,128.46
estimates,231,1986,female,129.736
estimates,231,1987,female,130.667
estimates,231,1988,female,131.281
estimates,231,1989,female,131.614
estimates,231,1990,female,131.721
estimates,231,1991,female,132.643
estimates,231,1992,female,133.258
estimates,231,1993,female,133.598
estimates,231,1994,female,133.73
estimates,231,1995,female,133.724
estimates,231,1996,female,134.833
estimates,231,1997,female,135.759
estimates,231,1998,female,136.448
estimates,231,1999,female,136.759
estimates,231,2000,female,136.619
estimates,231,2001,female,136.775
estimates,231,2002,female,136.353
estimates,231,2003,female,135.586
estimates,231,2004,female,134.724
estimates,231,2005,female,133.866
estimates,231,2006,female,132.754
estimates,231,2007,female,131.617
estimates,231,2008,female,130.444
estimates,231,2009,female,129.154
estimates,231,2010,female,127.688
estimates,231,2011,female,125.839
estimates,231,2012,female,123.887
estimates,231,2013,female,121.778
estimates,231,2014,female,119.448
estimates,231,2015,female,116.9
medium_variant,231,2015,female,116.9
medium_variant,231,2016,female,114.577
medium_variant,231,2017,female,111.985
medium_variant,231,2018,female,109.262
medium_variant,231,2019,female,106.563
medium_variant,231,2020,female,103.964
medium_variant,231,2021,female,101.527
medium_variant,231,2022,female,99.151
medium_variant,231,2023,female,96.868
medium_variant,231,2024,female,94.69
medium_variant,231,2025,female,92.624
medium_variant,231,2026,female,90.785
medium_variant,231,2027,female,89.031
medium_variant,231,2028,female,87.328
medium_variant,231,2029,female,85.631
medium_variant,231,2030,female,83.921
medium_variant,231,2031,female,82.284
medium_variant,231,2032,female,80.638
medium_variant,231,2033,female,78.992
medium_variant,231,2034,female,77.355
medium_variant,231,2035,female,75.737
medium_variant,231,2036,female,74.23
medium_variant,231,2037,female,72.723
medium_variant,231,2038,female,71.226
medium_variant,231,2039,female,69.751
medium_variant,231,2040,female,68.306
medium_variant,231,2041,female,66.953
medium_variant,231,2042,female,65.626
medium_variant,231,2043,female,64.328
medium_variant,231,2044,female,63.057
medium_variant,231,2045,female,61.815
medium_variant,231,2046,female,60.678
medium_variant,231,2047,female,59.557
medium_variant,231,2048,female,58.462
medium_variant,231,2049,female,57.402
medium_variant,231,2050,female,56.38
medium_variant,231,2051,female,55.445
medium_variant,231,2052,female,54.539
medium_variant,231,2053,female,53.658
medium_variant,231,2054,female,52.795
medium_variant,231,2055,female,51.948
medium_variant,231,2056,female,51.171
medium_variant,231,2057,female,50.406
medium_variant,231,2058,female,49.656
medium_variant,231,2059,female,48.928
medium_variant,231,2060,female,48.223
medium_variant,231,2061,female,47.588
medium_variant,231,2062,female,46.969
medium_variant,231,2063,female,46.366
medium_variant,231,2064,female,45.783
medium_variant,231,2065,female,45.22
medium_variant,231,2066,female,44.723
medium_variant,231,2067,female,44.237
medium_variant,231,2068,female,43.762
medium_variant,231,2069,female,43.298
medium_variant,231,2070,female,42.844
medium_variant,231,2071,female,42.44
medium_variant,231,2072,female,42.042
medium_variant,231,2073,female,41.65
medium_variant,231,2074,female,41.26
medium_variant,231,2075,female,40.873
medium_variant,231,2076,female,40.53
medium_variant,231,2077,female,40.184
medium_variant,231,2078,female,39.84
medium_variant,231,2079,female,39.505
medium_variant,231,2080,female,39.181
medium_variant,231,2081,female,38.903
medium_variant,231,2082,female,38.633
medium_variant,231,2083,female,38.37
medium_variant,231,2084,female,38.114
medium_variant,231,2085,female,37.865
medium_variant,231,2086,female,37.66
medium_variant,231,2087,female,37.456
medium_variant,231,2088,female,37.254
medium_variant,231,2089,female,37.058
medium_variant,231,2090,female,36.868
medium_variant,231,2091,female,36.713
medium_variant,231,2092,female,36.561
medium_variant,231,2093,female,36.411
medium_variant,231,2094,female,36.263
medium_variant,231,2095,female,36.118
medium_variant,231,2096,female,36.007
medium_variant,231,2097,female,35.893
medium_variant,231,2098,female,35.777
medium_variant,231,2099,female,35.661
medium_variant,231,2100,female,35.548
