variant,country,year,noofbirth
estimates,670,1950,3.303
estimates,670,1951,3.35
estimates,670,1952,3.441
estimates,670,1953,3.524
estimates,670,1954,3.598
estimates,670,1955,3.663
estimates,670,1956,3.719
estimates,670,1957,3.767
estimates,670,1958,3.806
estimates,670,1959,3.835
estimates,670,1960,3.855
estimates,670,1961,3.865
estimates,670,1962,3.866
estimates,670,1963,3.857
estimates,670,1964,3.84
estimates,670,1965,3.818
estimates,670,1966,3.791
estimates,670,1967,3.762
estimates,670,1968,3.731
estimates,670,1969,3.698
estimates,670,1970,3.662
estimates,670,1971,3.622
estimates,670,1972,3.574
estimates,670,1973,3.518
estimates,670,1974,3.456
estimates,670,1975,3.39
estimates,670,1976,3.324
estimates,670,1977,3.26
estimates,670,1978,3.2
estimates,670,1979,3.146
estimates,670,1980,3.098
estimates,670,1981,3.052
estimates,670,1982,3.006
estimates,670,1983,2.959
estimates,670,1984,2.91
estimates,670,1985,2.861
estimates,670,1986,2.814
estimates,670,1987,2.77
estimates,670,1988,2.731
estimates,670,1989,2.696
estimates,670,1990,2.663
estimates,670,1991,2.63
estimates,670,1992,2.594
estimates,670,1993,2.554
estimates,670,1994,2.509
estimates,670,1995,2.458
estimates,670,1996,2.401
estimates,670,1997,2.339
estimates,670,1998,2.276
estimates,670,1999,2.212
estimates,670,2000,2.152
estimates,670,2001,2.098
estimates,670,2002,2.052
estimates,670,2003,2.014
estimates,670,2004,1.985
estimates,670,2005,1.963
estimates,670,2006,1.945
estimates,670,2007,1.929
estimates,670,2008,1.911
estimates,670,2009,1.891
estimates,670,2010,1.867
estimates,670,2011,1.84
estimates,670,2012,1.813
estimates,670,2013,1.785
estimates,670,2014,1.757
estimates,670,2015,1.73
medium_variant,670,2015,1.73
medium_variant,670,2016,1.703
medium_variant,670,2017,1.677
medium_variant,670,2018,1.652
medium_variant,670,2019,1.627
medium_variant,670,2020,1.602
medium_variant,670,2021,1.579
medium_variant,670,2022,1.555
medium_variant,670,2023,1.533
medium_variant,670,2024,1.51
medium_variant,670,2025,1.489
medium_variant,670,2026,1.468
medium_variant,670,2027,1.448
medium_variant,670,2028,1.429
medium_variant,670,2029,1.41
medium_variant,670,2030,1.393
medium_variant,670,2031,1.376
medium_variant,670,2032,1.36
medium_variant,670,2033,1.345
medium_variant,670,2034,1.33
medium_variant,670,2035,1.317
medium_variant,670,2036,1.303
medium_variant,670,2037,1.291
medium_variant,670,2038,1.278
medium_variant,670,2039,1.266
medium_variant,670,2040,1.254
medium_variant,670,2041,1.242
medium_variant,670,2042,1.23
medium_variant,670,2043,1.218
medium_variant,670,2044,1.206
medium_variant,670,2045,1.193
medium_variant,670,2046,1.18
medium_variant,670,2047,1.167
medium_variant,670,2048,1.154
medium_variant,670,2049,1.141
medium_variant,670,2050,1.128
medium_variant,670,2051,1.114
medium_variant,670,2052,1.101
medium_variant,670,2053,1.088
medium_variant,670,2054,1.075
medium_variant,670,2055,1.062
medium_variant,670,2056,1.049
medium_variant,670,2057,1.036
medium_variant,670,2058,1.024
medium_variant,670,2059,1.012
medium_variant,670,2060,1.001
medium_variant,670,2061,0.99
medium_variant,670,2062,0.98
medium_variant,670,2063,0.969
medium_variant,670,2064,0.959
medium_variant,670,2065,0.949
medium_variant,670,2066,0.939
medium_variant,670,2067,0.93
medium_variant,670,2068,0.92
medium_variant,670,2069,0.911
medium_variant,670,2070,0.902
medium_variant,670,2071,0.893
medium_variant,670,2072,0.884
medium_variant,670,2073,0.875
medium_variant,670,2074,0.866
medium_variant,670,2075,0.857
medium_variant,670,2076,0.847
medium_variant,670,2077,0.838
medium_variant,670,2078,0.829
medium_variant,670,2079,0.82
medium_variant,670,2080,0.811
medium_variant,670,2081,0.801
medium_variant,670,2082,0.792
medium_variant,670,2083,0.783
medium_variant,670,2084,0.774
medium_variant,670,2085,0.765
medium_variant,670,2086,0.757
medium_variant,670,2087,0.748
medium_variant,670,2088,0.74
medium_variant,670,2089,0.732
medium_variant,670,2090,0.724
medium_variant,670,2091,0.716
medium_variant,670,2092,0.708
medium_variant,670,2093,0.701
medium_variant,670,2094,0.694
medium_variant,670,2095,0.687
medium_variant,670,2096,0.68
medium_variant,670,2097,0.673
medium_variant,670,2098,0.666
medium_variant,670,2099,0.66
