variant,country,year,noofbirth
estimates,516,1950,21.482
estimates,516,1951,21.643
estimates,516,1952,21.979
estimates,516,1953,22.342
estimates,516,1954,22.732
estimates,516,1955,23.15
estimates,516,1956,23.595
estimates,516,1957,24.065
estimates,516,1958,24.562
estimates,516,1959,25.084
estimates,516,1960,25.629
estimates,516,1961,26.198
estimates,516,1962,26.795
estimates,516,1963,27.427
estimates,516,1964,28.104
estimates,516,1965,28.852
estimates,516,1966,29.699
estimates,516,1967,30.655
estimates,516,1968,31.717
estimates,516,1969,32.869
estimates,516,1970,34.085
estimates,516,1971,35.335
estimates,516,1972,36.579
estimates,516,1973,37.775
estimates,516,1974,38.897
estimates,516,1975,39.907
estimates,516,1976,40.775
estimates,516,1977,41.513
estimates,516,1978,42.148
estimates,516,1979,42.707
estimates,516,1980,43.24
estimates,516,1981,43.804
estimates,516,1982,44.448
estimates,516,1983,45.21
estimates,516,1984,46.108
estimates,516,1985,47.157
estimates,516,1986,48.355
estimates,516,1987,49.658
estimates,516,1988,51.012
estimates,516,1989,52.374
estimates,516,1990,53.688
estimates,516,1991,54.903
estimates,516,1992,55.989
estimates,516,1993,56.924
estimates,516,1994,57.694
estimates,516,1995,58.291
estimates,516,1996,58.723
estimates,516,1997,59.03
estimates,516,1998,59.256
estimates,516,1999,59.435
estimates,516,2000,59.582
estimates,516,2001,59.706
estimates,516,2002,59.824
estimates,516,2003,59.967
estimates,516,2004,60.18
estimates,516,2005,60.544
estimates,516,2006,61.144
estimates,516,2007,62.004
estimates,516,2008,63.112
estimates,516,2009,64.43
estimates,516,2010,65.879
estimates,516,2011,67.35
estimates,516,2012,68.732
estimates,516,2013,69.938
estimates,516,2014,70.926
estimates,516,2015,71.684
medium_variant,516,2015,71.684
medium_variant,516,2016,72.24
medium_variant,516,2017,72.67
medium_variant,516,2018,73.039
medium_variant,516,2019,73.371
medium_variant,516,2020,73.682
medium_variant,516,2021,73.973
medium_variant,516,2022,74.232
medium_variant,516,2023,74.456
medium_variant,516,2024,74.654
medium_variant,516,2025,74.833
medium_variant,516,2026,75.003
medium_variant,516,2027,75.167
medium_variant,516,2028,75.335
medium_variant,516,2029,75.511
medium_variant,516,2030,75.704
medium_variant,516,2031,75.916
medium_variant,516,2032,76.146
medium_variant,516,2033,76.391
medium_variant,516,2034,76.649
medium_variant,516,2035,76.923
medium_variant,516,2036,77.211
medium_variant,516,2037,77.51
medium_variant,516,2038,77.813
medium_variant,516,2039,78.113
medium_variant,516,2040,78.402
medium_variant,516,2041,78.672
medium_variant,516,2042,78.92
medium_variant,516,2043,79.136
medium_variant,516,2044,79.315
medium_variant,516,2045,79.449
medium_variant,516,2046,79.533
medium_variant,516,2047,79.569
medium_variant,516,2048,79.558
medium_variant,516,2049,79.502
medium_variant,516,2050,79.401
medium_variant,516,2051,79.259
medium_variant,516,2052,79.08
medium_variant,516,2053,78.872
medium_variant,516,2054,78.642
medium_variant,516,2055,78.395
medium_variant,516,2056,78.137
medium_variant,516,2057,77.87
medium_variant,516,2058,77.599
medium_variant,516,2059,77.328
medium_variant,516,2060,77.061
medium_variant,516,2061,76.801
medium_variant,516,2062,76.547
medium_variant,516,2063,76.298
medium_variant,516,2064,76.055
medium_variant,516,2065,75.818
medium_variant,516,2066,75.588
medium_variant,516,2067,75.364
medium_variant,516,2068,75.143
medium_variant,516,2069,74.925
medium_variant,516,2070,74.708
medium_variant,516,2071,74.493
medium_variant,516,2072,74.279
medium_variant,516,2073,74.062
medium_variant,516,2074,73.84
medium_variant,516,2075,73.61
medium_variant,516,2076,73.367
medium_variant,516,2077,73.109
medium_variant,516,2078,72.836
medium_variant,516,2079,72.547
medium_variant,516,2080,72.243
medium_variant,516,2081,71.926
medium_variant,516,2082,71.599
medium_variant,516,2083,71.267
medium_variant,516,2084,70.933
medium_variant,516,2085,70.599
medium_variant,516,2086,70.267
medium_variant,516,2087,69.938
medium_variant,516,2088,69.612
medium_variant,516,2089,69.292
medium_variant,516,2090,68.977
medium_variant,516,2091,68.669
medium_variant,516,2092,68.366
medium_variant,516,2093,68.07
medium_variant,516,2094,67.779
medium_variant,516,2095,67.494
medium_variant,516,2096,67.214
medium_variant,516,2097,66.939
medium_variant,516,2098,66.67
medium_variant,516,2099,66.405
