variant,country,year,noofbirth
estimates,376,1950,48.853
estimates,376,1951,48.824
estimates,376,1952,48.852
estimates,376,1953,49.054
estimates,376,1954,49.429
estimates,376,1955,49.977
estimates,376,1956,50.691
estimates,376,1957,51.567
estimates,376,1958,52.593
estimates,376,1959,53.749
estimates,376,1960,55.013
estimates,376,1961,56.366
estimates,376,1962,57.796
estimates,376,1963,59.308
estimates,376,1964,60.926
estimates,376,1965,62.741
estimates,376,1966,64.869
estimates,376,1967,67.359
estimates,376,1968,70.197
estimates,376,1969,73.314
estimates,376,1970,76.59
estimates,376,1971,79.878
estimates,376,1972,83.008
estimates,376,1973,85.83
estimates,376,1974,88.246
estimates,376,1975,90.159
estimates,376,1976,91.518
estimates,376,1977,92.403
estimates,376,1978,92.919
estimates,376,1979,93.148
estimates,376,1980,93.201
estimates,376,1981,93.195
estimates,376,1982,93.24
estimates,376,1983,93.433
estimates,376,1984,93.847
estimates,376,1985,94.506
estimates,376,1986,95.385
estimates,376,1987,96.423
estimates,376,1988,97.588
estimates,376,1989,98.901
estimates,376,1990,100.434
estimates,376,1991,102.276
estimates,376,1992,104.469
estimates,376,1993,107.009
estimates,376,1994,109.852
estimates,376,1995,112.898
estimates,376,1996,116.019
estimates,376,1997,119.092
estimates,376,1998,122.03
estimates,376,1999,124.8
estimates,376,2000,127.413
estimates,376,2001,129.922
estimates,376,2002,132.433
estimates,376,2003,135.036
estimates,376,2004,137.767
estimates,376,2005,140.714
estimates,376,2006,143.965
estimates,376,2007,147.485
estimates,376,2008,151.172
estimates,376,2009,154.894
estimates,376,2010,158.412
estimates,376,2011,161.45
estimates,376,2012,163.829
estimates,376,2013,165.452
estimates,376,2014,166.315
estimates,376,2015,166.5
medium_variant,376,2015,166.5
medium_variant,376,2016,166.178
medium_variant,376,2017,165.618
medium_variant,376,2018,165.061
medium_variant,376,2019,164.643
medium_variant,376,2020,164.453
medium_variant,376,2021,164.509
medium_variant,376,2022,164.738
medium_variant,376,2023,165.092
medium_variant,376,2024,165.583
medium_variant,376,2025,166.229
medium_variant,376,2026,167.046
medium_variant,376,2027,168.03
medium_variant,376,2028,169.169
medium_variant,376,2029,170.449
medium_variant,376,2030,171.858
medium_variant,376,2031,173.385
medium_variant,376,2032,175.003
medium_variant,376,2033,176.679
medium_variant,376,2034,178.377
medium_variant,376,2035,180.073
medium_variant,376,2036,181.752
medium_variant,376,2037,183.401
medium_variant,376,2038,184.994
medium_variant,376,2039,186.497
medium_variant,376,2040,187.874
medium_variant,376,2041,189.095
medium_variant,376,2042,190.148
medium_variant,376,2043,191.026
medium_variant,376,2044,191.721
medium_variant,376,2045,192.226
medium_variant,376,2046,192.543
medium_variant,376,2047,192.696
medium_variant,376,2048,192.714
medium_variant,376,2049,192.619
medium_variant,376,2050,192.428
medium_variant,376,2051,192.153
medium_variant,376,2052,191.809
medium_variant,376,2053,191.42
medium_variant,376,2054,191.014
medium_variant,376,2055,190.62
medium_variant,376,2056,190.256
medium_variant,376,2057,189.935
medium_variant,376,2058,189.667
medium_variant,376,2059,189.469
medium_variant,376,2060,189.357
medium_variant,376,2061,189.339
medium_variant,376,2062,189.408
medium_variant,376,2063,189.55
medium_variant,376,2064,189.753
medium_variant,376,2065,190.006
medium_variant,376,2066,190.296
medium_variant,376,2067,190.603
medium_variant,376,2068,190.91
medium_variant,376,2069,191.195
medium_variant,376,2070,191.448
medium_variant,376,2071,191.659
medium_variant,376,2072,191.828
medium_variant,376,2073,191.951
medium_variant,376,2074,192.016
medium_variant,376,2075,192.01
medium_variant,376,2076,191.924
medium_variant,376,2077,191.756
medium_variant,376,2078,191.506
medium_variant,376,2079,191.178
medium_variant,376,2080,190.772
medium_variant,376,2081,190.291
medium_variant,376,2082,189.748
medium_variant,376,2083,189.158
medium_variant,376,2084,188.534
medium_variant,376,2085,187.891
medium_variant,376,2086,187.238
medium_variant,376,2087,186.583
medium_variant,376,2088,185.935
medium_variant,376,2089,185.306
medium_variant,376,2090,184.704
medium_variant,376,2091,184.134
medium_variant,376,2092,183.598
medium_variant,376,2093,183.096
medium_variant,376,2094,182.627
medium_variant,376,2095,182.193
medium_variant,376,2096,181.793
medium_variant,376,2097,181.427
medium_variant,376,2098,181.094
medium_variant,376,2099,180.795
