variant,country,year,noofbirth
estimates,300,1950,146.923
estimates,300,1951,149.934
estimates,300,1952,155.418
estimates,300,1953,159.821
estimates,300,1954,163.144
estimates,300,1955,165.399
estimates,300,1956,166.629
estimates,300,1957,166.903
estimates,300,1958,166.348
estimates,300,1959,165.179
estimates,300,1960,163.654
estimates,300,1961,162.044
estimates,300,1962,160.62
estimates,300,1963,159.577
estimates,300,1964,158.98
estimates,300,1965,158.715
estimates,300,1966,158.528
estimates,300,1967,158.13
estimates,300,1968,157.348
estimates,300,1969,156.197
estimates,300,1970,154.879
estimates,300,1971,153.71
estimates,300,1972,152.955
estimates,300,1973,152.735
estimates,300,1974,152.994
estimates,300,1975,153.543
estimates,300,1976,154.09
estimates,300,1977,154.273
estimates,300,1978,153.794
estimates,300,1979,152.499
estimates,300,1980,150.208
estimates,300,1981,146.813
estimates,300,1982,142.506
estimates,300,1983,137.561
estimates,300,1984,132.234
estimates,300,1985,126.896
estimates,300,1986,121.94
estimates,300,1987,117.655
estimates,300,1988,114.242
estimates,300,1989,111.805
estimates,300,1990,110.336
estimates,300,1991,109.694
estimates,300,1992,109.564
estimates,300,1993,109.666
estimates,300,1994,109.86
estimates,300,1995,110.022
estimates,300,1996,110.081
estimates,300,1997,110.084
estimates,300,1998,110.086
estimates,300,1999,110.107
estimates,300,2000,110.303
estimates,300,2001,110.879
estimates,300,2002,111.908
estimates,300,2003,113.339
estimates,300,2004,115.009
estimates,300,2005,116.576
estimates,300,2006,117.617
estimates,300,2007,117.81
estimates,300,2008,116.965
estimates,300,2009,115.059
estimates,300,2010,112.201
estimates,300,2011,108.633
estimates,300,2012,104.762
estimates,300,2013,100.949
estimates,300,2014,97.394
estimates,300,2015,94.229
medium_variant,300,2015,94.229
medium_variant,300,2016,91.488
medium_variant,300,2017,89.07
medium_variant,300,2018,86.901
medium_variant,300,2019,85
medium_variant,300,2020,83.387
medium_variant,300,2021,82.081
medium_variant,300,2022,81.067
medium_variant,300,2023,80.322
medium_variant,300,2024,79.819
medium_variant,300,2025,79.533
medium_variant,300,2026,79.437
medium_variant,300,2027,79.495
medium_variant,300,2028,79.666
medium_variant,300,2029,79.91
medium_variant,300,2030,80.203
medium_variant,300,2031,80.535
medium_variant,300,2032,80.903
medium_variant,300,2033,81.291
medium_variant,300,2034,81.667
medium_variant,300,2035,82.002
medium_variant,300,2036,82.27
medium_variant,300,2037,82.458
medium_variant,300,2038,82.548
medium_variant,300,2039,82.521
medium_variant,300,2040,82.355
medium_variant,300,2041,82.036
medium_variant,300,2042,81.571
medium_variant,300,2043,80.979
medium_variant,300,2044,80.273
medium_variant,300,2045,79.468
medium_variant,300,2046,78.577
medium_variant,300,2047,77.626
medium_variant,300,2048,76.648
medium_variant,300,2049,75.674
medium_variant,300,2050,74.734
medium_variant,300,2051,73.849
medium_variant,300,2052,73.03
medium_variant,300,2053,72.286
medium_variant,300,2054,71.635
medium_variant,300,2055,71.092
medium_variant,300,2056,70.664
medium_variant,300,2057,70.342
medium_variant,300,2058,70.115
medium_variant,300,2059,69.976
medium_variant,300,2060,69.918
medium_variant,300,2061,69.935
medium_variant,300,2062,70.015
medium_variant,300,2063,70.14
medium_variant,300,2064,70.29
medium_variant,300,2065,70.451
medium_variant,300,2066,70.611
medium_variant,300,2067,70.762
medium_variant,300,2068,70.893
medium_variant,300,2069,70.991
medium_variant,300,2070,71.041
medium_variant,300,2071,71.037
medium_variant,300,2072,70.977
medium_variant,300,2073,70.864
medium_variant,300,2074,70.693
medium_variant,300,2075,70.464
medium_variant,300,2076,70.173
medium_variant,300,2077,69.828
medium_variant,300,2078,69.439
medium_variant,300,2079,69.016
medium_variant,300,2080,68.567
medium_variant,300,2081,68.099
medium_variant,300,2082,67.622
medium_variant,300,2083,67.146
medium_variant,300,2084,66.683
medium_variant,300,2085,66.244
medium_variant,300,2086,65.836
medium_variant,300,2087,65.461
medium_variant,300,2088,65.12
medium_variant,300,2089,64.819
medium_variant,300,2090,64.559
medium_variant,300,2091,64.339
medium_variant,300,2092,64.157
medium_variant,300,2093,64.012
medium_variant,300,2094,63.902
medium_variant,300,2095,63.824
medium_variant,300,2096,63.779
medium_variant,300,2097,63.766
medium_variant,300,2098,63.785
medium_variant,300,2099,63.836
