variant,country,year,noofbirth
estimates,380,1950,891.629
estimates,380,1951,882.578
estimates,380,1952,866.937
estimates,380,1953,856.214
estimates,380,1954,850.408
estimates,380,1955,849.47
estimates,380,1956,853.203
estimates,380,1957,861.25
estimates,380,1958,872.973
estimates,380,1959,887.307
estimates,380,1960,902.941
estimates,380,1961,918.418
estimates,380,1962,932.161
estimates,380,1963,942.818
estimates,380,1964,949.533
estimates,380,1965,952.059
estimates,380,1966,950.808
estimates,380,1967,946.796
estimates,380,1968,940.712
estimates,380,1969,932.534
estimates,380,1970,921.692
estimates,380,1971,907.351
estimates,380,1972,889.068
estimates,380,1973,866.882
estimates,380,1974,841.317
estimates,380,1975,813.106
estimates,380,1976,783.167
estimates,380,1977,752.749
estimates,380,1978,723.104
estimates,380,1979,695.215
estimates,380,1980,669.965
estimates,380,1981,647.884
estimates,380,1982,628.783
estimates,380,1983,612.428
estimates,380,1984,598.807
estimates,380,1985,587.84
estimates,380,1986,579.32
estimates,380,1987,572.73
estimates,380,1988,567.508
estimates,380,1989,563.207
estimates,380,1990,559.281
estimates,380,1991,555.257
estimates,380,1992,551.021
estimates,380,1993,546.591
estimates,380,1994,542.025
estimates,380,1995,537.662
estimates,380,1996,534.024
estimates,380,1997,531.611
estimates,380,1998,530.729
estimates,380,1999,531.41
estimates,380,2000,533.72
estimates,380,2001,537.622
estimates,380,2002,542.594
estimates,380,2003,547.948
estimates,380,2004,553.04
estimates,380,2005,556.899
estimates,380,2006,558.549
estimates,380,2007,557.568
estimates,380,2008,553.854
estimates,380,2009,547.535
estimates,380,2010,539.108
estimates,380,2011,529.374
estimates,380,2012,519.399
estimates,380,2013,510.085
estimates,380,2014,501.921
estimates,380,2015,495.161
medium_variant,380,2015,495.161
medium_variant,380,2016,489.746
medium_variant,380,2017,485.228
medium_variant,380,2018,481.259
medium_variant,380,2019,477.791
medium_variant,380,2020,474.823
medium_variant,380,2021,472.396
medium_variant,380,2022,470.551
medium_variant,380,2023,469.296
medium_variant,380,2024,468.591
medium_variant,380,2025,468.408
medium_variant,380,2026,468.719
medium_variant,380,2027,469.451
medium_variant,380,2028,470.504
medium_variant,380,2029,471.773
medium_variant,380,2030,473.17
medium_variant,380,2031,474.636
medium_variant,380,2032,476.116
medium_variant,380,2033,477.536
medium_variant,380,2034,478.8
medium_variant,380,2035,479.82
medium_variant,380,2036,480.532
medium_variant,380,2037,480.923
medium_variant,380,2038,480.984
medium_variant,380,2039,480.691
medium_variant,380,2040,480.012
medium_variant,380,2041,478.933
medium_variant,380,2042,477.498
medium_variant,380,2043,475.77
medium_variant,380,2044,473.812
medium_variant,380,2045,471.677
medium_variant,380,2046,469.416
medium_variant,380,2047,467.091
medium_variant,380,2048,464.776
medium_variant,380,2049,462.551
medium_variant,380,2050,460.487
medium_variant,380,2051,458.633
medium_variant,380,2052,457.001
medium_variant,380,2053,455.599
medium_variant,380,2054,454.451
medium_variant,380,2055,453.577
medium_variant,380,2056,452.987
medium_variant,380,2057,452.649
medium_variant,380,2058,452.52
medium_variant,380,2059,452.566
medium_variant,380,2060,452.754
medium_variant,380,2061,453.057
medium_variant,380,2062,453.441
medium_variant,380,2063,453.861
medium_variant,380,2064,454.271
medium_variant,380,2065,454.633
medium_variant,380,2066,454.924
medium_variant,380,2067,455.136
medium_variant,380,2068,455.255
medium_variant,380,2069,455.255
medium_variant,380,2070,455.114
medium_variant,380,2071,454.816
medium_variant,380,2072,454.366
medium_variant,380,2073,453.769
medium_variant,380,2074,453.027
medium_variant,380,2075,452.136
medium_variant,380,2076,451.092
medium_variant,380,2077,449.911
medium_variant,380,2078,448.62
medium_variant,380,2079,447.249
medium_variant,380,2080,445.828
medium_variant,380,2081,444.387
medium_variant,380,2082,442.951
medium_variant,380,2083,441.547
medium_variant,380,2084,440.203
medium_variant,380,2085,438.94
medium_variant,380,2086,437.766
medium_variant,380,2087,436.674
medium_variant,380,2088,435.657
medium_variant,380,2089,434.718
medium_variant,380,2090,433.857
medium_variant,380,2091,433.069
medium_variant,380,2092,432.35
medium_variant,380,2093,431.696
medium_variant,380,2094,431.102
medium_variant,380,2095,430.567
medium_variant,380,2096,430.089
medium_variant,380,2097,429.667
medium_variant,380,2098,429.3
medium_variant,380,2099,428.99
