variant,country,year,noofbirth
estimates,180,1950,567.572
estimates,180,1951,573.335
estimates,180,1952,585.305
estimates,180,1953,598.166
estimates,180,1954,611.919
estimates,180,1955,626.562
estimates,180,1956,642.094
estimates,180,1957,658.505
estimates,180,1958,675.781
estimates,180,1959,693.9
estimates,180,1960,712.829
estimates,180,1961,732.526
estimates,180,1962,752.932
estimates,180,1963,773.979
estimates,180,1964,795.591
estimates,180,1965,817.652
estimates,180,1966,840.048
estimates,180,1967,862.758
estimates,180,1968,885.81
estimates,180,1969,909.26
estimates,180,1970,933.234
estimates,180,1971,957.9
estimates,180,1972,983.411
estimates,180,1973,1009.869
estimates,180,1974,1037.307
estimates,180,1975,1065.668
estimates,180,1976,1094.825
estimates,180,1977,1124.638
estimates,180,1978,1155.026
estimates,180,1979,1186.003
estimates,180,1980,1217.437
estimates,180,1981,1249.176
estimates,180,1982,1281.377
estimates,180,1983,1314.38
estimates,180,1984,1348.624
estimates,180,1985,1384.864
estimates,180,1986,1423.93
estimates,180,1987,1466.287
estimates,180,1988,1512.116
estimates,180,1989,1561.341
estimates,180,1990,1613.614
estimates,180,1991,1668.334
estimates,180,1992,1724.614
estimates,180,1993,1781.662
estimates,180,1994,1839.007
estimates,180,1995,1896.12
estimates,180,1996,1952.646
estimates,180,1997,2008.861
estimates,180,1998,2065.217
estimates,180,1999,2122.119
estimates,180,2000,2180.318
estimates,180,2001,2240.694
estimates,180,2002,2303.877
estimates,180,2003,2370.228
estimates,180,2004,2439.805
estimates,180,2005,2512.61
estimates,180,2006,2588.433
estimates,180,2007,2666.416
estimates,180,2008,2745.56
estimates,180,2009,2825.027
estimates,180,2010,2903.817
estimates,180,2011,2981.038
estimates,180,2012,3056.294
estimates,180,2013,3129.36
estimates,180,2014,3200.088
estimates,180,2015,3268.561
medium_variant,180,2015,3268.561
medium_variant,180,2016,3335.137
medium_variant,180,2017,3400.588
medium_variant,180,2018,3465.633
medium_variant,180,2019,3530.696
medium_variant,180,2020,3596.199
medium_variant,180,2021,3662.428
medium_variant,180,2022,3729.321
medium_variant,180,2023,3796.754
medium_variant,180,2024,3864.667
medium_variant,180,2025,3932.977
medium_variant,180,2026,4001.544
medium_variant,180,2027,4070.04
medium_variant,180,2028,4138.094
medium_variant,180,2029,4205.386
medium_variant,180,2030,4271.692
medium_variant,180,2031,4336.892
medium_variant,180,2032,4400.881
medium_variant,180,2033,4463.462
medium_variant,180,2034,4524.336
medium_variant,180,2035,4583.158
medium_variant,180,2036,4639.628
medium_variant,180,2037,4693.638
medium_variant,180,2038,4745.14
medium_variant,180,2039,4794.101
medium_variant,180,2040,4840.536
medium_variant,180,2041,4884.538
medium_variant,180,2042,4926.381
medium_variant,180,2043,4966.353
medium_variant,180,2044,5004.67
medium_variant,180,2045,5041.547
medium_variant,180,2046,5077.153
medium_variant,180,2047,5111.548
medium_variant,180,2048,5144.782
medium_variant,180,2049,5176.918
medium_variant,180,2050,5207.912
medium_variant,180,2051,5237.645
medium_variant,180,2052,5266.007
medium_variant,180,2053,5292.968
medium_variant,180,2054,5318.608
medium_variant,180,2055,5343.183
medium_variant,180,2056,5367.026
medium_variant,180,2057,5390.309
medium_variant,180,2058,5413.046
medium_variant,180,2059,5435.097
medium_variant,180,2060,5456.135
medium_variant,180,2061,5475.723
medium_variant,180,2062,5493.427
medium_variant,180,2063,5508.927
medium_variant,180,2064,5522.09
medium_variant,180,2065,5532.885
medium_variant,180,2066,5541.43
medium_variant,180,2067,5548.067
medium_variant,180,2068,5553.12
medium_variant,180,2069,5556.769
medium_variant,180,2070,5559.194
medium_variant,180,2071,5560.523
medium_variant,180,2072,5560.765
medium_variant,180,2073,5559.912
medium_variant,180,2074,5557.976
medium_variant,180,2075,5554.849
medium_variant,180,2076,5550.361
medium_variant,180,2077,5544.402
medium_variant,180,2078,5536.963
medium_variant,180,2079,5528.142
medium_variant,180,2080,5518.108
medium_variant,180,2081,5507.075
medium_variant,180,2082,5495.293
medium_variant,180,2083,5482.983
medium_variant,180,2084,5470.291
medium_variant,180,2085,5457.284
medium_variant,180,2086,5443.943
medium_variant,180,2087,5430.161
medium_variant,180,2088,5415.877
medium_variant,180,2089,5401.119
medium_variant,180,2090,5385.93
medium_variant,180,2091,5370.357
medium_variant,180,2092,5354.443
medium_variant,180,2093,5338.228
medium_variant,180,2094,5321.743
medium_variant,180,2095,5305.006
medium_variant,180,2096,5288.028
medium_variant,180,2097,5270.815
medium_variant,180,2098,5253.367
medium_variant,180,2099,5235.686
