variant,country,year,noofbirth
estimates,598,1950,72.911
estimates,598,1951,73.48
estimates,598,1952,74.64
estimates,598,1953,75.841
estimates,598,1954,77.084
estimates,598,1955,78.367
estimates,598,1956,79.691
estimates,598,1957,81.055
estimates,598,1958,82.459
estimates,598,1959,83.904
estimates,598,1960,85.388
estimates,598,1961,86.913
estimates,598,1962,88.486
estimates,598,1963,90.114
estimates,598,1964,91.812
estimates,598,1965,93.6
estimates,598,1966,95.501
estimates,598,1967,97.527
estimates,598,1968,99.681
estimates,598,1969,101.962
estimates,598,1970,104.373
estimates,598,1971,106.913
estimates,598,1972,109.558
estimates,598,1973,112.273
estimates,598,1974,115.024
estimates,598,1975,117.778
estimates,598,1976,120.504
estimates,598,1977,123.178
estimates,598,1978,125.772
estimates,598,1979,128.259
estimates,598,1980,130.589
estimates,598,1981,132.714
estimates,598,1982,134.644
estimates,598,1983,136.419
estimates,598,1984,138.094
estimates,598,1985,139.736
estimates,598,1986,141.422
estimates,598,1987,143.239
estimates,598,1988,145.274
estimates,598,1989,147.595
estimates,598,1990,150.301
estimates,598,1991,153.475
estimates,598,1992,157.088
estimates,598,1993,161.068
estimates,598,1994,165.332
estimates,598,1995,169.746
estimates,598,1996,174.157
estimates,598,1997,178.422
estimates,598,1998,182.427
estimates,598,1999,186.103
estimates,598,2000,189.434
estimates,598,2001,192.46
estimates,598,2002,195.284
estimates,598,2003,197.985
estimates,598,2004,200.58
estimates,598,2005,203.054
estimates,598,2006,205.369
estimates,598,2007,207.495
estimates,598,2008,209.431
estimates,598,2009,211.205
estimates,598,2010,212.867
estimates,598,2011,214.477
estimates,598,2012,216.095
estimates,598,2013,217.773
estimates,598,2014,219.539
estimates,598,2015,221.413
medium_variant,598,2015,221.413
medium_variant,598,2016,223.391
medium_variant,598,2017,225.434
medium_variant,598,2018,227.508
medium_variant,598,2019,229.595
medium_variant,598,2020,231.682
medium_variant,598,2021,233.756
medium_variant,598,2022,235.81
medium_variant,598,2023,237.833
medium_variant,598,2024,239.813
medium_variant,598,2025,241.741
medium_variant,598,2026,243.613
medium_variant,598,2027,245.43
medium_variant,598,2028,247.189
medium_variant,598,2029,248.884
medium_variant,598,2030,250.506
medium_variant,598,2031,252.048
medium_variant,598,2032,253.508
medium_variant,598,2033,254.885
medium_variant,598,2034,256.181
medium_variant,598,2035,257.398
medium_variant,598,2036,258.541
medium_variant,598,2037,259.618
medium_variant,598,2038,260.634
medium_variant,598,2039,261.595
medium_variant,598,2040,262.499
medium_variant,598,2041,263.342
medium_variant,598,2042,264.123
medium_variant,598,2043,264.842
medium_variant,598,2044,265.509
medium_variant,598,2045,266.135
medium_variant,598,2046,266.734
medium_variant,598,2047,267.314
medium_variant,598,2048,267.883
medium_variant,598,2049,268.443
medium_variant,598,2050,268.992
medium_variant,598,2051,269.525
medium_variant,598,2052,270.03
medium_variant,598,2053,270.496
medium_variant,598,2054,270.915
medium_variant,598,2055,271.283
medium_variant,598,2056,271.593
medium_variant,598,2057,271.847
medium_variant,598,2058,272.044
medium_variant,598,2059,272.185
medium_variant,598,2060,272.271
medium_variant,598,2061,272.305
medium_variant,598,2062,272.292
medium_variant,598,2063,272.233
medium_variant,598,2064,272.125
medium_variant,598,2065,271.964
medium_variant,598,2066,271.742
medium_variant,598,2067,271.453
medium_variant,598,2068,271.099
medium_variant,598,2069,270.68
medium_variant,598,2070,270.204
medium_variant,598,2071,269.678
medium_variant,598,2072,269.112
medium_variant,598,2073,268.515
medium_variant,598,2074,267.893
medium_variant,598,2075,267.25
medium_variant,598,2076,266.585
medium_variant,598,2077,265.893
medium_variant,598,2078,265.174
medium_variant,598,2079,264.429
medium_variant,598,2080,263.656
medium_variant,598,2081,262.856
medium_variant,598,2082,262.03
medium_variant,598,2083,261.181
medium_variant,598,2084,260.312
medium_variant,598,2085,259.429
medium_variant,598,2086,258.535
medium_variant,598,2087,257.633
medium_variant,598,2088,256.725
medium_variant,598,2089,255.813
medium_variant,598,2090,254.894
medium_variant,598,2091,253.968
medium_variant,598,2092,253.03
medium_variant,598,2093,252.079
medium_variant,598,2094,251.112
medium_variant,598,2095,250.127
medium_variant,598,2096,249.124
medium_variant,598,2097,248.102
medium_variant,598,2098,247.061
medium_variant,598,2099,246.001
