variant,country,year,noofbirth
estimates,818,1950,1095.21
estimates,818,1951,1106.324
estimates,818,1952,1128.108
estimates,818,1953,1149.006
estimates,818,1954,1169.017
estimates,818,1955,1188.165
estimates,818,1956,1206.527
estimates,818,1957,1224.204
estimates,818,1958,1241.39
estimates,818,1959,1258.432
estimates,818,1960,1275.715
estimates,818,1961,1293.62
estimates,818,1962,1312.479
estimates,818,1963,1332.433
estimates,818,1964,1353.36
estimates,818,1965,1374.681
estimates,818,1966,1395.572
estimates,818,1967,1415.399
estimates,818,1968,1433.883
estimates,818,1969,1451.165
estimates,818,1970,1467.624
estimates,818,1971,1483.874
estimates,818,1972,1500.86
estimates,818,1973,1519.479
estimates,818,1974,1540.339
estimates,818,1975,1564.256
estimates,818,1976,1591.904
estimates,818,1977,1623.087
estimates,818,1978,1657.275
estimates,818,1979,1693.869
estimates,818,1980,1732.802
estimates,818,1981,1774.105
estimates,818,1982,1816.608
estimates,818,1983,1858.377
estimates,818,1984,1897.145
estimates,818,1985,1929.304
estimates,818,1986,1951.114
estimates,818,1987,1960.913
estimates,818,1988,1958.326
estimates,818,1989,1943.975
estimates,818,1990,1919.202
estimates,818,1991,1886.294
estimates,818,1992,1849.481
estimates,818,1993,1813.125
estimates,818,1994,1780.542
estimates,818,1995,1755.207
estimates,818,1996,1739.718
estimates,818,1997,1734.195
estimates,818,1998,1738.255
estimates,818,1999,1751.773
estimates,818,2000,1772.76
estimates,818,2001,1798.131
estimates,818,2002,1825.355
estimates,818,2003,1853.309
estimates,818,2004,1882.637
estimates,818,2005,1918.071
estimates,818,2006,1966.198
estimates,818,2007,2030.41
estimates,818,2008,2110.474
estimates,818,2009,2202.603
estimates,818,2010,2298.594
estimates,818,2011,2387.928
estimates,818,2012,2461.231
estimates,818,2013,2512.079
estimates,818,2014,2538.271
estimates,818,2015,2540.696
medium_variant,818,2015,2540.696
medium_variant,818,2016,2523.76
medium_variant,818,2017,2496.408
medium_variant,818,2018,2466.596
medium_variant,818,2019,2438.431
medium_variant,818,2020,2414.673
medium_variant,818,2021,2396.151
medium_variant,818,2022,2381.364
medium_variant,818,2023,2369.45
medium_variant,818,2024,2361.283
medium_variant,818,2025,2357.93
medium_variant,818,2026,2360.263
medium_variant,818,2027,2368.23
medium_variant,818,2028,2381.467
medium_variant,818,2029,2399.566
medium_variant,818,2030,2422.211
medium_variant,818,2031,2448.983
medium_variant,818,2032,2478.695
medium_variant,818,2033,2509.837
medium_variant,818,2034,2540.941
medium_variant,818,2035,2570.407
medium_variant,818,2036,2596.876
medium_variant,818,2037,2619.674
medium_variant,818,2038,2638.266
medium_variant,818,2039,2652.131
medium_variant,818,2040,2660.989
medium_variant,818,2041,2664.985
medium_variant,818,2042,2665.07
medium_variant,818,2043,2662.212
medium_variant,818,2044,2657.006
medium_variant,818,2045,2649.914
medium_variant,818,2046,2641.245
medium_variant,818,2047,2631.282
medium_variant,818,2048,2620.45
medium_variant,818,2049,2609.311
medium_variant,818,2050,2598.365
medium_variant,818,2051,2587.961
medium_variant,818,2052,2578.228
medium_variant,818,2053,2569.331
medium_variant,818,2054,2561.526
medium_variant,818,2055,2555.112
medium_variant,818,2056,2550.296
medium_variant,818,2057,2546.927
medium_variant,818,2058,2544.753
medium_variant,818,2059,2543.541
medium_variant,818,2060,2543.01
medium_variant,818,2061,2542.851
medium_variant,818,2062,2542.686
medium_variant,818,2063,2542.132
medium_variant,818,2064,2540.862
medium_variant,818,2065,2538.604
medium_variant,818,2066,2535.211
medium_variant,818,2067,2530.746
medium_variant,818,2068,2525.267
medium_variant,818,2069,2518.738
medium_variant,818,2070,2511.107
medium_variant,818,2071,2502.348
medium_variant,818,2072,2492.576
medium_variant,818,2073,2481.961
medium_variant,818,2074,2470.665
medium_variant,818,2075,2458.851
medium_variant,818,2076,2446.659
medium_variant,818,2077,2434.242
medium_variant,818,2078,2421.769
medium_variant,818,2079,2409.417
medium_variant,818,2080,2397.331
medium_variant,818,2081,2385.593
medium_variant,818,2082,2374.196
medium_variant,818,2083,2363.142
medium_variant,818,2084,2352.48
medium_variant,818,2085,2342.267
medium_variant,818,2086,2332.539
medium_variant,818,2087,2323.251
medium_variant,818,2088,2314.337
medium_variant,818,2089,2305.732
medium_variant,818,2090,2297.354
medium_variant,818,2091,2289.117
medium_variant,818,2092,2280.942
medium_variant,818,2093,2272.763
medium_variant,818,2094,2264.527
medium_variant,818,2095,2256.202
medium_variant,818,2096,2247.769
medium_variant,818,2097,2239.219
medium_variant,818,2098,2230.551
medium_variant,818,2099,2221.763
