variant,country,year,noofbirth
estimates,604,1950,376.33
estimates,604,1951,380.604
estimates,604,1952,389.411
estimates,604,1953,398.732
estimates,604,1954,408.569
estimates,604,1955,418.915
estimates,604,1956,429.755
estimates,604,1957,441.046
estimates,604,1958,452.717
estimates,604,1959,464.655
estimates,604,1960,476.71
estimates,604,1961,488.704
estimates,604,1962,500.429
estimates,604,1963,511.672
estimates,604,1964,522.249
estimates,604,1965,531.886
estimates,604,1966,540.339
estimates,604,1967,547.655
estimates,604,1968,554.01
estimates,604,1969,559.621
estimates,604,1970,565.01
estimates,604,1971,570.814
estimates,604,1972,577.42
estimates,604,1973,584.961
estimates,604,1974,593.309
estimates,604,1975,601.898
estimates,604,1976,609.909
estimates,604,1977,616.621
estimates,604,1978,621.626
estimates,604,1979,624.932
estimates,604,1980,626.981
estimates,604,1981,628.524
estimates,604,1982,630.389
estimates,604,1983,633.132
estimates,604,1984,636.87
estimates,604,1985,641.479
estimates,604,1986,646.585
estimates,604,1987,651.507
estimates,604,1988,655.648
estimates,604,1989,658.699
estimates,604,1990,660.357
estimates,604,1991,660.446
estimates,604,1992,659.13
estimates,604,1993,656.637
estimates,604,1994,653.134
estimates,604,1995,648.828
estimates,604,1996,643.956
estimates,604,1997,638.811
estimates,604,1998,633.691
estimates,604,1999,628.843
estimates,604,2000,624.433
estimates,604,2001,620.521
estimates,604,2002,617.06
estimates,604,2003,614.044
estimates,604,2004,611.569
estimates,604,2005,609.857
estimates,604,2006,609.15
estimates,604,2007,609.455
estimates,604,2008,610.632
estimates,604,2009,612.45
estimates,604,2010,614.515
estimates,604,2011,616.36
estimates,604,2012,617.574
estimates,604,2013,617.854
estimates,604,2014,617.048
estimates,604,2015,615.134
medium_variant,604,2015,615.134
medium_variant,604,2016,612.252
medium_variant,604,2017,608.756
medium_variant,604,2018,604.962
medium_variant,604,2019,601.021
medium_variant,604,2020,597.033
medium_variant,604,2021,593.036
medium_variant,604,2022,588.995
medium_variant,604,2023,584.903
medium_variant,604,2024,580.813
medium_variant,604,2025,576.772
medium_variant,604,2026,572.809
medium_variant,604,2027,568.934
medium_variant,604,2028,565.16
medium_variant,604,2029,561.51
medium_variant,604,2030,558.005
medium_variant,604,2031,554.658
medium_variant,604,2032,551.457
medium_variant,604,2033,548.385
medium_variant,604,2034,545.431
medium_variant,604,2035,542.591
medium_variant,604,2036,539.862
medium_variant,604,2037,537.224
medium_variant,604,2038,534.644
medium_variant,604,2039,532.088
medium_variant,604,2040,529.516
medium_variant,604,2041,526.893
medium_variant,604,2042,524.196
medium_variant,604,2043,521.402
medium_variant,604,2044,518.491
medium_variant,604,2045,515.44
medium_variant,604,2046,512.24
medium_variant,604,2047,508.909
medium_variant,604,2048,505.473
medium_variant,604,2049,501.951
medium_variant,604,2050,498.365
medium_variant,604,2051,494.733
medium_variant,604,2052,491.084
medium_variant,604,2053,487.444
medium_variant,604,2054,483.843
medium_variant,604,2055,480.305
medium_variant,604,2056,476.845
medium_variant,604,2057,473.464
medium_variant,604,2058,470.166
medium_variant,604,2059,466.957
medium_variant,604,2060,463.848
medium_variant,604,2061,460.841
medium_variant,604,2062,457.928
medium_variant,604,2063,455.1
medium_variant,604,2064,452.351
medium_variant,604,2065,449.676
medium_variant,604,2066,447.071
medium_variant,604,2067,444.528
medium_variant,604,2068,442.037
medium_variant,604,2069,439.587
medium_variant,604,2070,437.169
medium_variant,604,2071,434.777
medium_variant,604,2072,432.407
medium_variant,604,2073,430.053
medium_variant,604,2074,427.707
medium_variant,604,2075,425.359
medium_variant,604,2076,423.003
medium_variant,604,2077,420.639
medium_variant,604,2078,418.266
medium_variant,604,2079,415.883
medium_variant,604,2080,413.486
medium_variant,604,2081,411.075
medium_variant,604,2082,408.653
medium_variant,604,2083,406.23
medium_variant,604,2084,403.814
medium_variant,604,2085,401.415
medium_variant,604,2086,399.046
medium_variant,604,2087,396.714
medium_variant,604,2088,394.427
medium_variant,604,2089,392.189
medium_variant,604,2090,390.003
medium_variant,604,2091,387.865
medium_variant,604,2092,385.772
medium_variant,604,2093,383.72
medium_variant,604,2094,381.705
medium_variant,604,2095,379.724
medium_variant,604,2096,377.777
medium_variant,604,2097,375.862
medium_variant,604,2098,373.98
medium_variant,604,2099,372.13
