variant,country,year,noofbirth
estimates,703,1950,99.442
estimates,703,1951,99.354
estimates,703,1952,99.101
estimates,703,1953,98.691
estimates,703,1954,98.126
estimates,703,1955,97.402
estimates,703,1956,96.514
estimates,703,1957,95.464
estimates,703,1958,94.253
estimates,703,1959,92.871
estimates,703,1960,91.324
estimates,703,1961,89.63
estimates,703,1962,87.834
estimates,703,1963,86.019
estimates,703,1964,84.304
estimates,703,1965,82.873
estimates,703,1966,81.918
estimates,703,1967,81.543
estimates,703,1968,81.79
estimates,703,1969,82.654
estimates,703,1970,84.109
estimates,703,1971,86.087
estimates,703,1972,88.387
estimates,703,1973,90.784
estimates,703,1974,93.089
estimates,703,1975,95.083
estimates,703,1976,96.575
estimates,703,1977,97.5
estimates,703,1978,97.833
estimates,703,1979,97.563
estimates,703,1980,96.744
estimates,703,1981,95.496
estimates,703,1982,93.995
estimates,703,1983,92.391
estimates,703,1984,90.756
estimates,703,1985,89.134
estimates,703,1986,87.526
estimates,703,1987,85.864
estimates,703,1988,84.087
estimates,703,1989,82.175
estimates,703,1990,80.058
estimates,703,1991,77.652
estimates,703,1992,74.948
estimates,703,1993,71.991
estimates,703,1994,68.863
estimates,703,1995,65.683
estimates,703,1996,62.587
estimates,703,1997,59.721
estimates,703,1998,57.215
estimates,703,1999,55.164
estimates,703,2000,53.666
estimates,703,2001,52.779
estimates,703,2002,52.434
estimates,703,2003,52.531
estimates,703,2004,52.988
estimates,703,2005,53.69
estimates,703,2006,54.513
estimates,703,2007,55.34
estimates,703,2008,56.069
estimates,703,2009,56.63
estimates,703,2010,56.987
estimates,703,2011,57.153
estimates,703,2012,57.199
estimates,703,2013,57.18
estimates,703,2014,57.103
estimates,703,2015,56.97
medium_variant,703,2015,56.97
medium_variant,703,2016,56.776
medium_variant,703,2017,56.51
medium_variant,703,2018,56.167
medium_variant,703,2019,55.747
medium_variant,703,2020,55.244
medium_variant,703,2021,54.654
medium_variant,703,2022,53.982
medium_variant,703,2023,53.242
medium_variant,703,2024,52.45
medium_variant,703,2025,51.618
medium_variant,703,2026,50.756
medium_variant,703,2027,49.884
medium_variant,703,2028,49.023
medium_variant,703,2029,48.201
medium_variant,703,2030,47.445
medium_variant,703,2031,46.777
medium_variant,703,2032,46.208
medium_variant,703,2033,45.741
medium_variant,703,2034,45.385
medium_variant,703,2035,45.144
medium_variant,703,2036,45.021
medium_variant,703,2037,44.996
medium_variant,703,2038,45.046
medium_variant,703,2039,45.153
medium_variant,703,2040,45.297
medium_variant,703,2041,45.461
medium_variant,703,2042,45.631
medium_variant,703,2043,45.789
medium_variant,703,2044,45.917
medium_variant,703,2045,45.999
medium_variant,703,2046,46.027
medium_variant,703,2047,46.004
medium_variant,703,2048,45.931
medium_variant,703,2049,45.807
medium_variant,703,2050,45.629
medium_variant,703,2051,45.395
medium_variant,703,2052,45.114
medium_variant,703,2053,44.792
medium_variant,703,2054,44.438
medium_variant,703,2055,44.055
medium_variant,703,2056,43.648
medium_variant,703,2057,43.223
medium_variant,703,2058,42.788
medium_variant,703,2059,42.354
medium_variant,703,2060,41.93
medium_variant,703,2061,41.523
medium_variant,703,2062,41.139
medium_variant,703,2063,40.782
medium_variant,703,2064,40.46
medium_variant,703,2065,40.178
medium_variant,703,2066,39.942
medium_variant,703,2067,39.75
medium_variant,703,2068,39.598
medium_variant,703,2069,39.483
medium_variant,703,2070,39.402
medium_variant,703,2071,39.352
medium_variant,703,2072,39.327
medium_variant,703,2073,39.318
medium_variant,703,2074,39.316
medium_variant,703,2075,39.316
medium_variant,703,2076,39.313
medium_variant,703,2077,39.302
medium_variant,703,2078,39.281
medium_variant,703,2079,39.243
medium_variant,703,2080,39.182
medium_variant,703,2081,39.092
medium_variant,703,2082,38.975
medium_variant,703,2083,38.83
medium_variant,703,2084,38.659
medium_variant,703,2085,38.463
medium_variant,703,2086,38.244
medium_variant,703,2087,38.006
medium_variant,703,2088,37.757
medium_variant,703,2089,37.5
medium_variant,703,2090,37.242
medium_variant,703,2091,36.985
medium_variant,703,2092,36.733
medium_variant,703,2093,36.487
medium_variant,703,2094,36.249
medium_variant,703,2095,36.019
medium_variant,703,2096,35.799
medium_variant,703,2097,35.589
medium_variant,703,2098,35.387
medium_variant,703,2099,35.195
