variant,country,year,noofbirth
estimates,231,1950,925.222
estimates,231,1951,926.998
estimates,231,1952,931.907
estimates,231,1953,939.532
estimates,231,1954,949.873
estimates,231,1955,962.907
estimates,231,1956,978.554
estimates,231,1957,996.704
estimates,231,1958,1017.15
estimates,231,1959,1039.525
estimates,231,1960,1063.416
estimates,231,1961,1088.406
estimates,231,1962,1114.123
estimates,231,1963,1140.38
estimates,231,1964,1167.258
estimates,231,1965,1195.417
estimates,231,1966,1225.811
estimates,231,1967,1259.066
estimates,231,1968,1295.325
estimates,231,1969,1334.208
estimates,231,1970,1374.618
estimates,231,1971,1415.072
estimates,231,1972,1454.345
estimates,231,1973,1491.734
estimates,231,1974,1527.214
estimates,231,1975,1561.334
estimates,231,1976,1595.143
estimates,231,1977,1630.112
estimates,231,1978,1667.442
estimates,231,1979,1707.691
estimates,231,1980,1751.109
estimates,231,1981,1797.546
estimates,231,1982,1846.347
estimates,231,1983,1896.974
estimates,231,1984,1949.279
estimates,231,1985,2003.161
estimates,231,1986,2058.585
estimates,231,1987,2115.617
estimates,231,1988,2174.308
estimates,231,1989,2234.652
estimates,231,1990,2297.474
estimates,231,1991,2363.861
estimates,231,1992,2433.775
estimates,231,1993,2506.283
estimates,231,1994,2579.809
estimates,231,1995,2651.967
estimates,231,1996,2720.083
estimates,231,1997,2781.894
estimates,231,1998,2835.649
estimates,231,1999,2880.339
estimates,231,2000,2914.94
estimates,231,2001,2939.129
estimates,231,2002,2954.878
estimates,231,2003,2964.73
estimates,231,2004,2970.859
estimates,231,2005,2976.251
estimates,231,2006,2983.918
estimates,231,2007,2995.733
estimates,231,2008,3012.903
estimates,231,2009,3036.015
estimates,231,2010,3064.747
estimates,231,2011,3097.772
estimates,231,2012,3132.542
estimates,231,2013,3166.831
estimates,231,2014,3199.532
estimates,231,2015,3229.95
medium_variant,231,2015,3229.95
medium_variant,231,2016,3257.962
medium_variant,231,2017,3284.111
medium_variant,231,2018,3308.742
medium_variant,231,2019,3331.676
medium_variant,231,2020,3352.657
medium_variant,231,2021,3371.447
medium_variant,231,2022,3387.999
medium_variant,231,2023,3402.355
medium_variant,231,2024,3414.599
medium_variant,231,2025,3424.907
medium_variant,231,2026,3433.525
medium_variant,231,2027,3440.748
medium_variant,231,2028,3446.835
medium_variant,231,2029,3451.943
medium_variant,231,2030,3456.077
medium_variant,231,2031,3459.124
medium_variant,231,2032,3460.96
medium_variant,231,2033,3461.58
medium_variant,231,2034,3461.128
medium_variant,231,2035,3459.863
medium_variant,231,2036,3458.082
medium_variant,231,2037,3456.015
medium_variant,231,2038,3453.807
medium_variant,231,2039,3451.504
medium_variant,231,2040,3449.054
medium_variant,231,2041,3446.304
medium_variant,231,2042,3442.991
medium_variant,231,2043,3438.888
medium_variant,231,2044,3433.888
medium_variant,231,2045,3427.918
medium_variant,231,2046,3420.963
medium_variant,231,2047,3413.099
medium_variant,231,2048,3404.399
medium_variant,231,2049,3394.886
medium_variant,231,2050,3384.554
medium_variant,231,2051,3373.387
medium_variant,231,2052,3361.417
medium_variant,231,2053,3348.707
medium_variant,231,2054,3335.344
medium_variant,231,2055,3321.42
medium_variant,231,2056,3307.023
medium_variant,231,2057,3292.232
medium_variant,231,2058,3277.128
medium_variant,231,2059,3261.788
medium_variant,231,2060,3246.231
medium_variant,231,2061,3230.433
medium_variant,231,2062,3214.367
medium_variant,231,2063,3198.049
medium_variant,231,2064,3181.55
medium_variant,231,2065,3164.973
medium_variant,231,2066,3148.427
medium_variant,231,2067,3131.993
medium_variant,231,2068,3115.724
medium_variant,231,2069,3099.65
medium_variant,231,2070,3083.744
medium_variant,231,2071,3067.937
medium_variant,231,2072,3052.142
medium_variant,231,2073,3036.305
medium_variant,231,2074,3020.43
medium_variant,231,2075,3004.568
medium_variant,231,2076,2988.8
medium_variant,231,2077,2973.2
medium_variant,231,2078,2957.803
medium_variant,231,2079,2942.6
medium_variant,231,2080,2927.525
medium_variant,231,2081,2912.482
medium_variant,231,2082,2897.381
medium_variant,231,2083,2882.171
medium_variant,231,2084,2866.852
medium_variant,231,2085,2851.471
medium_variant,231,2086,2836.11
medium_variant,231,2087,2820.868
medium_variant,231,2088,2805.816
medium_variant,231,2089,2790.978
medium_variant,231,2090,2776.345
medium_variant,231,2091,2761.883
medium_variant,231,2092,2747.549
medium_variant,231,2093,2733.3
medium_variant,231,2094,2719.094
medium_variant,231,2095,2704.91
medium_variant,231,2096,2690.736
medium_variant,231,2097,2676.563
medium_variant,231,2098,2662.388
medium_variant,231,2099,2648.21
