variant,country,year,noofbirth
estimates,242,1950,12.959
estimates,242,1951,13.381
estimates,242,1952,14.189
estimates,242,1953,14.923
estimates,242,1954,15.583
estimates,242,1955,16.169
estimates,242,1956,16.679
estimates,242,1957,17.114
estimates,242,1958,17.472
estimates,242,1959,17.75
estimates,242,1960,17.947
estimates,242,1961,18.063
estimates,242,1962,18.103
estimates,242,1963,18.08
estimates,242,1964,18.01
estimates,242,1965,17.912
estimates,242,1966,17.804
estimates,242,1967,17.705
estimates,242,1968,17.637
estimates,242,1969,17.618
estimates,242,1970,17.673
estimates,242,1971,17.819
estimates,242,1972,18.053
estimates,242,1973,18.365
estimates,242,1974,18.747
estimates,242,1975,19.19
estimates,242,1976,19.683
estimates,242,1977,20.2
estimates,242,1978,20.712
estimates,242,1979,21.191
estimates,242,1980,21.599
estimates,242,1981,21.901
estimates,242,1982,22.089
estimates,242,1983,22.164
estimates,242,1984,22.132
estimates,242,1985,22.017
estimates,242,1986,21.851
estimates,242,1987,21.676
estimates,242,1988,21.519
estimates,242,1989,21.394
estimates,242,1990,21.303
estimates,242,1991,21.232
estimates,242,1992,21.158
estimates,242,1993,21.062
estimates,242,1994,20.941
estimates,242,1995,20.796
estimates,242,1996,20.631
estimates,242,1997,20.458
estimates,242,1998,20.284
estimates,242,1999,20.115
estimates,242,2000,19.953
estimates,242,2001,19.799
estimates,242,2002,19.65
estimates,242,2003,19.504
estimates,242,2004,19.36
estimates,242,2005,19.218
estimates,242,2006,19.079
estimates,242,2007,18.94
estimates,242,2008,18.799
estimates,242,2009,18.656
estimates,242,2010,18.508
estimates,242,2011,18.35
estimates,242,2012,18.182
estimates,242,2013,18.004
estimates,242,2014,17.819
estimates,242,2015,17.628
medium_variant,242,2015,17.628
medium_variant,242,2016,17.436
medium_variant,242,2017,17.246
medium_variant,242,2018,17.063
medium_variant,242,2019,16.89
medium_variant,242,2020,16.73
medium_variant,242,2021,16.585
medium_variant,242,2022,16.454
medium_variant,242,2023,16.336
medium_variant,242,2024,16.231
medium_variant,242,2025,16.137
medium_variant,242,2026,16.053
medium_variant,242,2027,15.978
medium_variant,242,2028,15.908
medium_variant,242,2029,15.841
medium_variant,242,2030,15.773
medium_variant,242,2031,15.701
medium_variant,242,2032,15.626
medium_variant,242,2033,15.544
medium_variant,242,2034,15.456
medium_variant,242,2035,15.359
medium_variant,242,2036,15.255
medium_variant,242,2037,15.144
medium_variant,242,2038,15.028
medium_variant,242,2039,14.908
medium_variant,242,2040,14.784
medium_variant,242,2041,14.656
medium_variant,242,2042,14.526
medium_variant,242,2043,14.392
medium_variant,242,2044,14.257
medium_variant,242,2045,14.121
medium_variant,242,2046,13.983
medium_variant,242,2047,13.844
medium_variant,242,2048,13.705
medium_variant,242,2049,13.565
medium_variant,242,2050,13.425
medium_variant,242,2051,13.287
medium_variant,242,2052,13.149
medium_variant,242,2053,13.013
medium_variant,242,2054,12.879
medium_variant,242,2055,12.748
medium_variant,242,2056,12.619
medium_variant,242,2057,12.493
medium_variant,242,2058,12.37
medium_variant,242,2059,12.249
medium_variant,242,2060,12.131
medium_variant,242,2061,12.017
medium_variant,242,2062,11.906
medium_variant,242,2063,11.799
medium_variant,242,2064,11.695
medium_variant,242,2065,11.594
medium_variant,242,2066,11.495
medium_variant,242,2067,11.398
medium_variant,242,2068,11.301
medium_variant,242,2069,11.206
medium_variant,242,2070,11.11
medium_variant,242,2071,11.013
medium_variant,242,2072,10.915
medium_variant,242,2073,10.816
medium_variant,242,2074,10.717
medium_variant,242,2075,10.617
medium_variant,242,2076,10.517
medium_variant,242,2077,10.417
medium_variant,242,2078,10.318
medium_variant,242,2079,10.22
medium_variant,242,2080,10.123
medium_variant,242,2081,10.027
medium_variant,242,2082,9.931
medium_variant,242,2083,9.837
medium_variant,242,2084,9.743
medium_variant,242,2085,9.65
medium_variant,242,2086,9.559
medium_variant,242,2087,9.469
medium_variant,242,2088,9.382
medium_variant,242,2089,9.296
medium_variant,242,2090,9.212
medium_variant,242,2091,9.131
medium_variant,242,2092,9.051
medium_variant,242,2093,8.974
medium_variant,242,2094,8.898
medium_variant,242,2095,8.824
medium_variant,242,2096,8.752
medium_variant,242,2097,8.681
medium_variant,242,2098,8.612
medium_variant,242,2099,8.545
