variant,continent,year,gender,potentialsupport1664_65
estimates,905,1950,male,8.426
estimates,905,1951,male,8.219
estimates,905,1952,male,8.043
estimates,905,1953,male,7.891
estimates,905,1954,male,7.76
estimates,905,1955,male,7.647
estimates,905,1956,male,7.53
estimates,905,1957,male,7.445
estimates,905,1958,male,7.389
estimates,905,1959,male,7.366
estimates,905,1960,male,7.378
estimates,905,1961,male,7.341
estimates,905,1962,male,7.344
estimates,905,1963,male,7.371
estimates,905,1964,male,7.404
estimates,905,1965,male,7.438
estimates,905,1966,male,7.409
estimates,905,1967,male,7.387
estimates,905,1968,male,7.373
estimates,905,1969,male,7.375
estimates,905,1970,male,7.397
estimates,905,1971,male,7.385
estimates,905,1972,male,7.394
estimates,905,1973,male,7.416
estimates,905,1974,male,7.443
estimates,905,1975,male,7.473
estimates,905,1976,male,7.382
estimates,905,1977,male,7.295
estimates,905,1978,male,7.206
estimates,905,1979,male,7.116
estimates,905,1980,male,7.031
estimates,905,1981,male,6.976
estimates,905,1982,male,6.935
estimates,905,1983,male,6.899
estimates,905,1984,male,6.86
estimates,905,1985,male,6.817
estimates,905,1986,male,6.73
estimates,905,1987,male,6.651
estimates,905,1988,male,6.581
estimates,905,1989,male,6.524
estimates,905,1990,male,6.48
estimates,905,1991,male,6.421
estimates,905,1992,male,6.377
estimates,905,1993,male,6.35
estimates,905,1994,male,6.342
estimates,905,1995,male,6.353
estimates,905,1996,male,6.355
estimates,905,1997,male,6.375
estimates,905,1998,male,6.408
estimates,905,1999,male,6.443
estimates,905,2000,male,6.475
estimates,905,2001,male,6.461
estimates,905,2002,male,6.444
estimates,905,2003,male,6.423
estimates,905,2004,male,6.399
estimates,905,2005,male,6.371
estimates,905,2006,male,6.301
estimates,905,2007,male,6.23
estimates,905,2008,male,6.149
estimates,905,2009,male,6.045
estimates,905,2010,male,5.915
estimates,905,2011,male,5.758
estimates,905,2012,male,5.589
estimates,905,2013,male,5.413
estimates,905,2014,male,5.239
estimates,905,2015,male,5.072
medium_variant,905,2015,male,5.072
medium_variant,905,2016,male,4.904
medium_variant,905,2017,male,4.747
medium_variant,905,2018,male,4.597
medium_variant,905,2019,male,4.45
medium_variant,905,2020,male,4.306
medium_variant,905,2021,male,4.166
medium_variant,905,2022,male,4.033
medium_variant,905,2023,male,3.907
medium_variant,905,2024,male,3.788
medium_variant,905,2025,male,3.675
medium_variant,905,2026,male,3.572
medium_variant,905,2027,male,3.476
medium_variant,905,2028,male,3.388
medium_variant,905,2029,male,3.31
medium_variant,905,2030,male,3.242
medium_variant,905,2031,male,3.188
medium_variant,905,2032,male,3.144
medium_variant,905,2033,male,3.107
medium_variant,905,2034,male,3.076
medium_variant,905,2035,male,3.048
medium_variant,905,2036,male,3.03
medium_variant,905,2037,male,3.016
medium_variant,905,2038,male,3.004
medium_variant,905,2039,male,2.994
medium_variant,905,2040,male,2.984
medium_variant,905,2041,male,2.979
medium_variant,905,2042,male,2.974
