variant,continent,year,gender,potentialsupport1664_65
estimates,909,1950,male,9.286
estimates,909,1951,male,9.194
estimates,909,1952,male,9.132
estimates,909,1953,male,9.11
estimates,909,1954,male,9.134
estimates,909,1955,male,9.208
estimates,909,1956,male,9.151
estimates,909,1957,male,9.149
estimates,909,1958,male,9.192
estimates,909,1959,male,9.272
estimates,909,1960,male,9.38
estimates,909,1961,male,9.427
estimates,909,1962,male,9.507
estimates,909,1963,male,9.612
estimates,909,1964,male,9.733
estimates,909,1965,male,9.864
estimates,909,1966,male,9.912
estimates,909,1967,male,9.971
estimates,909,1968,male,10.032
estimates,909,1969,male,10.095
estimates,909,1970,male,10.166
estimates,909,1971,male,10.073
estimates,909,1972,male,10.006
estimates,909,1973,male,9.952
estimates,909,1974,male,9.899
estimates,909,1975,male,9.845
estimates,909,1976,male,9.678
estimates,909,1977,male,9.523
estimates,909,1978,male,9.387
estimates,909,1979,male,9.281
estimates,909,1980,male,9.209
estimates,909,1981,male,9.12
estimates,909,1982,male,9.067
estimates,909,1983,male,9.029
estimates,909,1984,male,8.981
estimates,909,1985,male,8.912
estimates,909,1986,male,8.783
estimates,909,1987,male,8.653
estimates,909,1988,male,8.526
estimates,909,1989,male,8.405
estimates,909,1990,male,8.293
estimates,909,1991,male,8.14
estimates,909,1992,male,8
estimates,909,1993,male,7.877
estimates,909,1994,male,7.781
estimates,909,1995,male,7.712
estimates,909,1996,male,7.622
estimates,909,1997,male,7.555
estimates,909,1998,male,7.503
estimates,909,1999,male,7.454
estimates,909,2000,male,7.4
estimates,909,2001,male,7.335
estimates,909,2002,male,7.269
estimates,909,2003,male,7.201
estimates,909,2004,male,7.132
estimates,909,2005,male,7.06
estimates,909,2006,male,7.001
estimates,909,2007,male,6.942
estimates,909,2008,male,6.872
estimates,909,2009,male,6.777
estimates,909,2010,male,6.654
estimates,909,2011,male,6.486
estimates,909,2012,male,6.309
estimates,909,2013,male,6.136
estimates,909,2014,male,5.978
estimates,909,2015,male,5.837
medium_variant,909,2015,male,5.837
medium_variant,909,2016,male,5.705
medium_variant,909,2017,male,5.587
medium_variant,909,2018,male,5.479
medium_variant,909,2019,male,5.374
medium_variant,909,2020,male,5.271
medium_variant,909,2021,male,5.165
medium_variant,909,2022,male,5.065
medium_variant,909,2023,male,4.968
medium_variant,909,2024,male,4.873
medium_variant,909,2025,male,4.777
medium_variant,909,2026,male,4.687
medium_variant,909,2027,male,4.598
medium_variant,909,2028,male,4.515
medium_variant,909,2029,male,4.438
medium_variant,909,2030,male,4.371
medium_variant,909,2031,male,4.319
medium_variant,909,2032,male,4.276
medium_variant,909,2033,male,4.238
medium_variant,909,2034,male,4.199
medium_variant,909,2035,male,4.156
medium_variant,909,2036,male,4.118
medium_variant,909,2037,male,4.077
medium_variant,909,2038,male,4.037
medium_variant,909,2039,male,4.001
medium_variant,909,2040,male,3.97
medium_variant,909,2041,male,3.95
medium_variant,909,2042,male,3.937
medium_variant,909,2043,male,3.927
medium_variant,909,2044,male,3.912
medium_variant,909,2045,male,3.887
medium_variant,909,2046,male,3.861
medium_variant,909,2047,male,3.829
medium_variant,909,2048,male,3.794
medium_variant,909,2049,male,3.756
medium_variant,909,2050,male,3.716
medium_variant,909,2051,male,3.681
medium_variant,909,2052,male,3.647
medium_variant,909,2053,male,3.612
medium_variant,909,2054,male,3.577
medium_variant,909,2055,male,3.539
medium_variant,909,2056,male,3.503
medium_variant,909,2057,male,3.469
medium_variant,909,2058,male,3.435
medium_variant,909,2059,male,3.402
medium_variant,909,2060,male,3.371
medium_variant,909,2061,male,3.347
medium_variant,909,2062,male,3.326
medium_variant,909,2063,male,3.306
medium_variant,909,2064,male,3.286
medium_variant,909,2065,male,3.265
medium_variant,909,2066,male,3.249
medium_variant,909,2067,male,3.234
medium_variant,909,2068,male,3.219
medium_variant,909,2069,male,3.2
medium_variant,909,2070,male,3.175
medium_variant,909,2071,male,3.154
medium_variant,909,2072,male,3.13
medium_variant,909,2073,male,3.103
medium_variant,909,2074,male,3.074
medium_variant,909,2075,male,3.043
medium_variant,909,2076,male,3.02
medium_variant,909,2077,male,2.997
medium_variant,909,2078,male,2.973
medium_variant,909,2079,male,2.948
medium_variant,909,2080,male,2.92
medium_variant,909,2081,male,2.896
medium_variant,909,2082,male,2.872
medium_variant,909,2083,male,2.847
medium_variant,909,2084,male,2.821
medium_variant,909,2085,male,2.793
medium_variant,909,2086,male,2.77
medium_variant,909,2087,male,2.749
medium_variant,909,2088,male,2.727
medium_variant,909,2089,male,2.704
medium_variant,909,2090,male,2.679
medium_variant,909,2091,male,2.66
medium_variant,909,2092,male,2.641
medium_variant,909,2093,male,2.622
medium_variant,909,2094,male,2.601
medium_variant,909,2095,male,2.577
medium_variant,909,2096,male,2.56
medium_variant,909,2097,male,2.544
medium_variant,909,2098,male,2.526
medium_variant,909,2099,male,2.507
medium_variant,909,2100,male,2.484
estimates,909,1950,female,7.838
estimates,909,1951,female,7.689
estimates,909,1952,female,7.553
estimates,909,1953,female,7.432
estimates,909,1954,female,7.327
estimates,909,1955,female,7.238
estimates,909,1956,female,7.14
estimates,909,1957,female,7.061
estimates,909,1958,female,7
estimates,909,1959,female,6.955
estimates,909,1960,female,6.924
estimates,909,1961,female,6.894
estimates,909,1962,female,6.879
estimates,909,1963,female,6.877
estimates,909,1964,female,6.883
estimates,909,1965,female,6.896
estimates,909,1966,female,6.957
