variant,continent,year,gender,potentialsupport1664_65
estimates,904,1950,male,17.081
estimates,904,1951,male,16.969
estimates,904,1952,male,16.89
estimates,904,1953,male,16.841
estimates,904,1954,male,16.822
estimates,904,1955,male,16.83
estimates,904,1956,male,16.596
estimates,904,1957,male,16.411
estimates,904,1958,male,16.262
estimates,904,1959,male,16.134
estimates,904,1960,male,16.019
estimates,904,1961,male,15.766
estimates,904,1962,male,15.55
estimates,904,1963,male,15.372
estimates,904,1964,male,15.236
estimates,904,1965,male,15.139
estimates,904,1966,male,14.962
estimates,904,1967,male,14.835
estimates,904,1968,male,14.747
estimates,904,1969,male,14.686
estimates,904,1970,male,14.644
estimates,904,1971,male,14.529
estimates,904,1972,male,14.453
estimates,904,1973,male,14.407
estimates,904,1974,male,14.386
estimates,904,1975,male,14.384
estimates,904,1976,male,14.288
estimates,904,1977,male,14.221
estimates,904,1978,male,14.184
estimates,904,1979,male,14.182
estimates,904,1980,male,14.213
estimates,904,1981,male,14.194
estimates,904,1982,male,14.213
estimates,904,1983,male,14.253
estimates,904,1984,male,14.294
estimates,904,1985,male,14.326
estimates,904,1986,male,14.253
estimates,904,1987,male,14.191
estimates,904,1988,male,14.136
estimates,904,1989,male,14.084
estimates,904,1990,male,14.031
estimates,904,1991,male,13.881
estimates,904,1992,male,13.746
estimates,904,1993,male,13.63
estimates,904,1994,male,13.539
estimates,904,1995,male,13.472
estimates,904,1996,male,13.293
estimates,904,1997,male,13.141
estimates,904,1998,male,13.006
estimates,904,1999,male,12.875
estimates,904,2000,male,12.741
estimates,904,2001,male,12.554
estimates,904,2002,male,12.373
estimates,904,2003,male,12.199
estimates,904,2004,male,12.031
estimates,904,2005,male,11.87
estimates,904,2006,male,11.694
estimates,904,2007,male,11.527
estimates,904,2008,male,11.361
estimates,904,2009,male,11.192
estimates,904,2010,male,11.015
estimates,904,2011,male,10.808
estimates,904,2012,male,10.603
estimates,904,2013,male,10.392
estimates,904,2014,male,10.168
estimates,904,2015,male,9.927
medium_variant,904,2015,male,9.927
medium_variant,904,2016,male,9.661
medium_variant,904,2017,male,9.391
medium_variant,904,2018,male,9.121
medium_variant,904,2019,male,8.859
medium_variant,904,2020,male,8.604
medium_variant,904,2021,male,8.355
medium_variant,904,2022,male,8.119
medium_variant,904,2023,male,7.889
medium_variant,904,2024,male,7.661
medium_variant,904,2025,male,7.431
medium_variant,904,2026,male,7.207
medium_variant,904,2027,male,6.988
medium_variant,904,2028,male,6.776
medium_variant,904,2029,male,6.572
medium_variant,904,2030,male,6.377
medium_variant,904,2031,male,6.195
medium_variant,904,2032,male,6.023
medium_variant,904,2033,male,5.858
medium_variant,904,2034,male,5.697
medium_variant,904,2035,male,5.538
medium_variant,904,2036,male,5.39
medium_variant,904,2037,male,5.247
medium_variant,904,2038,male,5.107
medium_variant,904,2039,male,4.969
medium_variant,904,2040,male,4.832
medium_variant,904,2041,male,4.704
medium_variant,904,2042,male,4.579
medium_variant,904,2043,male,4.457
medium_variant,904,2044,male,4.336
medium_variant,904,2045,male,4.217
medium_variant,904,2046,male,4.106
medium_variant,904,2047,male,3.997
medium_variant,904,2048,male,3.892
medium_variant,904,2049,male,3.789
medium_variant,904,2050,male,3.689
medium_variant,904,2051,male,3.596
medium_variant,904,2052,male,3.508
medium_variant,904,2053,male,3.422
medium_variant,904,2054,male,3.339
medium_variant,904,2055,male,3.257
medium_variant,904,2056,male,3.184
medium_variant,904,2057,male,3.114
medium_variant,904,2058,male,3.046
medium_variant,904,2059,male,2.98
medium_variant,904,2060,male,2.915
medium_variant,904,2061,male,2.857
medium_variant,904,2062,male,2.801
medium_variant,904,2063,male,2.747
medium_variant,904,2064,male,2.695
medium_variant,904,2065,male,2.643
medium_variant,904,2066,male,2.6
medium_variant,904,2067,male,2.558
medium_variant,904,2068,male,2.519
medium_variant,904,2069,male,2.481
medium_variant,904,2070,male,2.443
medium_variant,904,2071,male,2.412
medium_variant,904,2072,male,2.384
medium_variant,904,2073,male,2.356
medium_variant,904,2074,male,2.328
medium_variant,904,2075,male,2.298
medium_variant,904,2076,male,2.274
medium_variant,904,2077,male,2.249
medium_variant,904,2078,male,2.224
medium_variant,904,2079,male,2.199
medium_variant,904,2080,male,2.172
medium_variant,904,2081,male,2.152
medium_variant,904,2082,male,2.132
medium_variant,904,2083,male,2.112
medium_variant,904,2084,male,2.091
medium_variant,904,2085,male,2.069
medium_variant,904,2086,male,2.053
medium_variant,904,2087,male,2.038
medium_variant,904,2088,male,2.023
medium_variant,904,2089,male,2.006
medium_variant,904,2090,male,1.988
medium_variant,904,2091,male,1.976
medium_variant,904,2092,male,1.965
medium_variant,904,2093,male,1.953
medium_variant,904,2094,male,1.94
medium_variant,904,2095,male,1.925
medium_variant,904,2096,male,1.916
medium_variant,904,2097,male,1.907
medium_variant,904,2098,male,1.898
medium_variant,904,2099,male,1.887
medium_variant,904,2100,male,1.874
estimates,904,1950,female,14.699
estimates,904,1951,female,14.63
estimates,904,1952,female,14.565
estimates,904,1953,female,14.507
estimates,904,1954,female,14.462
estimates,904,1955,female,14.432
estimates,904,1956,female,14.25
estimates,904,1957,female,14.1
estimates,904,1958,female,13.969
estimates,904,1959,female,13.842
estimates,904,1960,female,13.711
estimates,904,1961,female,13.498
estimates,904,1962,female,13.299
estimates,904,1963,female,13.121
estimates,904,1964,female,12.973
estimates,904,1965,female,12.856
estimates,904,1966,female,12.723
estimates,904,1967,female,12.625
estimates,904,1968,female,12.55
