variant,continent,year,gender,potentialsupport1664_65
estimates,935,1950,male,16.757
estimates,935,1951,male,16.635
estimates,935,1952,male,16.607
estimates,935,1953,male,16.687
estimates,935,1954,male,16.886
estimates,935,1955,male,17.207
estimates,935,1956,male,17.096
estimates,935,1957,male,17.109
estimates,935,1958,male,17.236
estimates,935,1959,male,17.467
estimates,935,1960,male,17.799
estimates,935,1961,male,17.565
estimates,935,1962,male,17.435
estimates,935,1963,male,17.409
estimates,935,1964,male,17.49
estimates,935,1965,male,17.682
estimates,935,1966,male,17.345
estimates,935,1967,male,17.112
estimates,935,1968,male,16.959
estimates,935,1969,male,16.858
estimates,935,1970,male,16.789
estimates,935,1971,male,16.505
estimates,935,1972,male,16.274
estimates,935,1973,male,16.089
estimates,935,1974,male,15.942
estimates,935,1975,male,15.827
estimates,935,1976,male,15.563
estimates,935,1977,male,15.346
estimates,935,1978,male,15.174
estimates,935,1979,male,15.043
estimates,935,1980,male,14.947
estimates,935,1981,male,14.758
estimates,935,1982,male,14.617
estimates,935,1983,male,14.515
estimates,935,1984,male,14.447
estimates,935,1985,male,14.404
estimates,935,1986,male,14.266
estimates,935,1987,male,14.165
estimates,935,1988,male,14.081
estimates,935,1989,male,13.99
estimates,935,1990,male,13.879
estimates,935,1991,male,13.661
estimates,935,1992,male,13.448
estimates,935,1993,male,13.246
estimates,935,1994,male,13.061
estimates,935,1995,male,12.893
estimates,935,1996,male,12.662
estimates,935,1997,male,12.465
estimates,935,1998,male,12.297
estimates,935,1999,male,12.154
estimates,935,2000,male,12.033
estimates,935,2001,male,11.849
estimates,935,2002,male,11.695
estimates,935,2003,male,11.566
estimates,935,2004,male,11.462
estimates,935,2005,male,11.376
estimates,935,2006,male,11.254
estimates,935,2007,male,11.15
estimates,935,2008,male,11.053
estimates,935,2009,male,10.951
estimates,935,2010,male,10.835
estimates,935,2011,male,10.664
estimates,935,2012,male,10.496
estimates,935,2013,male,10.314
estimates,935,2014,male,10.098
estimates,935,2015,male,9.841
medium_variant,935,2015,male,9.841
medium_variant,935,2016,male,9.524
medium_variant,935,2017,male,9.194
medium_variant,935,2018,male,8.871
medium_variant,935,2019,male,8.581
medium_variant,935,2020,male,8.328
medium_variant,935,2021,male,8.086
