continent,variant,freq,year,under40mortalityper1000livebirth
935,estimates,5yearly,1950,417.243014828421
935,estimates,5yearly,1955,382.59058835926
935,estimates,5yearly,1960,354.832733275422
935,estimates,5yearly,1965,278.26882746589
935,estimates,5yearly,1970,231.381752337608
935,estimates,5yearly,1975,202.274237048919
935,estimates,5yearly,1980,177.0113719167
935,estimates,5yearly,1985,155.158699792049
935,estimates,5yearly,1990,138.432464377078
935,estimates,5yearly,1995,124.595368911764
935,estimates,5yearly,2000,107.291139791128
935,estimates,5yearly,2005,91.4315417006818
935,estimates,5yearly,2010,78.1245674111857
935,medium_variant,5yearly,2015,69.9201417055562
935,medium_variant,5yearly,2020,62.5744812228057
935,medium_variant,5yearly,2025,56.6813447405801
935,medium_variant,5yearly,2030,51.8868778161474
935,medium_variant,5yearly,2035,47.3005992631906
935,medium_variant,5yearly,2040,43.3813058795156
935,medium_variant,5yearly,2045,39.8754785855495
935,medium_variant,5yearly,2050,36.8190137599105
935,medium_variant,5yearly,2055,34.0767155689614
935,medium_variant,5yearly,2060,31.4565844539186
935,medium_variant,5yearly,2065,28.9993035092463
935,medium_variant,5yearly,2070,26.7432383029027
935,medium_variant,5yearly,2075,24.6015118677616
935,medium_variant,5yearly,2080,22.6035190498156
935,medium_variant,5yearly,2085,20.7888733285431
935,medium_variant,5yearly,2090,19.1231361050671
935,medium_variant,5yearly,2095,17.5642503610434
