continent,variant,freq,year,under40mortalityper1000livebirth
905,estimates,5yearly,1950,80.9865315433778
905,estimates,5yearly,1955,72.2001492244952
905,estimates,5yearly,1960,68.4558792239637
905,estimates,5yearly,1965,67.6011849172605
905,estimates,5yearly,1970,61.864809793577
905,estimates,5yearly,1975,52.785934986515
905,estimates,5yearly,1980,45.8804970062837
905,estimates,5yearly,1985,45.4623594726847
905,estimates,5yearly,1990,43.9814967612165
905,estimates,5yearly,1995,37.2743077545751
905,estimates,5yearly,2000,34.7385419142342
905,estimates,5yearly,2005,33.3082356113263
905,estimates,5yearly,2010,30.9445319619978
905,medium_variant,5yearly,2015,28.7369153698265
905,medium_variant,5yearly,2020,26.6161942100486
905,medium_variant,5yearly,2025,24.6420428508983
905,medium_variant,5yearly,2030,22.762310811809
905,medium_variant,5yearly,2035,20.956264725449
905,medium_variant,5yearly,2040,19.2826000535347
905,medium_variant,5yearly,2045,17.7589737910752
905,medium_variant,5yearly,2050,16.4569713441232
905,medium_variant,5yearly,2055,15.2931161099463
905,medium_variant,5yearly,2060,14.2668768800278
905,medium_variant,5yearly,2065,13.2446021110093
905,medium_variant,5yearly,2070,12.3078890787373
905,medium_variant,5yearly,2075,11.4061598650116
905,medium_variant,5yearly,2080,10.5432108008718
905,medium_variant,5yearly,2085,9.70804851066143
905,medium_variant,5yearly,2090,8.90309194630123
905,medium_variant,5yearly,2095,8.16438679996601
905,estimates,5yearly,Regi,NORTHERN AMERICA
905,medium_variant,5yearly,Regi,NORTHERN AMERICA
