continent,variant,freq,year,birthper1000population
935,estimates,5yearly,1950,41.777
935,estimates,5yearly,1955,39.218
935,estimates,5yearly,1960,39.99
935,estimates,5yearly,1965,38.725
935,estimates,5yearly,1970,34.703
935,estimates,5yearly,1975,29.996
935,estimates,5yearly,1980,28.988
935,estimates,5yearly,1985,28.666
935,estimates,5yearly,1990,24.365
935,estimates,5yearly,1995,21.201
935,estimates,5yearly,2000,19.684
935,estimates,5yearly,2005,18.758
935,estimates,5yearly,2010,17.675
935,constant_fertility,5yearly,2015,17.121
935,constant_mortality,5yearly,2015,16.48
935,high_variant,5yearly,2015,18.307
935,instant_replacement,5yearly,2015,16.918
935,low_variant,5yearly,2015,14.608
935,medium_variant,5yearly,2015,16.468
935,momentum,5yearly,2015,17.071
935,no_change,5yearly,2015,17.134
935,zero_migration,5yearly,2015,16.487
935,constant_fertility,5yearly,2020,16.325
935,constant_mortality,5yearly,2020,15.262
935,high_variant,5yearly,2020,17.847
935,instant_replacement,5yearly,2020,15.835
935,low_variant,5yearly,2020,12.502
935,medium_variant,5yearly,2020,15.218
935,momentum,5yearly,2020,16.131
935,no_change,5yearly,2020,16.372
935,zero_migration,5yearly,2020,15.261
935,constant_fertility,5yearly,2025,15.739
935,constant_mortality,5yearly,2025,14.294
935,high_variant,5yearly,2025,17.154
935,instant_replacement,5yearly,2025,14.958
935,low_variant,5yearly,2025,11.062
935,medium_variant,5yearly,2025,14.203
935,momentum,5yearly,2025,15.378
935,no_change,5yearly,2025,15.84
935,zero_migration,5yearly,2025,14.256
935,constant_fertility,5yearly,2030,15.393
935,constant_mortality,5yearly,2030,13.576
935,high_variant,5yearly,2030,16.082
935,instant_replacement,5yearly,2030,14.28
935,low_variant,5yearly,2030,10.525
935,medium_variant,5yearly,2030,13.426
935,momentum,5yearly,2030,14.811
935,no_change,5yearly,2030,15.562
935,zero_migration,5yearly,2030,13.482
935,constant_fertility,5yearly,2035,15.249
935,constant_mortality,5yearly,2035,13.067
935,high_variant,5yearly,2035,15.519
935,instant_replacement,5yearly,2035,13.789
935,low_variant,5yearly,2035,9.983
935,medium_variant,5yearly,2035,12.856
935,momentum,5yearly,2035,14.428
935,no_change,5yearly,2035,15.487
935,zero_migration,5yearly,2035,12.91
935,constant_fertility,5yearly,2040,15.239
935,constant_mortality,5yearly,2040,12.691
935,high_variant,5yearly,2040,15.429
935,instant_replacement,5yearly,2040,13.516
935,low_variant,5yearly,2040,9.329
935,medium_variant,5yearly,2040,12.421
