continent,variant,freq,year,birthper1000population
904,estimates,5yearly,1950,42.752
904,estimates,5yearly,1955,41.684
904,estimates,5yearly,1960,40.763
904,estimates,5yearly,1965,38.021
904,estimates,5yearly,1970,35.41
904,estimates,5yearly,1975,33.215
904,estimates,5yearly,1980,30.881
904,estimates,5yearly,1985,28.153
904,estimates,5yearly,1990,25.612
904,estimates,5yearly,1995,23.407
904,estimates,5yearly,2000,21.099
904,estimates,5yearly,2005,19.044
904,estimates,5yearly,2010,17.772
904,constant_fertility,5yearly,2015,17.349
904,constant_mortality,5yearly,2015,16.458
904,high_variant,5yearly,2015,18.367
904,instant_replacement,5yearly,2015,16.959
904,low_variant,5yearly,2015,14.504
904,medium_variant,5yearly,2015,16.445
904,momentum,5yearly,2015,17.056
904,no_change,5yearly,2015,17.363
904,zero_migration,5yearly,2015,16.461
904,constant_fertility,5yearly,2020,16.704
904,constant_mortality,5yearly,2020,15.232
904,high_variant,5yearly,2020,17.985
904,instant_replacement,5yearly,2020,16.247
904,low_variant,5yearly,2020,12.286
904,medium_variant,5yearly,2020,15.184
904,momentum,5yearly,2020,16.453
904,no_change,5yearly,2020,16.757
904,zero_migration,5yearly,2020,15.225
904,constant_fertility,5yearly,2025,15.934
904,constant_mortality,5yearly,2025,14.159
904,high_variant,5yearly,2025,17.22
904,instant_replacement,5yearly,2025,15.439
904,low_variant,5yearly,2025,10.69
904,medium_variant,5yearly,2025,14.062
904,momentum,5yearly,2025,15.742
904,no_change,5yearly,2025,16.042
904,zero_migration,5yearly,2025,14.112
904,constant_fertility,5yearly,2030,15.228
904,constant_mortality,5yearly,2030,13.278
904,high_variant,5yearly,2030,16.011
904,instant_replacement,5yearly,2030,14.667
904,low_variant,5yearly,2030,9.985
904,medium_variant,5yearly,2030,13.123
904,momentum,5yearly,2030,15.058
904,no_change,5yearly,2030,15.405
904,zero_migration,5yearly,2030,13.171
904,constant_fertility,5yearly,2035,14.728
904,constant_mortality,5yearly,2035,12.573
904,high_variant,5yearly,2035,15.25
904,instant_replacement,5yearly,2035,14.02
904,low_variant,5yearly,2035,9.265
904,medium_variant,5yearly,2035,12.353
904,momentum,5yearly,2035,14.503
904,no_change,5yearly,2035,14.98
904,zero_migration,5yearly,2035,12.395
904,constant_fertility,5yearly,2040,14.413
904,constant_mortality,5yearly,2040,12.024
904,high_variant,5yearly,2040,14.888
904,instant_replacement,5yearly,2040,13.55
904,low_variant,5yearly,2040,8.514
904,medium_variant,5yearly,2040,11.734
904,momentum,5yearly,2040,14.141
904,no_change,5yearly,2040,14.748
904,zero_migration,5yearly,2040,11.773
904,constant_fertility,5yearly,2045,14.189
904,constant_mortality,5yearly,2045,11.583
904,high_variant,5yearly,2045,14.745
904,instant_replacement,5yearly,2045,13.225
904,low_variant,5yearly,2045,7.753
904,medium_variant,5yearly,2045,11.216
904,momentum,5yearly,2045,13.941
904,no_change,5yearly,2045,14.616
904,zero_migration,5yearly,2045,11.259
904,constant_fertility,5yearly,2050,13.995
904,constant_mortality,5yearly,2050,11.211
904,high_variant,5yearly,2050,14.604
904,instant_replacement,5yearly,2050,12.945
904,low_variant,5yearly,2050,7.061
904,medium_variant,5yearly,2050,10.762
904,momentum,5yearly,2050,13.8
904,no_change,5yearly,2050,14.524
904,zero_migration,5yearly,2050,10.811
904,constant_fertility,5yearly,2055,13.827
904,constant_mortality,5yearly,2055,10.9
904,high_variant,5yearly,2055,14.333
904,instant_replacement,5yearly,2055,12.66
904,low_variant,5yearly,2055,6.532
904,medium_variant,5yearly,2055,10.361
904,momentum,5yearly,2055,13.651
904,no_change,5yearly,2055,14.462
904,zero_migration,5yearly,2055,10.416
904,constant_fertility,5yearly,2060,13.704
904,constant_mortality,5yearly,2060,10.673
904,high_variant,5yearly,2060,14
904,instant_replacement,5yearly,2060,12.389
904,low_variant,5yearly,2060,6.193
904,medium_variant,5yearly,2060,10.039
904,momentum,5yearly,2060,13.51
904,no_change,5yearly,2060,14.446
904,zero_migration,5yearly,2060,10.095
904,constant_fertility,5yearly,2065,13.64
904,constant_mortality,5yearly,2065,10.514
904,high_variant,5yearly,2065,13.724
904,instant_replacement,5yearly,2065,12.169
904,low_variant,5yearly,2065,5.955
904,medium_variant,5yearly,2065,9.783
904,momentum,5yearly,2065,13.412
904,no_change,5yearly,2065,14.487
904,zero_migration,5yearly,2065,9.837
904,constant_fertility,5yearly,2070,13.627
904,constant_mortality,5yearly,2070,10.422
904,high_variant,5yearly,2070,13.599
904,instant_replacement,5yearly,2070,12.017
904,low_variant,5yearly,2070,5.746
904,medium_variant,5yearly,2070,9.594
904,momentum,5yearly,2070,13.379
904,no_change,5yearly,2070,14.573
904,zero_migration,5yearly,2070,9.647
904,constant_fertility,5yearly,2075,13.645
904,constant_mortality,5yearly,2075,10.372
904,high_variant,5yearly,2075,13.58
904,instant_replacement,5yearly,2075,11.918
904,low_variant,5yearly,2075,5.533
904,medium_variant,5yearly,2075,9.45
904,momentum,5yearly,2075,13.397
904,no_change,5yearly,2075,14.682
904,zero_migration,5yearly,2075,9.503
904,constant_fertility,5yearly,2080,13.678
904,constant_mortality,5yearly,2080,10.344
904,high_variant,5yearly,2080,13.571
904,instant_replacement,5yearly,2080,11.838
904,low_variant,5yearly,2080,5.332
904,medium_variant,5yearly,2080,9.331
904,momentum,5yearly,2080,13.427
904,no_change,5yearly,2080,14.796
904,zero_migration,5yearly,2080,9.386
904,constant_fertility,5yearly,2085,13.718
904,constant_mortality,5yearly,2085,10.333
904,high_variant,5yearly,2085,13.508
904,instant_replacement,5yearly,2085,11.749
904,low_variant,5yearly,2085,5.184
904,medium_variant,5yearly,2085,9.234
904,momentum,5yearly,2085,13.435
904,no_change,5yearly,2085,14.907
904,zero_migration,5yearly,2085,9.291
904,constant_fertility,5yearly,2090,13.762
904,constant_mortality,5yearly,2090,10.339
904,high_variant,5yearly,2090,13.393
904,instant_replacement,5yearly,2090,11.647
904,low_variant,5yearly,2090,5.104
904,medium_variant,5yearly,2090,9.157
904,momentum,5yearly,2090,13.418
904,no_change,5yearly,2090,15.016
904,zero_migration,5yearly,2090,9.214
904,constant_fertility,5yearly,2095,13.81
904,constant_mortality,5yearly,2095,10.361
904,high_variant,5yearly,2095,13.27
904,instant_replacement,5yearly,2095,11.545
904,low_variant,5yearly,2095,5.078
904,medium_variant,5yearly,2095,9.099
904,momentum,5yearly,2095,13.395
904,no_change,5yearly,2095,15.126
904,zero_migration,5yearly,2095,9.153
