variant,global,year,gender,potentialsupport2569_70
medium_variant,900,2081,male,3.53
medium_variant,900,2082,male,3.495
medium_variant,900,2083,male,3.463
medium_variant,900,2084,male,3.432
medium_variant,900,2085,male,3.4
medium_variant,900,2086,male,3.366
medium_variant,900,2087,male,3.336
medium_variant,900,2088,male,3.308
medium_variant,900,2089,male,3.281
medium_variant,900,2090,male,3.253
medium_variant,900,2091,male,3.226
medium_variant,900,2092,male,3.201
medium_variant,900,2093,male,3.179
medium_variant,900,2094,male,3.157
medium_variant,900,2095,male,3.133
medium_variant,900,2096,male,3.111
medium_variant,900,2097,male,3.091
medium_variant,900,2098,male,3.072
medium_variant,900,2099,male,3.053
medium_variant,900,2100,male,3.032
estimates,900,1950,female,12.965
estimates,900,1951,female,12.757
estimates,900,1952,female,12.616
estimates,900,1953,female,12.541
estimates,900,1954,female,12.527
estimates,900,1955,female,12.564
estimates,900,1956,female,12.349
estimates,900,1957,female,12.206
estimates,900,1958,female,12.126
estimates,900,1959,female,12.108
estimates,900,1960,female,12.147
estimates,900,1961,female,11.933
estimates,900,1962,female,11.784
estimates,900,1963,female,11.683
estimates,900,1964,female,11.615
estimates,900,1965,female,11.57
estimates,900,1966,female,11.311
estimates,900,1967,female,11.09
estimates,900,1968,female,10.899
estimates,900,1969,female,10.735
estimates,900,1970,female,10.594
estimates,900,1971,female,10.353
estimates,900,1972,female,10.16
estimates,900,1973,female,10.006
estimates,900,1974,female,9.886
estimates,900,1975,female,9.794
estimates,900,1976,female,9.623
estimates,900,1977,female,9.497
estimates,900,1978,female,9.402
estimates,900,1979,female,9.329
estimates,900,1980,female,9.267
estimates,900,1981,female,9.144
estimates,900,1982,female,9.045
estimates,900,1983,female,8.976
estimates,900,1984,female,8.95
estimates,900,1985,female,8.969
estimates,900,1986,female,8.958
estimates,900,1987,female,8.996
estimates,900,1988,female,9.06
estimates,900,1989,female,9.122
estimates,900,1990,female,9.167
estimates,900,1991,female,9.13
estimates,900,1992,female,9.094
estimates,900,1993,female,9.062
estimates,900,1994,female,9.036
estimates,900,1995,female,9.016
estimates,900,1996,female,8.94
estimates,900,1997,female,8.879
estimates,900,1998,female,8.83
estimates,900,1999,female,8.791
estimates,900,2000,female,8.758
estimates,900,2001,female,8.678
estimates,900,2002,female,8.617
estimates,900,2003,female,8.569
estimates,900,2004,female,8.528
estimates,900,2005,female,8.491
estimates,900,2006,female,8.406
estimates,900,2007,female,8.331
estimates,900,2008,female,8.271
estimates,900,2009,female,8.231
estimates,900,2010,female,8.211
estimates,900,2011,female,8.176
estimates,900,2012,female,8.163
estimates,900,2013,female,8.153
estimates,900,2014,female,8.128
estimates,900,2015,female,8.073
medium_variant,900,2015,female,8.073
medium_variant,900,2016,female,7.972
medium_variant,900,2017,female,7.86
medium_variant,900,2018,female,7.733
medium_variant,900,2019,female,7.589
medium_variant,900,2020,female,7.425
medium_variant,900,2021,female,7.229
medium_variant,900,2022,female,7.029
medium_variant,900,2023,female,6.833
medium_variant,900,2024,female,6.648
medium_variant,900,2025,female,6.474
medium_variant,900,2026,female,6.303
medium_variant,900,2027,female,6.15
medium_variant,900,2028,female,6.005
medium_variant,900,2029,female,5.861
medium_variant,900,2030,female,5.714
medium_variant,900,2031,female,5.567
medium_variant,900,2032,female,5.427
medium_variant,900,2033,female,5.292
medium_variant,900,2034,female,5.161
medium_variant,900,2035,female,5.033
medium_variant,900,2036,female,4.912
medium_variant,900,2037,female,4.799
medium_variant,900,2038,female,4.693
medium_variant,900,2039,female,4.593
medium_variant,900,2040,female,4.499
medium_variant,900,2041,female,4.413
medium_variant,900,2042,female,4.336
medium_variant,900,2043,female,4.266
medium_variant,900,2044,female,4.201
medium_variant,900,2045,female,4.139
medium_variant,900,2046,female,4.083
medium_variant,900,2047,female,4.034
medium_variant,900,2048,female,3.988
medium_variant,900,2049,female,3.94
medium_variant,900,2050,female,3.886
medium_variant,900,2051,female,3.831
medium_variant,900,2052,female,3.776
medium_variant,900,2053,female,3.721
medium_variant,900,2054,female,3.663
medium_variant,900,2055,female,3.601
medium_variant,900,2056,female,3.541
medium_variant,900,2057,female,3.483
medium_variant,900,2058,female,3.427
medium_variant,900,2059,female,3.377
medium_variant,900,2060,female,3.331
medium_variant,900,2061,female,3.294
medium_variant,900,2062,female,3.264
medium_variant,900,2063,female,3.24
medium_variant,900,2064,female,3.218
medium_variant,900,2065,female,3.196
medium_variant,900,2066,female,3.18
medium_variant,900,2067,female,3.167
medium_variant,900,2068,female,3.156
medium_variant,900,2069,female,3.144
medium_variant,900,2070,female,3.129
medium_variant,900,2071,female,3.117
medium_variant,900,2072,female,3.106
medium_variant,900,2073,female,3.094
medium_variant,900,2074,female,3.078
medium_variant,900,2075,female,3.058
medium_variant,900,2076,female,3.041
medium_variant,900,2077,female,3.023
medium_variant,900,2078,female,3.004
medium_variant,900,2079,female,2.982
medium_variant,900,2080,female,2.958
medium_variant,900,2081,female,2.935
medium_variant,900,2082,female,2.913
medium_variant,900,2083,female,2.891
medium_variant,900,2084,female,2.867
medium_variant,900,2085,female,2.841
medium_variant,900,2086,female,2.819
medium_variant,900,2087,female,2.798
medium_variant,900,2088,female,2.778
medium_variant,900,2089,female,2.755
medium_variant,900,2090,female,2.73
medium_variant,900,2091,female,2.711
medium_variant,900,2092,female,2.694
medium_variant,900,2093,female,2.675
medium_variant,900,2094,female,2.656
medium_variant,900,2095,female,2.633
medium_variant,900,2096,female,2.618
medium_variant,900,2097,female,2.603
medium_variant,900,2098,female,2.586
medium_variant,900,2099,female,2.569
medium_variant,900,2100,female,2.548
