variant,country,year,gender,potentialsupport2569_70
estimates,533,1950,male,47.403
estimates,533,1951,male,47.09
estimates,533,1952,male,47.301
estimates,533,1953,male,47.51
estimates,533,1954,male,48.237
estimates,533,1955,male,48.411
estimates,533,1956,male,44.882
estimates,533,1957,male,42.055
estimates,533,1958,male,39.107
estimates,533,1959,male,36.008
estimates,533,1960,male,33.466
estimates,533,1961,male,32.278
estimates,533,1962,male,30.675
estimates,533,1963,male,29.898
estimates,533,1964,male,28.89
estimates,533,1965,male,27.659
estimates,533,1966,male,26.292
estimates,533,1967,male,24.757
estimates,533,1968,male,23.624
estimates,533,1969,male,22.277
estimates,533,1970,male,21.117
estimates,533,1971,male,19.534
estimates,533,1972,male,18.242
estimates,533,1973,male,17.043
estimates,533,1974,male,15.826
estimates,533,1975,male,14.663
estimates,533,1976,male,13.645
estimates,533,1977,male,12.743
estimates,533,1978,male,12.05
estimates,533,1979,male,11.536
estimates,533,1980,male,11.219
estimates,533,1981,male,11.032
estimates,533,1982,male,10.992
estimates,533,1983,male,11.045
estimates,533,1984,male,11.157
estimates,533,1985,male,11.33
estimates,533,1986,male,11.413
estimates,533,1987,male,11.498
estimates,533,1988,male,11.526
estimates,533,1989,male,11.574
estimates,533,1990,male,11.654
estimates,533,1991,male,12.296
estimates,533,1992,male,12.963
estimates,533,1993,male,13.611
estimates,533,1994,male,14.181
estimates,533,1995,male,14.609
estimates,533,1996,male,14.468
estimates,533,1997,male,14.356
estimates,533,1998,male,14.217
estimates,533,1999,male,14.009
estimates,533,2000,male,13.784
estimates,533,2001,male,13.415
estimates,533,2002,male,13.076
estimates,533,2003,male,12.713
estimates,533,2004,male,12.368
estimates,533,2005,male,12.01
estimates,533,2006,male,11.522
estimates,533,2007,male,11.065
estimates,533,2008,male,10.647
estimates,533,2009,male,10.24
estimates,533,2010,male,9.849
estimates,533,2011,male,9.516
estimates,533,2012,male,9.229
estimates,533,2013,male,8.949
estimates,533,2014,male,8.683
estimates,533,2015,male,8.416
medium_variant,533,2015,male,8.416
medium_variant,533,2016,male,8.081
medium_variant,533,2017,male,7.777
medium_variant,533,2018,male,7.484
medium_variant,533,2019,male,7.222
medium_variant,533,2020,male,6.964
medium_variant,533,2021,male,6.663
medium_variant,533,2022,male,6.39
medium_variant,533,2023,male,6.13
medium_variant,533,2024,male,5.882
medium_variant,533,2025,male,5.643
medium_variant,533,2026,male,5.379
medium_variant,533,2027,male,5.136
medium_variant,533,2028,male,4.91
medium_variant,533,2029,male,4.7
medium_variant,533,2030,male,4.508
medium_variant,533,2031,male,4.304
medium_variant,533,2032,male,4.123
medium_variant,533,2033,male,3.971
medium_variant,533,2034,male,3.843
medium_variant,533,2035,male,3.741
medium_variant,533,2036,male,3.648
medium_variant,533,2037,male,3.576
medium_variant,533,2038,male,3.523
medium_variant,533,2039,male,3.484
medium_variant,533,2040,male,3.456
medium_variant,533,2041,male,3.42
medium_variant,533,2042,male,3.399
medium_variant,533,2043,male,3.394
medium_variant,533,2044,male,3.402
medium_variant,533,2045,male,3.425
medium_variant,533,2046,male,3.434
medium_variant,533,2047,male,3.457
medium_variant,533,2048,male,3.495
medium_variant,533,2049,male,3.547
medium_variant,533,2050,male,3.609
medium_variant,533,2051,male,3.647
medium_variant,533,2052,male,3.697
medium_variant,533,2053,male,3.753
medium_variant,533,2054,male,3.816
medium_variant,533,2055,male,3.874
medium_variant,533,2056,male,3.887
medium_variant,533,2057,male,3.903
medium_variant,533,2058,male,3.91
medium_variant,533,2059,male,3.897
