variant,country,year,gender,potentialsupport2569_70
estimates,780,1950,male,21.126
estimates,780,1951,male,20.308
estimates,780,1952,male,19.656
estimates,780,1953,male,19.17
estimates,780,1954,male,18.885
estimates,780,1955,male,18.758
estimates,780,1956,male,18.424
estimates,780,1957,male,18.239
estimates,780,1958,male,18.168
estimates,780,1959,male,18.184
estimates,780,1960,male,18.276
estimates,780,1961,male,18.241
estimates,780,1962,male,18.392
estimates,780,1963,male,18.734
estimates,780,1964,male,19.275
estimates,780,1965,male,20.018
estimates,780,1966,male,19.166
estimates,780,1967,male,18.351
estimates,780,1968,male,17.536
estimates,780,1969,male,16.725
estimates,780,1970,male,15.905
estimates,780,1971,male,15.248
estimates,780,1972,male,14.677
estimates,780,1973,male,14.202
estimates,780,1974,male,13.84
estimates,780,1975,male,13.574
estimates,780,1976,male,13.267
estimates,780,1977,male,13.06
estimates,780,1978,male,12.92
estimates,780,1979,male,12.801
estimates,780,1980,male,12.69
estimates,780,1981,male,12.544
estimates,780,1982,male,12.437
estimates,780,1983,male,12.385
estimates,780,1984,male,12.439
estimates,780,1985,male,12.611
estimates,780,1986,male,12.7
estimates,780,1987,male,12.899
estimates,780,1988,male,13.163
estimates,780,1989,male,13.429
estimates,780,1990,male,13.68
estimates,780,1991,male,13.67
estimates,780,1992,male,13.673
estimates,780,1993,male,13.7
estimates,780,1994,male,13.78
estimates,780,1995,male,13.917
estimates,780,1996,male,13.804
estimates,780,1997,male,13.75
estimates,780,1998,male,13.746
estimates,780,1999,male,13.794
estimates,780,2000,male,13.89
estimates,780,2001,male,13.814
estimates,780,2002,male,13.786
estimates,780,2003,male,13.792
estimates,780,2004,male,13.811
estimates,780,2005,male,13.844
estimates,780,2006,male,13.657
estimates,780,2007,male,13.504
estimates,780,2008,male,13.361
estimates,780,2009,male,13.201
estimates,780,2010,male,13.015
estimates,780,2011,male,12.741
estimates,780,2012,male,12.492
estimates,780,2013,male,12.259
estimates,780,2014,male,12.036
estimates,780,2015,male,11.815
medium_variant,780,2015,male,11.815
medium_variant,780,2016,male,11.422
medium_variant,780,2017,male,11.067
medium_variant,780,2018,male,10.734
medium_variant,780,2019,male,10.414
medium_variant,780,2020,male,10.104
medium_variant,780,2021,male,9.698
medium_variant,780,2022,male,9.34
medium_variant,780,2023,male,9.023
medium_variant,780,2024,male,8.742
medium_variant,780,2025,male,8.493
medium_variant,780,2026,male,8.141
medium_variant,780,2027,male,7.847
medium_variant,780,2028,male,7.598
medium_variant,780,2029,male,7.38
medium_variant,780,2030,male,7.186
medium_variant,780,2031,male,6.905
medium_variant,780,2032,male,6.667
medium_variant,780,2033,male,6.482
medium_variant,780,2034,male,6.364
medium_variant,780,2035,male,6.312
medium_variant,780,2036,male,6.212
medium_variant,780,2037,male,6.17
medium_variant,780,2038,male,6.168
medium_variant,780,2039,male,6.183
medium_variant,780,2040,male,6.204
medium_variant,780,2041,male,6.112
medium_variant,780,2042,male,6.033
medium_variant,780,2043,male,5.965
medium_variant,780,2044,male,5.906
medium_variant,780,2045,male,5.851
medium_variant,780,2046,male,5.688
medium_variant,780,2047,male,5.545
medium_variant,780,2048,male,5.409
medium_variant,780,2049,male,5.266
medium_variant,780,2050,male,5.11
medium_variant,780,2051,male,4.864
medium_variant,780,2052,male,4.636
medium_variant,780,2053,male,4.434
medium_variant,780,2054,male,4.27
medium_variant,780,2055,male,4.145
medium_variant,780,2056,male,3.997
medium_variant,780,2057,male,3.886
medium_variant,780,2058,male,3.807
