variant,country,year,gender,potentialsupport2564_65
estimates,417,1950,male,9.803
estimates,417,1951,male,9.599
estimates,417,1952,male,9.556
estimates,417,1953,male,9.62
estimates,417,1954,male,9.726
estimates,417,1955,male,9.837
estimates,417,1956,male,9.624
estimates,417,1957,male,9.445
estimates,417,1958,male,9.352
estimates,417,1959,male,9.414
estimates,417,1960,male,9.658
estimates,417,1961,male,9.753
estimates,417,1962,male,9.995
estimates,417,1963,male,10.34
estimates,417,1964,male,10.731
estimates,417,1965,male,11.134
estimates,417,1966,male,11.235
estimates,417,1967,male,11.363
estimates,417,1968,male,11.528
estimates,417,1969,male,11.742
estimates,417,1970,male,12.015
estimates,417,1971,male,11.806
estimates,417,1972,male,11.679
estimates,417,1973,male,11.658
estimates,417,1974,male,11.779
estimates,417,1975,male,12.062
estimates,417,1976,male,12.256
estimates,417,1977,male,12.609
estimates,417,1978,male,13.083
estimates,417,1979,male,13.631
estimates,417,1980,male,14.225
estimates,417,1981,male,14.466
estimates,417,1982,male,14.727
estimates,417,1983,male,15.078
estimates,417,1984,male,15.617
estimates,417,1985,male,16.402
estimates,417,1986,male,17.099
estimates,417,1987,male,18.008
estimates,417,1988,male,19.066
estimates,417,1989,male,20.169
estimates,417,1990,male,21.236
estimates,417,1991,male,21.564
estimates,417,1992,male,21.985
estimates,417,1993,male,22.343
estimates,417,1994,male,22.388
estimates,417,1995,male,22.048
estimates,417,1996,male,20.658
estimates,417,1997,male,19.216
estimates,417,1998,male,18.003
estimates,417,1999,male,17.21
estimates,417,2000,male,16.846
estimates,417,2001,male,16.161
estimates,417,2002,male,15.864
estimates,417,2003,male,15.79
estimates,417,2004,male,15.77
estimates,417,2005,male,15.748
estimates,417,2006,male,15.661
estimates,417,2007,male,15.565
estimates,417,2008,male,15.628
estimates,417,2009,male,16.054
estimates,417,2010,male,16.949
estimates,417,2011,male,17.402
estimates,417,2012,male,18.146
estimates,417,2013,male,19.077
estimates,417,2014,male,20.102
estimates,417,2015,male,21.212
medium_variant,417,2015,male,21.212
medium_variant,417,2016,male,22.389
medium_variant,417,2017,male,23.701
medium_variant,417,2018,male,24.961
medium_variant,417,2019,male,25.848
medium_variant,417,2020,male,26.142
medium_variant,417,2021,male,24.923
medium_variant,417,2022,male,23.472
medium_variant,417,2023,male,22.03
medium_variant,417,2024,male,20.77
medium_variant,417,2025,male,19.715
medium_variant,417,2026,male,18.43
medium_variant,417,2027,male,17.382
medium_variant,417,2028,male,16.471
medium_variant,417,2029,male,15.612
medium_variant,417,2030,male,14.786
medium_variant,417,2031,male,13.884
medium_variant,417,2032,male,13.093
medium_variant,417,2033,male,12.445
medium_variant,417,2034,male,11.968
medium_variant,417,2035,male,11.654
medium_variant,417,2036,male,11.368
medium_variant,417,2037,male,11.204
medium_variant,417,2038,male,11.127
medium_variant,417,2039,male,11.099
medium_variant,417,2040,male,11.097
medium_variant,417,2041,male,11.001
medium_variant,417,2042,male,10.934
medium_variant,417,2043,male,10.896
medium_variant,417,2044,male,10.889
medium_variant,417,2045,male,10.907
medium_variant,417,2046,male,10.798
medium_variant,417,2047,male,10.712
medium_variant,417,2048,male,10.637
medium_variant,417,2049,male,10.557
medium_variant,417,2050,male,10.46
medium_variant,417,2051,male,10.208
medium_variant,417,2052,male,9.975
medium_variant,417,2053,male,9.734
medium_variant,417,2054,male,9.447
medium_variant,417,2055,male,9.106
medium_variant,417,2056,male,8.64
medium_variant,417,2057,male,8.186
medium_variant,417,2058,male,7.773
medium_variant,417,2059,male,7.428
medium_variant,417,2060,male,7.153
medium_variant,417,2061,male,6.888
medium_variant,417,2062,male,6.68
medium_variant,417,2063,male,6.521
medium_variant,417,2064,male,6.406
medium_variant,417,2065,male,6.328
medium_variant,417,2066,male,6.254
medium_variant,417,2067,male,6.213
medium_variant,417,2068,male,6.203
medium_variant,417,2069,male,6.226
medium_variant,417,2070,male,6.281
medium_variant,417,2071,male,6.327
medium_variant,417,2072,male,6.402
medium_variant,417,2073,male,6.488
medium_variant,417,2074,male,6.556
medium_variant,417,2075,male,6.588
medium_variant,417,2076,male,6.527
medium_variant,417,2077,male,6.446
medium_variant,417,2078,male,6.337
medium_variant,417,2079,male,6.192
medium_variant,417,2080,male,6.008
medium_variant,417,2081,male,5.745
