variant,country,year,gender,potentialsupport2564_65
estimates,470,1950,male,13.397
estimates,470,1951,male,12.949
estimates,470,1952,male,12.56
estimates,470,1953,male,12.12
estimates,470,1954,male,11.553
estimates,470,1955,male,10.911
estimates,470,1956,male,10.751
estimates,470,1957,male,10.548
estimates,470,1958,male,10.3
estimates,470,1959,male,10.042
estimates,470,1960,male,9.786
estimates,470,1961,male,9.647
estimates,470,1962,male,9.601
estimates,470,1963,male,9.599
estimates,470,1964,male,9.632
estimates,470,1965,male,9.698
estimates,470,1966,male,9.623
estimates,470,1967,male,9.595
estimates,470,1968,male,9.578
estimates,470,1969,male,9.541
estimates,470,1970,male,9.469
estimates,470,1971,male,9.323
estimates,470,1972,male,9.217
estimates,470,1973,male,9.144
estimates,470,1974,male,9.103
estimates,470,1975,male,9.085
estimates,470,1976,male,8.926
estimates,470,1977,male,8.799
estimates,470,1978,male,8.727
estimates,470,1979,male,8.718
estimates,470,1980,male,8.779
estimates,470,1981,male,8.843
estimates,470,1982,male,8.97
estimates,470,1983,male,9.135
estimates,470,1984,male,9.323
estimates,470,1985,male,9.544
estimates,470,1986,male,9.528
estimates,470,1987,male,9.57
estimates,470,1988,male,9.63
estimates,470,1989,male,9.658
estimates,470,1990,male,9.626
estimates,470,1991,male,9.378
estimates,470,1992,male,9.104
estimates,470,1993,male,8.838
estimates,470,1994,male,8.614
estimates,470,1995,male,8.443
estimates,470,1996,male,8.306
estimates,470,1997,male,8.225
estimates,470,1998,male,8.178
estimates,470,1999,male,8.153
estimates,470,2000,male,8.135
estimates,470,2001,male,8.031
estimates,470,2002,male,7.944
estimates,470,2003,male,7.868
estimates,470,2004,male,7.798
estimates,470,2005,male,7.718
estimates,470,2006,male,7.559
estimates,470,2007,male,7.42
estimates,470,2008,male,7.309
estimates,470,2009,male,7.216
estimates,470,2010,male,7.115
estimates,470,2011,male,6.983
estimates,470,2012,male,6.872
estimates,470,2013,male,6.772
estimates,470,2014,male,6.643
estimates,470,2015,male,6.448
medium_variant,470,2015,male,6.448
medium_variant,470,2016,male,6.089
medium_variant,470,2017,male,5.705
medium_variant,470,2018,male,5.338
medium_variant,470,2019,male,5.029
medium_variant,470,2020,male,4.786
medium_variant,470,2021,male,4.581
medium_variant,470,2022,male,4.422
medium_variant,470,2023,male,4.287
medium_variant,470,2024,male,4.158
medium_variant,470,2025,male,4.025
medium_variant,470,2026,male,3.894
medium_variant,470,2027,male,3.766
medium_variant,470,2028,male,3.645
medium_variant,470,2029,male,3.535
medium_variant,470,2030,male,3.44
medium_variant,470,2031,male,3.355
medium_variant,470,2032,male,3.282
medium_variant,470,2033,male,3.222
medium_variant,470,2034,male,3.175
medium_variant,470,2035,male,3.142
medium_variant,470,2036,male,3.12
medium_variant,470,2037,male,3.113
medium_variant,470,2038,male,3.111
medium_variant,470,2039,male,3.108
medium_variant,470,2040,male,3.095
medium_variant,470,2041,male,3.071
medium_variant,470,2042,male,3.043
medium_variant,470,2043,male,3.01
medium_variant,470,2044,male,2.973
medium_variant,470,2045,male,2.928
medium_variant,470,2046,male,2.876
medium_variant,470,2047,male,2.821
medium_variant,470,2048,male,2.763
medium_variant,470,2049,male,2.702
medium_variant,470,2050,male,2.64
medium_variant,470,2051,male,2.579
medium_variant,470,2052,male,2.52
medium_variant,470,2053,male,2.463
medium_variant,470,2054,male,2.405
medium_variant,470,2055,male,2.344
medium_variant,470,2056,male,2.287
medium_variant,470,2057,male,2.231
medium_variant,470,2058,male,2.176
medium_variant,470,2059,male,2.123
medium_variant,470,2060,male,2.069
medium_variant,470,2061,male,2.025
medium_variant,470,2062,male,1.983
medium_variant,470,2063,male,1.943
medium_variant,470,2064,male,1.907
medium_variant,470,2065,male,1.875
medium_variant,470,2066,male,1.854
medium_variant,470,2067,male,1.838
medium_variant,470,2068,male,1.826
medium_variant,470,2069,male,1.82
medium_variant,470,2070,male,1.816
medium_variant,470,2071,male,1.824
medium_variant,470,2072,male,1.837
medium_variant,470,2073,male,1.854
medium_variant,470,2074,male,1.87
medium_variant,470,2075,male,1.883
medium_variant,470,2076,male,1.9
medium_variant,470,2077,male,1.917
medium_variant,470,2078,male,1.931
medium_variant,470,2079,male,1.941
medium_variant,470,2080,male,1.947
medium_variant,470,2081,male,1.956
medium_variant,470,2082,male,1.964
medium_variant,470,2083,male,1.97
medium_variant,470,2084,male,1.971
medium_variant,470,2085,male,1.968
medium_variant,470,2086,male,1.968
medium_variant,470,2087,male,1.969
medium_variant,470,2088,male,1.966
medium_variant,470,2089,male,1.96
medium_variant,470,2090,male,1.947
medium_variant,470,2091,male,1.94
medium_variant,470,2092,male,1.931
medium_variant,470,2093,male,1.92
medium_variant,470,2094,male,1.905
medium_variant,470,2095,male,1.886
medium_variant,470,2096,male,1.876
medium_variant,470,2097,male,1.866
medium_variant,470,2098,male,1.854
medium_variant,470,2099,male,1.84
medium_variant,470,2100,male,1.824
estimates,470,1950,female,11.837
estimates,470,1951,female,11.343
estimates,470,1952,female,10.974
estimates,470,1953,female,10.681
estimates,470,1954,female,10.408
estimates,470,1955,female,10.155
estimates,470,1956,female,10.108
estimates,470,1957,female,9.98
estimates,470,1958,female,9.781
estimates,470,1959,female,9.567
estimates,470,1960,female,9.383
estimates,470,1961,female,9.178
estimates,470,1962,female,9.001
estimates,470,1963,female,8.798
estimates,470,1964,female,8.566
estimates,470,1965,female,8.353
estimates,470,1966,female,8.235
estimates,470,1967,female,8.121
estimates,470,1968,female,7.964
estimates,470,1969,female,7.746
estimates,470,1970,female,7.481
estimates,470,1971,female,7.407
estimates,470,1972,female,7.385
estimates,470,1973,female,7.405
estimates,470,1974,female,7.459
estimates,470,1975,female,7.542
estimates,470,1976,female,7.504
estimates,470,1977,female,7.498
estimates,470,1978,female,7.513
estimates,470,1979,female,7.548
estimates,470,1980,female,7.6
estimates,470,1981,female,7.523
estimates,470,1982,female,7.464
estimates,470,1983,female,7.431
estimates,470,1984,female,7.427
estimates,470,1985,female,7.46
estimates,470,1986,female,7.468
estimates,470,1987,female,7.511
estimates,470,1988,female,7.557
estimates,470,1989,female,7.569
estimates,470,1990,female,7.521
estimates,470,1991,female,7.344
estimates,470,1992,female,7.131
estimates,470,1993,female,6.906
estimates,470,1994,female,6.704
estimates,470,1995,female,6.534
estimates,470,1996,female,6.399
estimates,470,1997,female,6.3
estimates,470,1998,female,6.222
estimates,470,1999,female,6.15
estimates,470,2000,female,6.077
estimates,470,2001,female,5.95
estimates,470,2002,female,5.826
estimates,470,2003,female,5.7
estimates,470,2004,female,5.579
estimates,470,2005,female,5.464
estimates,470,2006,female,5.342
estimates,470,2007,female,5.234
estimates,470,2008,female,5.143
estimates,470,2009,female,5.059
estimates,470,2010,female,4.969
estimates,470,2011,female,4.927
estimates,470,2012,female,4.895
estimates,470,2013,female,4.865
