agebroad,percentagetotalpopulation,country,variant,year
"Region, subregion, country or area *",United Kingdom,826,estimates,1950
0_1,3.71,826,estimates,1950
0_4,8.635,826,estimates,1950
0_14,22.454,826,estimates,1950
0_17,26.222,826,estimates,1950
0_19,28.76,826,estimates,1950
0_24,35.565,826,estimates,1950
3_4,3.21,826,estimates,1950
3_5,4.726,826,estimates,1950
3_6,6.196,826,estimates,1950
4_5,3.088,826,estimates,1950
4_6,4.558,826,estimates,1950
5_14,13.82,826,estimates,1950
5_10,8.547,826,estimates,1950
5_11,9.892,826,estimates,1950
6_9,5.675,826,estimates,1950
6_10,7.03,826,estimates,1950
6_11,8.376,826,estimates,1950
6_12,9.707,826,estimates,1950
7_10,5.561,826,estimates,1950
7_12,8.238,826,estimates,1950
11_16,7.793,826,estimates,1950
11_17,9.041,826,estimates,1950
11_18,10.299,826,estimates,1950
12_14,3.928,826,estimates,1950
12_16,6.448,826,estimates,1950
12_17,7.696,826,estimates,1950
12_18,8.954,826,estimates,1950
13_17,6.364,826,estimates,1950
13_18,7.623,826,estimates,1950
13_19,8.902,826,estimates,1950
15_17,3.768,826,estimates,1950
18_23,7.897,826,estimates,1950
15_24,13.111,826,estimates,1950
15_49,50.177,826,estimates,1950
15_59,61.892,826,estimates,1950
15_64,66.713,826,estimates,1950
20_64,60.407,826,estimates,1950
20_69,64.508,826,estimates,1950
25_49,37.066,826,estimates,1950
25_64,53.603,826,estimates,1950
25_69,57.703,826,estimates,1950
15plus,77.546,826,estimates,1950
16plus,76.278,826,estimates,1950
17plus,75.026,826,estimates,1950
18plus,73.778,826,estimates,1950
20plus,71.24,826,estimates,1950
21plus,69.94,826,estimates,1950
25plus,64.435,826,estimates,1950
50plus,27.368,826,estimates,1950
60plus,15.654,826,estimates,1950
65plus,10.832,826,estimates,1950
70plus,6.732,826,estimates,1950
75plus,3.541,826,estimates,1950
80plus,1.484,826,estimates,1950
85plus,0.456,826,estimates,1950
90plus,0.092,826,estimates,1950
total,100,826,estimates,1950
"Region, subregion, country or area *",United Kingdom,826,estimates,1951
0_1,3.402,826,estimates,1951
0_4,8.538,826,estimates,1951
0_14,22.593,826,estimates,1951
0_17,26.39,826,estimates,1951
0_19,28.897,826,estimates,1951
0_24,35.521,826,estimates,1951
3_4,3.351,826,estimates,1951
3_5,4.929,826,estimates,1951
3_6,6.448,826,estimates,1951
4_5,3.218,826,estimates,1951
4_6,4.738,826,estimates,1951
5_14,14.055,826,estimates,1951
5_10,8.743,826,estimates,1951
5_11,10.092,826,estimates,1951
6_9,5.798,826,estimates,1951
6_10,7.165,826,estimates,1951
6_11,8.514,826,estimates,1951
6_12,9.851,826,estimates,1951
7_10,5.645,826,estimates,1951
7_12,8.332,826,estimates,1951
11_16,7.858,826,estimates,1951
11_17,9.109,826,estimates,1951
11_18,10.358,826,estimates,1951
12_14,3.963,826,estimates,1951
12_16,6.509,826,estimates,1951
12_17,7.76,826,estimates,1951
12_18,9.009,826,estimates,1951
13_17,6.423,826,estimates,1951
13_18,7.672,826,estimates,1951
13_19,8.93,826,estimates,1951
15_17,3.797,826,estimates,1951
18_23,7.743,826,estimates,1951
15_24,12.928,826,estimates,1951
15_49,49.778,826,estimates,1951
15_59,61.615,826,estimates,1951
15_64,66.432,826,estimates,1951
20_64,60.128,826,estimates,1951
20_69,64.221,826,estimates,1951
25_49,36.851,826,estimates,1951
25_64,53.504,826,estimates,1951
25_69,57.597,826,estimates,1951
15plus,77.407,826,estimates,1951
16plus,76.126,826,estimates,1951
17plus,74.861,826,estimates,1951
18plus,73.61,826,estimates,1951
20plus,71.103,826,estimates,1951
21plus,69.824,826,estimates,1951
25plus,64.479,826,estimates,1951
50plus,27.628,826,estimates,1951
60plus,15.791,826,estimates,1951
65plus,10.975,826,estimates,1951
70plus,6.882,826,estimates,1951
75plus,3.681,826,estimates,1951
80plus,1.58,826,estimates,1951
85plus,0.507,826,estimates,1951
90plus,0.109,826,estimates,1951
total,100,826,estimates,1951
"Region, subregion, country or area *",United Kingdom,826,estimates,1952
0_1,2.776,826,estimates,1952
0_4,8.092,826,estimates,1952
0_14,22.487,826,estimates,1952
0_17,26.332,826,estimates,1952
0_19,28.838,826,estimates,1952
0_24,35.343,826,estimates,1952
3_4,3.483,826,estimates,1952
3_5,5.132,826,estimates,1952
3_6,6.72,826,estimates,1952
4_5,3.359,826,estimates,1952
4_6,4.947,826,estimates,1952
5_14,14.394,826,estimates,1952
5_10,9.032,826,estimates,1952
5_11,10.397,826,estimates,1952
6_9,5.999,826,estimates,1952
6_10,7.384,826,estimates,1952
6_11,8.748,826,estimates,1952
6_12,10.094,826,estimates,1952
7_10,5.796,826,estimates,1952
7_12,8.507,826,estimates,1952
11_16,7.942,826,estimates,1952
11_17,9.207,826,estimates,1952
11_18,10.461,826,estimates,1952
12_14,3.998,826,estimates,1952
12_16,6.577,826,estimates,1952
12_17,7.843,826,estimates,1952
12_18,9.097,826,estimates,1952
13_17,6.496,826,estimates,1952
13_18,7.751,826,estimates,1952
13_19,9.003,826,estimates,1952
15_17,3.845,826,estimates,1952
18_23,7.667,826,estimates,1952
15_24,12.856,826,estimates,1952
15_49,49.528,826,estimates,1952
15_59,61.553,826,estimates,1952
15_64,66.39,826,estimates,1952
20_64,60.038,826,estimates,1952
20_69,64.141,826,estimates,1952
25_49,36.672,826,estimates,1952
25_64,53.534,826,estimates,1952
25_69,57.637,826,estimates,1952
15plus,77.513,826,estimates,1952
16plus,76.213,826,estimates,1952
17plus,74.934,826,estimates,1952
18plus,73.668,826,estimates,1952
20plus,71.162,826,estimates,1952
21plus,69.899,826,estimates,1952
25plus,64.657,826,estimates,1952
50plus,27.985,826,estimates,1952
60plus,15.96,826,estimates,1952
65plus,11.123,826,estimates,1952
70plus,7.02,826,estimates,1952
75plus,3.804,826,estimates,1952
80plus,1.658,826,estimates,1952
85plus,0.544,826,estimates,1952
90plus,0.123,826,estimates,1952
total,100,826,estimates,1952
"Region, subregion, country or area *",United Kingdom,826,estimates,1953
0_1,2.58,826,estimates,1953
0_4,7.707,826,estimates,1953
0_14,22.48,826,estimates,1953
0_17,26.363,826,estimates,1953
0_19,28.883,826,estimates,1953
0_24,35.3,826,estimates,1953
3_4,3.554,826,estimates,1953
3_5,5.263,826,estimates,1953
3_6,6.917,826,estimates,1953
4_5,3.466,826,estimates,1953
4_6,5.12,826,estimates,1953
5_14,14.773,826,estimates,1953
5_10,9.367,826,estimates,1953
5_11,10.745,826,estimates,1953
6_9,6.248,826,estimates,1953
6_10,7.658,826,estimates,1953
6_11,9.036,826,estimates,1953
6_12,10.395,826,estimates,1953
7_10,6.004,826,estimates,1953
7_12,8.741,826,estimates,1953
11_16,8.012,826,estimates,1953
11_17,9.289,826,estimates,1953
11_18,10.554,826,estimates,1953
12_14,4.028,826,estimates,1953
12_16,6.635,826,estimates,1953
12_17,7.912,826,estimates,1953
12_18,9.176,826,estimates,1953
13_17,6.552,826,estimates,1953
13_18,7.816,826,estimates,1953
13_19,9.072,826,estimates,1953
15_17,3.884,826,estimates,1953
18_23,7.621,826,estimates,1953
15_24,12.821,826,estimates,1953
15_49,49.201,826,estimates,1953
15_59,61.424,826,estimates,1953
15_64,66.287,826,estimates,1953
20_64,59.883,826,estimates,1953
20_69,63.998,826,estimates,1953
25_49,36.38,826,estimates,1953
25_64,53.466,826,estimates,1953
25_69,57.58,826,estimates,1953
15plus,77.52,826,estimates,1953
16plus,76.208,826,estimates,1953
17plus,74.914,826,estimates,1953
18plus,73.637,826,estimates,1953
20plus,71.117,826,estimates,1953
21plus,69.863,826,estimates,1953
25plus,64.7,826,estimates,1953
50plus,28.319,826,estimates,1953
60plus,16.096,826,estimates,1953
65plus,11.234,826,estimates,1953
70plus,7.119,826,estimates,1953
75plus,3.889,826,estimates,1953
80plus,1.708,826,estimates,1953
85plus,0.562,826,estimates,1953
90plus,0.132,826,estimates,1953
total,100,826,estimates,1953
"Region, subregion, country or area *",United Kingdom,826,estimates,1954
0_1,2.522,826,estimates,1954
0_4,7.488,826,estimates,1954
0_14,22.635,826,estimates,1954
0_17,26.542,826,estimates,1954
0_19,29.074,826,estimates,1954
0_24,35.424,826,estimates,1954
3_4,3.42,826,estimates,1954
3_5,5.158,826,estimates,1954
3_6,6.861,826,estimates,1954
4_5,3.495,826,estimates,1954
4_6,5.198,826,estimates,1954
5_14,15.147,826,estimates,1954
5_10,9.693,826,estimates,1954
5_11,11.094,826,estimates,1954
6_9,6.495,826,estimates,1954
6_10,7.955,826,estimates,1954
6_11,9.356,826,estimates,1954
6_12,10.723,826,estimates,1954
7_10,6.252,826,estimates,1954
7_12,9.02,826,estimates,1954
11_16,8.075,826,estimates,1954
11_17,9.361,826,estimates,1954
11_18,10.633,826,estimates,1954
12_14,4.053,826,estimates,1954
12_16,6.674,826,estimates,1954
12_17,7.961,826,estimates,1954
12_18,9.232,826,estimates,1954
13_17,6.594,826,estimates,1954
13_18,7.865,826,estimates,1954
13_19,9.125,826,estimates,1954
15_17,3.908,826,estimates,1954
18_23,7.584,826,estimates,1954
15_24,12.789,826,estimates,1954
15_49,48.764,826,estimates,1954
15_59,61.173,826,estimates,1954
15_64,66.066,826,estimates,1954
20_64,59.626,826,estimates,1954
20_69,63.751,826,estimates,1954
25_49,35.975,826,estimates,1954
25_64,53.277,826,estimates,1954
25_69,57.401,826,estimates,1954
15plus,77.365,826,estimates,1954
16plus,76.047,826,estimates,1954
17plus,74.744,826,estimates,1954
18plus,73.458,826,estimates,1954
20plus,70.926,826,estimates,1954
21plus,69.672,826,estimates,1954
25plus,64.576,826,estimates,1954
50plus,28.601,826,estimates,1954
60plus,16.192,826,estimates,1954
65plus,11.3,826,estimates,1954
70plus,7.175,826,estimates,1954
75plus,3.932,826,estimates,1954
80plus,1.725,826,estimates,1954
85plus,0.559,826,estimates,1954
90plus,0.13,826,estimates,1954
total,100,826,estimates,1954
"Region, subregion, country or area *",United Kingdom,826,estimates,1955
0_1,2.572,826,estimates,1955
0_4,7.403,826,estimates,1955
0_14,22.868,826,estimates,1955
0_17,26.793,826,estimates,1955
0_19,29.334,826,estimates,1955
0_24,35.631,826,estimates,1955
3_4,3.308,826,estimates,1955
3_5,5.023,826,estimates,1955
3_6,6.74,826,estimates,1955
4_5,3.401,826,estimates,1955
4_6,5.118,826,estimates,1955
5_14,15.464,826,estimates,1955
5_10,9.923,826,estimates,1955
5_11,11.377,826,estimates,1955
6_9,6.672,826,estimates,1955
6_10,8.207,826,estimates,1955
6_11,9.662,826,estimates,1955
6_12,11.051,826,estimates,1955
7_10,6.49,826,estimates,1955
7_12,9.334,826,estimates,1955
11_16,8.174,826,estimates,1955
11_17,9.467,826,estimates,1955
11_18,10.744,826,estimates,1955
12_14,4.087,826,estimates,1955
12_16,6.72,826,estimates,1955
12_17,8.012,826,estimates,1955
12_18,9.29,826,estimates,1955
13_17,6.623,826,estimates,1955
13_18,7.901,826,estimates,1955
13_19,9.165,826,estimates,1955
15_17,3.925,826,estimates,1955
18_23,7.561,826,estimates,1955
15_24,12.764,826,estimates,1955
15_49,48.282,826,estimates,1955
15_59,60.865,826,estimates,1955
15_64,65.796,826,estimates,1955
20_64,59.33,826,estimates,1955
20_69,63.469,826,estimates,1955
25_49,35.518,826,estimates,1955
25_64,53.033,826,estimates,1955
25_69,57.172,826,estimates,1955
15plus,77.132,826,estimates,1955
16plus,75.807,826,estimates,1955
17plus,74.5,826,estimates,1955
18plus,73.207,826,estimates,1955
20plus,70.666,826,estimates,1955
21plus,69.41,826,estimates,1955
25plus,64.369,826,estimates,1955
50plus,28.851,826,estimates,1955
60plus,16.267,826,estimates,1955
65plus,11.336,826,estimates,1955
70plus,7.197,826,estimates,1955
75plus,3.938,826,estimates,1955
80plus,1.712,826,estimates,1955
85plus,0.532,826,estimates,1955
90plus,0.111,826,estimates,1955
total,100,826,estimates,1955
"Region, subregion, country or area *",United Kingdom,826,estimates,1956
0_1,2.529,826,estimates,1956
0_4,7.017,826,estimates,1956
0_14,22.765,826,estimates,1956
0_17,26.734,826,estimates,1956
0_19,29.299,826,estimates,1956
0_24,35.591,826,estimates,1956
3_4,3.102,826,estimates,1956
3_5,4.757,826,estimates,1956
3_6,6.449,826,estimates,1956
4_5,3.251,826,estimates,1956
4_6,4.943,826,estimates,1956
5_14,15.748,826,estimates,1956
5_10,10.02,826,estimates,1956
5_11,11.553,826,estimates,1956
6_9,6.763,826,estimates,1956
6_10,8.364,826,estimates,1956
6_11,9.898,826,estimates,1956
6_12,11.35,826,estimates,1956
7_10,6.672,826,estimates,1956
7_12,9.658,826,estimates,1956
11_16,8.392,826,estimates,1956
11_17,9.697,826,estimates,1956
11_18,10.986,826,estimates,1956
12_14,4.195,826,estimates,1956
12_16,6.859,826,estimates,1956
12_17,8.163,826,estimates,1956
12_18,9.453,826,estimates,1956
13_17,6.711,826,estimates,1956
13_18,8.0,826,estimates,1956
13_19,9.276,826,estimates,1956
15_17,3.969,826,estimates,1956
18_23,7.594,826,estimates,1956
15_24,12.826,826,estimates,1956
15_49,48.018,826,estimates,1956
15_59,60.781,826,estimates,1956
15_64,65.749,826,estimates,1956
20_64,59.216,826,estimates,1956
20_69,63.365,826,estimates,1956
25_49,35.191,826,estimates,1956
25_64,52.923,826,estimates,1956
25_69,57.072,826,estimates,1956
15plus,77.235,826,estimates,1956
16plus,75.894,826,estimates,1956
17plus,74.571,826,estimates,1956
18plus,73.266,826,estimates,1956
20plus,70.701,826,estimates,1956
21plus,69.437,826,estimates,1956
25plus,64.409,826,estimates,1956
50plus,29.217,826,estimates,1956
60plus,16.454,826,estimates,1956
65plus,11.486,826,estimates,1956
70plus,7.337,826,estimates,1956
75plus,4.074,826,estimates,1956
80plus,1.819,826,estimates,1956
85plus,0.593,826,estimates,1956
90plus,0.13,826,estimates,1956
total,100,826,estimates,1956
"Region, subregion, country or area *",United Kingdom,826,estimates,1957
0_1,2.895,826,estimates,1957
0_4,7.039,826,estimates,1957
0_14,22.892,826,estimates,1957
0_17,26.892,826,estimates,1957
0_19,29.473,826,estimates,1957
0_24,35.762,826,estimates,1957
3_4,2.873,826,estimates,1957
3_5,4.436,826,estimates,1957
3_6,6.056,826,estimates,1957
4_5,3.048,826,estimates,1957
4_6,4.668,826,estimates,1957
5_14,15.853,826,estimates,1957
5_10,9.903,826,estimates,1957
5_11,11.499,826,estimates,1957
6_9,6.68,826,estimates,1957
6_10,8.341,826,estimates,1957
6_11,9.936,826,estimates,1957
6_12,11.462,826,estimates,1957
7_10,6.72,826,estimates,1957
7_12,9.841,826,estimates,1957
11_16,8.634,826,estimates,1957
11_17,9.95,826,estimates,1957
11_18,11.248,826,estimates,1957
12_14,4.354,826,estimates,1957
12_16,7.038,826,estimates,1957
12_17,8.354,826,estimates,1957
12_18,9.652,826,estimates,1957
13_17,6.829,826,estimates,1957
13_18,8.127,826,estimates,1957
13_19,9.409,826,estimates,1957
15_17,4.0,826,estimates,1957
18_23,7.615,826,estimates,1957
15_24,12.87,826,estimates,1957
15_49,47.625,826,estimates,1957
15_59,60.527,826,estimates,1957
15_64,65.528,826,estimates,1957
20_64,58.948,826,estimates,1957
20_69,63.103,826,estimates,1957
25_49,34.755,826,estimates,1957
25_64,52.658,826,estimates,1957
25_69,56.814,826,estimates,1957
15plus,77.108,826,estimates,1957
16plus,75.759,826,estimates,1957
17plus,74.424,826,estimates,1957
18plus,73.108,826,estimates,1957
20plus,70.527,826,estimates,1957
21plus,69.258,826,estimates,1957
25plus,64.238,826,estimates,1957
50plus,29.483,826,estimates,1957
60plus,16.581,826,estimates,1957
65plus,11.58,826,estimates,1957
70plus,7.424,826,estimates,1957
75plus,4.165,826,estimates,1957
80plus,1.897,826,estimates,1957
85plus,0.637,826,estimates,1957
90plus,0.145,826,estimates,1957
total,100,826,estimates,1957
"Region, subregion, country or area *",United Kingdom,826,estimates,1958
0_1,3.099,826,estimates,1958
0_4,7.281,826,estimates,1958
0_14,23.07,826,estimates,1958
0_17,27.114,826,estimates,1958
0_19,29.712,826,estimates,1958
0_24,36.001,826,estimates,1958
3_4,2.694,826,estimates,1958
3_5,4.157,826,estimates,1958
3_6,5.685,826,estimates,1958
4_5,2.85,826,estimates,1958
4_6,4.379,826,estimates,1958
5_14,15.788,826,estimates,1958
5_10,9.588,826,estimates,1958
5_11,11.246,826,estimates,1958
6_9,6.43,826,estimates,1958
6_10,8.125,826,estimates,1958
6_11,9.783,826,estimates,1958
6_12,11.371,826,estimates,1958
7_10,6.596,826,estimates,1958
7_12,9.842,826,estimates,1958
11_16,8.917,826,estimates,1958
11_17,10.245,826,estimates,1958
11_18,11.553,826,estimates,1958
12_14,4.543,826,estimates,1958
12_16,7.259,826,estimates,1958
12_17,8.587,826,estimates,1958
12_18,9.895,826,estimates,1958
13_17,6.999,826,estimates,1958
13_18,8.308,826,estimates,1958
13_19,9.597,826,estimates,1958
15_17,4.044,826,estimates,1958
18_23,7.638,826,estimates,1958
15_24,12.932,826,estimates,1958
15_49,47.223,826,estimates,1958
15_59,60.241,826,estimates,1958
15_64,65.285,826,estimates,1958
20_64,58.642,826,estimates,1958
20_69,62.81,826,estimates,1958
25_49,34.291,826,estimates,1958
25_64,52.353,826,estimates,1958
25_69,56.52,826,estimates,1958
15plus,76.93,826,estimates,1958
16plus,75.555,826,estimates,1958
17plus,74.214,826,estimates,1958
18plus,72.886,826,estimates,1958
20plus,70.288,826,estimates,1958
21plus,69.014,826,estimates,1958
25plus,63.999,826,estimates,1958
50plus,29.707,826,estimates,1958
60plus,16.69,826,estimates,1958
65plus,11.646,826,estimates,1958
70plus,7.478,826,estimates,1958
75plus,4.216,826,estimates,1958
80plus,1.944,826,estimates,1958
85plus,0.658,826,estimates,1958
