agebroad,percentagetotalpopulation,country,variant,year
"Region, subregion, country or area *",Qatar,634,estimates,1950
0_1,7.531,634,estimates,1950
0_4,17.282,634,estimates,1950
0_14,42.255,634,estimates,1950
0_17,48.402,634,estimates,1950
0_19,52.218,634,estimates,1950
0_24,60.801,634,estimates,1950
3_4,6.319,634,estimates,1950
3_5,9.251,634,estimates,1950
3_6,12.051,634,estimates,1950
4_5,6.007,634,estimates,1950
4_6,8.807,634,estimates,1950
5_14,24.973,634,estimates,1950
5_10,15.93,634,estimates,1950
5_11,18.286,634,estimates,1950
6_9,10.575,634,estimates,1950
6_10,12.998,634,estimates,1950
6_11,15.354,634,estimates,1950
6_12,17.65,634,estimates,1950
7_10,10.199,634,estimates,1950
7_12,14.85,634,estimates,1950
11_16,13.194,634,estimates,1950
11_17,15.19,634,estimates,1950
11_18,17.126,634,estimates,1950
12_14,6.687,634,estimates,1950
12_16,10.839,634,estimates,1950
12_17,12.834,634,estimates,1950
12_18,14.77,634,estimates,1950
13_17,10.539,634,estimates,1950
13_18,12.475,634,estimates,1950
13_19,14.354,634,estimates,1950
15_17,6.147,634,estimates,1950
18_23,10.787,634,estimates,1950
15_24,18.546,634,estimates,1950
15_49,45.91,634,estimates,1950
15_59,52.086,634,estimates,1950
15_64,54.305,634,estimates,1950
20_64,44.343,634,estimates,1950
20_69,45.962,634,estimates,1950
25_49,27.365,634,estimates,1950
25_64,35.76,634,estimates,1950
25_69,37.38,634,estimates,1950
15plus,57.745,634,estimates,1950
16plus,55.641,634,estimates,1950
17plus,53.594,634,estimates,1950
18plus,51.598,634,estimates,1950
20plus,47.782,634,estimates,1950
21plus,45.958,634,estimates,1950
25plus,39.199,634,estimates,1950
50plus,11.835,634,estimates,1950
60plus,5.659,634,estimates,1950
65plus,3.44,634,estimates,1950
70plus,1.82,634,estimates,1950
75plus,0.784,634,estimates,1950
80plus,0.252,634,estimates,1950
85plus,0.088,634,estimates,1950
90plus,0.02,634,estimates,1950
total,100,634,estimates,1950
"Region, subregion, country or area *",Qatar,634,estimates,1951
0_1,7.888,634,estimates,1951
0_4,17.526,634,estimates,1951
0_14,42.208,634,estimates,1951
0_17,48.409,634,estimates,1951
0_19,52.308,634,estimates,1951
0_24,61.123,634,estimates,1951
3_4,6.237,634,estimates,1951
3_5,9.121,634,estimates,1951
3_6,11.878,634,estimates,1951
4_5,5.917,634,estimates,1951
4_6,8.674,634,estimates,1951
5_14,24.683,634,estimates,1951
5_10,15.696,634,estimates,1951
5_11,18.024,634,estimates,1951
6_9,10.423,634,estimates,1951
6_10,12.812,634,estimates,1951
6_11,15.14,634,estimates,1951
6_12,17.413,634,estimates,1951
7_10,10.056,634,estimates,1951
7_12,14.656,634,estimates,1951
11_16,13.165,634,estimates,1951
11_17,15.187,634,estimates,1951
11_18,17.162,634,estimates,1951
12_14,6.659,634,estimates,1951
12_16,10.838,634,estimates,1951
12_17,12.86,634,estimates,1951
12_18,14.834,634,estimates,1951
13_17,10.587,634,estimates,1951
13_18,12.561,634,estimates,1951
13_19,14.485,634,estimates,1951
15_17,6.201,634,estimates,1951
18_23,11.056,634,estimates,1951
15_24,18.915,634,estimates,1951
15_49,46.361,634,estimates,1951
15_59,52.289,634,estimates,1951
15_64,54.428,634,estimates,1951
20_64,44.328,634,estimates,1951
20_69,45.892,634,estimates,1951
25_49,27.447,634,estimates,1951
25_64,35.513,634,estimates,1951
25_69,37.077,634,estimates,1951
15plus,57.792,634,estimates,1951
16plus,55.679,634,estimates,1951
17plus,53.613,634,estimates,1951
18plus,51.591,634,estimates,1951
20plus,47.692,634,estimates,1951
21plus,45.823,634,estimates,1951
25plus,38.877,634,estimates,1951
50plus,11.43,634,estimates,1951
60plus,5.502,634,estimates,1951
65plus,3.364,634,estimates,1951
70plus,1.8,634,estimates,1951
75plus,0.796,634,estimates,1951
80plus,0.262,634,estimates,1951
85plus,0.084,634,estimates,1951
90plus,0.022,634,estimates,1951
total,100,634,estimates,1951
"Region, subregion, country or area *",Qatar,634,estimates,1952
0_1,8.479,634,estimates,1952
0_4,18.02,634,estimates,1952
0_14,42.262,634,estimates,1952
0_17,48.438,634,estimates,1952
0_19,52.368,634,estimates,1952
0_24,61.356,634,estimates,1952
3_4,6.159,634,estimates,1952
3_5,8.995,634,estimates,1952
3_6,11.696,634,estimates,1952
4_5,5.825,634,estimates,1952
4_6,8.526,634,estimates,1952
5_14,24.243,634,estimates,1952
5_10,15.402,634,estimates,1952
5_11,17.685,634,estimates,1952
6_9,10.217,634,estimates,1952
6_10,12.567,634,estimates,1952
6_11,14.85,634,estimates,1952
6_12,17.079,634,estimates,1952
7_10,9.865,634,estimates,1952
7_12,14.378,634,estimates,1952
11_16,12.998,634,estimates,1952
11_17,15.017,634,estimates,1952
11_18,17.002,634,estimates,1952
12_14,6.558,634,estimates,1952
12_16,10.715,634,estimates,1952
12_17,12.734,634,estimates,1952
12_18,14.719,634,estimates,1952
13_17,10.504,634,estimates,1952
13_18,12.49,634,estimates,1952
13_19,14.434,634,estimates,1952
15_17,6.176,634,estimates,1952
18_23,11.221,634,estimates,1952
15_24,19.094,634,estimates,1952
15_49,46.694,634,estimates,1952
15_59,52.405,634,estimates,1952
15_64,54.461,634,estimates,1952
20_64,44.354,634,estimates,1952
20_69,45.857,634,estimates,1952
25_49,27.6,634,estimates,1952
