agebroad,percentagetotalpopulation,country,variant,year
0_1,5.609,850,estimates,1950
0_4,14.494,850,estimates,1950
0_14,39.101,850,estimates,1950
0_17,44.393,850,estimates,1950
0_19,47.449,850,estimates,1950
0_24,53.883,850,estimates,1950
3_4,5.945,850,estimates,1950
3_5,8.882,850,estimates,1950
3_6,11.751,850,estimates,1950
4_5,5.907,850,estimates,1950
4_6,8.777,850,estimates,1950
5_14,24.607,850,estimates,1950
5_10,16.237,850,estimates,1950
5_11,18.506,850,estimates,1950
6_9,10.882,850,estimates,1950
6_10,13.3,850,estimates,1950
6_11,15.569,850,estimates,1950
6_12,17.703,850,estimates,1950
7_10,10.43,850,estimates,1950
7_12,14.834,850,estimates,1950
11_16,11.986,850,estimates,1950
11_17,13.662,850,estimates,1950
11_18,15.241,850,estimates,1950
12_14,6.101,850,estimates,1950
12_16,9.718,850,estimates,1950
12_17,11.393,850,estimates,1950
12_18,12.972,850,estimates,1950
13_17,9.258,850,estimates,1950
13_18,10.837,850,estimates,1950
13_19,12.315,850,estimates,1950
15_17,5.292,850,estimates,1950
18_23,8.21,850,estimates,1950
15_24,14.782,850,estimates,1950
15_49,42.538,850,estimates,1950
15_59,49.965,850,estimates,1950
15_64,53.383,850,estimates,1950
20_64,45.035,850,estimates,1950
20_69,47.979,850,estimates,1950
25_49,27.757,850,estimates,1950
25_64,38.601,850,estimates,1950
25_69,41.546,850,estimates,1950
15plus,60.899,850,estimates,1950
16plus,59.048,850,estimates,1950
17plus,57.283,850,estimates,1950
18plus,55.607,850,estimates,1950
20plus,52.551,850,estimates,1950
21plus,51.166,850,estimates,1950
25plus,46.117,850,estimates,1950
50plus,18.36,850,estimates,1950
60plus,10.934,850,estimates,1950
65plus,7.516,850,estimates,1950
70plus,4.571,850,estimates,1950
75plus,2.347,850,estimates,1950
80plus,1.034,850,estimates,1950
85plus,0.369,850,estimates,1950
90plus,0.093,850,estimates,1950
total,100,850,estimates,1950
0_1,5.608,850,estimates,1951
0_4,14.138,850,estimates,1951
0_14,38.847,850,estimates,1951
0_17,44.144,850,estimates,1951
0_19,47.278,850,estimates,1951
0_24,53.814,850,estimates,1951
3_4,5.724,850,estimates,1951
3_5,8.588,850,estimates,1951
3_6,11.427,850,estimates,1951
4_5,5.735,850,estimates,1951
4_6,8.574,850,estimates,1951
5_14,24.71,850,estimates,1951
5_10,16.282,850,estimates,1951
5_11,18.602,850,estimates,1951
6_9,10.952,850,estimates,1951
6_10,13.418,850,estimates,1951
6_11,15.738,850,estimates,1951
6_12,17.9,850,estimates,1951
7_10,10.579,850,estimates,1951
7_12,15.062,850,estimates,1951
11_16,12.037,850,estimates,1951
11_17,13.725,850,estimates,1951
11_18,15.336,850,estimates,1951
12_14,6.108,850,estimates,1951
12_16,9.717,850,estimates,1951
12_17,11.405,850,estimates,1951
12_18,13.016,850,estimates,1951
13_17,9.242,850,estimates,1951
13_18,10.853,850,estimates,1951
13_19,12.377,850,estimates,1951
15_17,5.297,850,estimates,1951
18_23,8.431,850,estimates,1951
15_24,14.967,850,estimates,1951
15_49,42.851,850,estimates,1951
15_59,50.223,850,estimates,1951
15_64,53.573,850,estimates,1951
20_64,45.141,850,estimates,1951
20_69,48.078,850,estimates,1951
25_49,27.884,850,estimates,1951
25_64,38.606,850,estimates,1951
25_69,41.543,850,estimates,1951
15plus,61.153,850,estimates,1951
