agebroad,percentagetotalpopulation,country,variant,year
0_1,4.356,100,estimates,1950
0_4,10.109,100,estimates,1950
0_14,26.783,100,estimates,1950
0_17,32.347,100,estimates,1950
0_19,36.188,100,estimates,1950
0_24,45.704,100,estimates,1950
3_4,3.745,100,estimates,1950
3_5,5.51,100,estimates,1950
3_6,7.222,100,estimates,1950
4_5,3.598,100,estimates,1950
4_6,5.309,100,estimates,1950
5_14,16.674,100,estimates,1950
5_10,10.029,100,estimates,1950
5_11,11.64,100,estimates,1950
6_9,6.647,100,estimates,1950
6_10,8.263,100,estimates,1950
6_11,9.875,100,estimates,1950
6_12,11.504,100,estimates,1950
7_10,6.552,100,estimates,1950
7_12,9.792,100,estimates,1950
11_16,10.3,100,estimates,1950
11_17,12.209,100,estimates,1950
11_18,14.133,100,estimates,1950
12_14,5.033,100,estimates,1950
12_16,8.688,100,estimates,1950
12_17,10.597,100,estimates,1950
12_18,12.522,100,estimates,1950
13_17,8.969,100,estimates,1950
13_18,10.893,100,estimates,1950
13_19,12.81,100,estimates,1950
15_17,5.564,100,estimates,1950
18_23,11.42,100,estimates,1950
15_24,18.922,100,estimates,1950
15_49,54.517,100,estimates,1950
15_59,63.053,100,estimates,1950
15_64,66.487,100,estimates,1950
20_64,57.082,100,estimates,1950
20_69,59.95,100,estimates,1950
25_49,35.595,100,estimates,1950
25_64,47.566,100,estimates,1950
25_69,50.434,100,estimates,1950
15plus,73.217,100,estimates,1950
16plus,71.423,100,estimates,1950
17plus,69.562,100,estimates,1950
18plus,67.653,100,estimates,1950
20plus,63.812,100,estimates,1950
21plus,61.904,100,estimates,1950
25plus,54.296,100,estimates,1950
50plus,18.701,100,estimates,1950
60plus,10.164,100,estimates,1950
65plus,6.73,100,estimates,1950
70plus,3.862,100,estimates,1950
75plus,1.846,100,estimates,1950
80plus,0.685,100,estimates,1950
85plus,0.235,100,estimates,1950
90plus,0.054,100,estimates,1950
total,100,100,estimates,1950
0_1,4.223,100,estimates,1951
0_4,10.175,100,estimates,1951
0_14,26.726,100,estimates,1951
0_17,32.036,100,estimates,1951
0_19,35.814,100,estimates,1951
0_24,45.17,100,estimates,1951
3_4,3.875,100,estimates,1951
3_5,5.692,100,estimates,1951
3_6,7.44,100,estimates,1951
4_5,3.711,100,estimates,1951
4_6,5.459,100,estimates,1951
5_14,16.551,100,estimates,1951
5_10,10.114,100,estimates,1951
5_11,11.707,100,estimates,1951
6_9,6.695,100,estimates,1951
6_10,8.297,100,estimates,1951
6_11,9.891,100,estimates,1951
6_12,11.48,100,estimates,1951
7_10,6.548,100,estimates,1951
7_12,9.732,100,estimates,1951
11_16,9.913,100,estimates,1951
11_17,11.748,100,estimates,1951
11_18,13.629,100,estimates,1951
12_14,4.843,100,estimates,1951
12_16,8.32,100,estimates,1951
12_17,10.154,100,estimates,1951
12_18,12.036,100,estimates,1951
13_17,8.565,100,estimates,1951
13_18,10.446,100,estimates,1951
13_19,12.343,100,estimates,1951
15_17,5.311,100,estimates,1951
18_23,11.258,100,estimates,1951
15_24,18.444,100,estimates,1951
15_49,54.278,100,estimates,1951
15_59,63.031,100,estimates,1951
15_64,66.394,100,estimates,1951
20_64,57.306,100,estimates,1951
20_69,60.179,100,estimates,1951
25_49,35.834,100,estimates,1951
25_64,47.95,100,estimates,1951
25_69,50.824,100,estimates,1951
15plus,73.274,100,estimates,1951
16plus,71.567,100,estimates,1951
17plus,69.798,100,estimates,1951
18plus,67.964,100,estimates,1951
20plus,64.186,100,estimates,1951
21plus,62.297,100,estimates,1951
25plus,54.83,100,estimates,1951
50plus,18.997,100,estimates,1951
60plus,10.243,100,estimates,1951
65plus,6.88,100,estimates,1951
70plus,4.007,100,estimates,1951
75plus,1.954,100,estimates,1951
80plus,0.749,100,estimates,1951
85plus,0.253,100,estimates,1951
90plus,0.065,100,estimates,1951
total,100,100,estimates,1951
0_1,3.851,100,estimates,1952
0_4,9.977,100,estimates,1952
0_14,26.594,100,estimates,1952
0_17,31.657,100,estimates,1952
0_19,35.327,100,estimates,1952
0_24,44.586,100,estimates,1952
3_4,4.001,100,estimates,1952
3_5,5.88,100,estimates,1952
3_6,7.686,100,estimates,1952
4_5,3.839,100,estimates,1952
4_6,5.644,100,estimates,1952
5_14,16.617,100,estimates,1952
5_10,10.303,100,estimates,1952
5_11,11.885,100,estimates,1952
6_9,6.831,100,estimates,1952
6_10,8.423,100,estimates,1952
6_11,10.005,100,estimates,1952
6_12,11.581,100,estimates,1952
7_10,6.618,100,estimates,1952
7_12,9.775,100,estimates,1952
11_16,9.629,100,estimates,1952
11_17,11.376,100,estimates,1952
11_18,13.188,100,estimates,1952
12_14,4.732,100,estimates,1952
12_16,8.047,100,estimates,1952
12_17,9.794,100,estimates,1952
12_18,11.606,100,estimates,1952
13_17,8.219,100,estimates,1952
13_18,10.031,100,estimates,1952
13_19,11.89,100,estimates,1952
15_17,5.063,100,estimates,1952
18_23,11.1,100,estimates,1952
15_24,17.991,100,estimates,1952
15_49,54.055,100,estimates,1952
15_59,63.093,100,estimates,1952
15_64,66.376,100,estimates,1952
20_64,57.643,100,estimates,1952
20_69,60.528,100,estimates,1952
25_49,36.064,100,estimates,1952
25_64,48.384,100,estimates,1952
25_69,51.27,100,estimates,1952
15plus,73.406,100,estimates,1952
16plus,71.777,100,estimates,1952
17plus,70.09,100,estimates,1952
18plus,68.343,100,estimates,1952
20plus,64.673,100,estimates,1952
21plus,62.8,100,estimates,1952
25plus,55.414,100,estimates,1952
50plus,19.35,100,estimates,1952
60plus,10.313,100,estimates,1952
65plus,7.03,100,estimates,1952
70plus,4.145,100,estimates,1952
75plus,2.051,100,estimates,1952
80plus,0.807,100,estimates,1952
85plus,0.265,100,estimates,1952
90plus,0.075,100,estimates,1952
total,100,100,estimates,1952
0_1,3.682,100,estimates,1953
0_4,9.727,100,estimates,1953
0_14,26.535,100,estimates,1953
0_17,31.376,100,estimates,1953
0_19,34.891,100,estimates,1953
0_24,44.062,100,estimates,1953
3_4,4.079,100,estimates,1953
3_5,6.016,100,estimates,1953
3_6,7.881,100,estimates,1953
4_5,3.944,100,estimates,1953
4_6,5.809,100,estimates,1953
5_14,16.807,100,estimates,1953
5_10,10.567,100,estimates,1953
5_11,12.137,100,estimates,1953
6_9,7.032,100,estimates,1953
6_10,8.63,100,estimates,1953
6_11,10.199,100,estimates,1953
6_12,11.762,100,estimates,1953
7_10,6.764,100,estimates,1953
7_12,9.897,100,estimates,1953
11_16,9.416,100,estimates,1953
11_17,11.083,100,estimates,1953
11_18,12.808,100,estimates,1953
12_14,4.671,100,estimates,1953
12_16,7.846,100,estimates,1953
12_17,9.513,100,estimates,1953
12_18,11.238,100,estimates,1953
13_17,7.95,100,estimates,1953
13_18,9.675,100,estimates,1953
13_19,11.465,100,estimates,1953
15_17,4.842,100,estimates,1953
18_23,10.874,100,estimates,1953
15_24,17.527,100,estimates,1953
15_49,53.746,100,estimates,1953
15_59,63.095,100,estimates,1953
15_64,66.305,100,estimates,1953
20_64,57.949,100,estimates,1953
20_69,60.842,100,estimates,1953
25_49,36.218,100,estimates,1953
25_64,48.778,100,estimates,1953
25_69,51.671,100,estimates,1953
15plus,73.465,100,estimates,1953
16plus,71.899,100,estimates,1953
17plus,70.29,100,estimates,1953
18plus,68.624,100,estimates,1953
20plus,65.109,100,estimates,1953
21plus,63.273,100,estimates,1953
25plus,55.938,100,estimates,1953
50plus,19.72,100,estimates,1953
60plus,10.37,100,estimates,1953
65plus,7.16,100,estimates,1953
70plus,4.267,100,estimates,1953
75plus,2.131,100,estimates,1953
80plus,0.853,100,estimates,1953
85plus,0.273,100,estimates,1953
90plus,0.081,100,estimates,1953
total,100,100,estimates,1953
0_1,3.56,100,estimates,1954
0_4,9.493,100,estimates,1954
0_14,26.55,100,estimates,1954
0_17,31.217,100,estimates,1954
0_19,34.565,100,estimates,1954
0_24,43.594,100,estimates,1954
3_4,4,100,estimates,1954
3_5,5.971,100,estimates,1954
3_6,7.885,100,estimates,1954
4_5,3.989,100,estimates,1954
4_6,5.903,100,estimates,1954
5_14,17.057,100,estimates,1954
5_10,10.856,100,estimates,1954
5_11,12.43,100,estimates,1954
6_9,7.253,100,estimates,1954
6_10,8.885,100,estimates,1954
6_11,10.459,100,estimates,1954
6_12,12.005,100,estimates,1954
7_10,6.971,100,estimates,1954
7_12,10.091,100,estimates,1954
11_16,9.279,100,estimates,1954
11_17,10.867,100,estimates,1954
11_18,12.512,100,estimates,1954
12_14,4.627,100,estimates,1954
12_16,7.706,100,estimates,1954
12_17,9.293,100,estimates,1954
12_18,10.939,100,estimates,1954
13_17,7.747,100,estimates,1954
13_18,9.392,100,estimates,1954
13_19,11.095,100,estimates,1954
15_17,4.667,100,estimates,1954
18_23,10.569,100,estimates,1954
15_24,17.044,100,estimates,1954
15_49,53.352,100,estimates,1954
15_59,63.013,100,estimates,1954
15_64,66.192,100,estimates,1954
20_64,58.177,100,estimates,1954
20_69,61.065,100,estimates,1954
25_49,36.309,100,estimates,1954
25_64,49.148,100,estimates,1954
25_69,52.036,100,estimates,1954
15plus,73.45,100,estimates,1954
16plus,71.918,100,estimates,1954
17plus,70.371,100,estimates,1954
18plus,68.783,100,estimates,1954
20plus,65.435,100,estimates,1954
21plus,63.668,100,estimates,1954
25plus,56.406,100,estimates,1954
50plus,20.098,100,estimates,1954
60plus,10.436,100,estimates,1954
65plus,7.258,100,estimates,1954
70plus,4.37,100,estimates,1954
75plus,2.197,100,estimates,1954
80plus,0.884,100,estimates,1954
85plus,0.278,100,estimates,1954
90plus,0.083,100,estimates,1954
total,100,100,estimates,1954
0_1,3.479,100,estimates,1955
0_4,9.29,100,estimates,1955
0_14,26.586,100,estimates,1955
0_17,31.144,100,estimates,1955
0_19,34.335,100,estimates,1955
0_24,43.141,100,estimates,1955
3_4,3.916,100,estimates,1955
3_5,5.88,100,estimates,1955
3_6,7.816,100,estimates,1955
4_5,3.932,100,estimates,1955
4_6,5.869,100,estimates,1955
5_14,17.297,100,estimates,1955
5_10,11.088,100,estimates,1955
5_11,12.7,100,estimates,1955
6_9,7.43,100,estimates,1955
6_10,9.124,100,estimates,1955
6_11,10.736,100,estimates,1955
6_12,12.287,100,estimates,1955
7_10,7.188,100,estimates,1955
7_12,10.35,100,estimates,1955
11_16,9.239,100,estimates,1955
11_17,10.766,100,estimates,1955
11_18,12.334,100,estimates,1955
12_14,4.597,100,estimates,1955
12_16,7.627,100,estimates,1955
12_17,9.154,100,estimates,1955
12_18,10.721,100,estimates,1955
13_17,7.604,100,estimates,1955
13_18,9.171,100,estimates,1955
13_19,10.795,100,estimates,1955
15_17,4.558,100,estimates,1955
18_23,10.204,100,estimates,1955
15_24,16.555,100,estimates,1955
15_49,52.923,100,estimates,1955
15_59,62.882,100,estimates,1955
15_64,66.09,100,estimates,1955
20_64,58.341,100,estimates,1955
20_69,61.208,100,estimates,1955
25_49,36.368,100,estimates,1955
25_64,49.535,100,estimates,1955
25_69,52.402,100,estimates,1955
15plus,73.414,100,estimates,1955
16plus,71.896,100,estimates,1955
17plus,70.383,100,estimates,1955
18plus,68.856,100,estimates,1955
20plus,65.665,100,estimates,1955
21plus,63.984,100,estimates,1955
25plus,56.859,100,estimates,1955
50plus,20.491,100,estimates,1955
60plus,10.532,100,estimates,1955
65plus,7.324,100,estimates,1955
70plus,4.457,100,estimates,1955
75plus,2.251,100,estimates,1955
80plus,0.901,100,estimates,1955
85plus,0.278,100,estimates,1955
90plus,0.077,100,estimates,1955
total,100,100,estimates,1955
0_1,3.346,100,estimates,1956
0_4,8.915,100,estimates,1956
0_14,26.471,100,estimates,1956
0_17,30.98,100,estimates,1956
0_19,34.043,100,estimates,1956
0_24,42.592,100,estimates,1956
3_4,3.779,100,estimates,1956
3_5,5.713,100,estimates,1956
3_6,7.646,100,estimates,1956
4_5,3.846,100,estimates,1956
4_6,5.78,100,estimates,1956
5_14,17.556,100,estimates,1956
5_10,11.238,100,estimates,1956
5_11,12.916,100,estimates,1956
6_9,7.551,100,estimates,1956
6_10,9.304,100,estimates,1956
6_11,10.982,100,estimates,1956
6_12,12.579,100,estimates,1956
7_10,7.371,100,estimates,1956
7_12,10.645,100,estimates,1956
11_16,9.328,100,estimates,1956
11_17,10.826,100,estimates,1956
11_18,12.338,100,estimates,1956
12_14,4.64,100,estimates,1956
12_16,7.65,100,estimates,1956
12_17,9.148,100,estimates,1956
12_18,10.66,100,estimates,1956
13_17,7.552,100,estimates,1956
13_18,9.064,100,estimates,1956
13_19,10.616,100,estimates,1956
15_17,4.509,100,estimates,1956
18_23,9.83,100,estimates,1956
