agebroad,percentagetotalpopulation,country,variant,year
0_1,4.397,705,estimates,1950
0_4,10.115,705,estimates,1950
0_14,27.5,705,estimates,1950
0_17,32.989,705,estimates,1950
0_19,36.705,705,estimates,1950
0_24,45.808,705,estimates,1950
3_4,3.72,705,estimates,1950
3_5,5.486,705,estimates,1950
3_6,7.214,705,estimates,1950
4_5,3.588,705,estimates,1950
4_6,5.316,705,estimates,1950
5_14,17.385,705,estimates,1950
5_10,10.316,705,estimates,1950
5_11,12.052,705,estimates,1950
6_9,6.835,705,estimates,1950
6_10,8.55,705,estimates,1950
6_11,10.286,705,estimates,1950
6_12,12.046,705,estimates,1950
7_10,6.821,705,estimates,1950
7_12,10.317,705,estimates,1950
11_16,10.714,705,estimates,1950
11_17,12.559,705,estimates,1950
11_18,14.415,705,estimates,1950
12_14,5.333,705,estimates,1950
12_16,8.977,705,estimates,1950
12_17,10.822,705,estimates,1950
12_18,12.678,705,estimates,1950
13_17,9.063,705,estimates,1950
13_18,10.919,705,estimates,1950
13_19,12.779,705,estimates,1950
15_17,5.489,705,estimates,1950
18_23,11.061,705,estimates,1950
15_24,18.308,705,estimates,1950
15_49,51.843,705,estimates,1950
15_59,61.965,705,estimates,1950
15_64,65.488,705,estimates,1950
20_64,56.283,705,estimates,1950
20_69,59.066,705,estimates,1950
25_49,33.535,705,estimates,1950
25_64,47.18,705,estimates,1950
25_69,49.963,705,estimates,1950
15plus,72.5,705,estimates,1950
16plus,70.687,705,estimates,1950
17plus,68.856,705,estimates,1950
18plus,67.011,705,estimates,1950
20plus,63.295,705,estimates,1950
21plus,61.436,705,estimates,1950
25plus,54.192,705,estimates,1950
50plus,20.657,705,estimates,1950
60plus,10.535,705,estimates,1950
65plus,7.012,705,estimates,1950
70plus,4.229,705,estimates,1950
75plus,2.348,705,estimates,1950
80plus,1.011,705,estimates,1950
85plus,0.351,705,estimates,1950
90plus,0.082,705,estimates,1950
total,100,705,estimates,1950
0_1,4.347,705,estimates,1951
0_4,10.319,705,estimates,1951
0_14,27.565,705,estimates,1951
0_17,32.925,705,estimates,1951
0_19,36.567,705,estimates,1951
0_24,45.627,705,estimates,1951
3_4,3.879,705,estimates,1951
3_5,5.699,705,estimates,1951
3_6,7.459,705,estimates,1951
4_5,3.714,705,estimates,1951
4_6,5.474,705,estimates,1951
5_14,17.246,705,estimates,1951
5_10,10.34,705,estimates,1951
5_11,12.036,705,estimates,1951
6_9,6.838,705,estimates,1951
