agebroad,percentagetotalpopulation,country,variant,year
"Region, subregion, country or area *",Republic of Moldova,498,estimates,1950
0_1,3.772,498,estimates,1950
0_4,8.658,498,estimates,1950
0_14,28.082,498,estimates,1950
0_17,33.869,498,estimates,1950
0_19,37.626,498,estimates,1950
0_24,47.227,498,estimates,1950
3_4,3.208,498,estimates,1950
3_5,4.822,498,estimates,1950
3_6,6.486,498,estimates,1950
4_5,3.209,498,estimates,1950
4_6,4.872,498,estimates,1950
5_14,19.424,498,estimates,1950
5_10,10.774,498,estimates,1950
5_11,12.924,498,estimates,1950
6_9,7.137,498,estimates,1950
6_10,9.16,498,estimates,1950
6_11,11.31,498,estimates,1950
6_12,13.527,498,estimates,1950
7_10,7.496,498,estimates,1950
7_12,11.864,498,estimates,1950
11_16,12.58,498,estimates,1950
11_17,14.437,498,estimates,1950
11_18,16.296,498,estimates,1950
12_14,6.5,498,estimates,1950
12_16,10.429,498,estimates,1950
12_17,12.287,498,estimates,1950
12_18,14.146,498,estimates,1950
13_17,10.07,498,estimates,1950
13_18,11.929,498,estimates,1950
13_19,13.827,498,estimates,1950
15_17,5.787,498,estimates,1950
18_23,11.471,498,estimates,1950
15_24,19.145,498,estimates,1950
15_49,53.101,498,estimates,1950
15_59,60.675,498,estimates,1950
15_64,64.199,498,estimates,1950
20_64,54.655,498,estimates,1950
20_69,57.559,498,estimates,1950
25_49,33.956,498,estimates,1950
25_64,45.054,498,estimates,1950
25_69,47.959,498,estimates,1950
15plus,71.918,498,estimates,1950
16plus,69.906,498,estimates,1950
17plus,67.989,498,estimates,1950
18plus,66.131,498,estimates,1950
20plus,62.374,498,estimates,1950
21plus,60.454,498,estimates,1950
25plus,52.773,498,estimates,1950
50plus,18.817,498,estimates,1950
60plus,11.243,498,estimates,1950
65plus,7.719,498,estimates,1950
70plus,4.815,498,estimates,1950
75plus,2.601,498,estimates,1950
80plus,1.092,498,estimates,1950
85plus,0.455,498,estimates,1950
90plus,0.144,498,estimates,1950
total,100,498,estimates,1950
"Region, subregion, country or area *",Republic of Moldova,498,estimates,1951
0_1,4.323,498,estimates,1951
0_4,9.351,498,estimates,1951
0_14,28.057,498,estimates,1951
0_17,34.005,498,estimates,1951
0_19,37.671,498,estimates,1951
0_24,47.146,498,estimates,1951
3_4,3.259,498,estimates,1951
3_5,4.842,498,estimates,1951
3_6,6.442,498,estimates,1951
4_5,3.182,498,estimates,1951
4_6,4.782,498,estimates,1951
5_14,18.706,498,estimates,1951
5_10,10.23,498,estimates,1951
5_11,12.229,498,estimates,1951
6_9,6.755,498,estimates,1951
6_10,8.648,498,estimates,1951
6_11,10.647,498,estimates,1951
6_12,12.772,498,estimates,1951
7_10,7.048,498,estimates,1951
7_12,11.172,498,estimates,1951
11_16,12.531,498,estimates,1951
11_17,14.424,498,estimates,1951
11_18,16.256,498,estimates,1951
12_14,6.476,498,estimates,1951
12_16,10.532,498,estimates,1951
12_17,12.424,498,estimates,1951
12_18,14.257,498,estimates,1951
13_17,10.3,498,estimates,1951
13_18,12.132,498,estimates,1951
13_19,13.966,498,estimates,1951
15_17,5.948,498,estimates,1951
18_23,11.248,498,estimates,1951
15_24,19.09,498,estimates,1951
15_49,53.236,498,estimates,1951
15_59,60.926,498,estimates,1951
15_64,64.284,498,estimates,1951
20_64,54.67,498,estimates,1951
20_69,57.543,498,estimates,1951
25_49,34.147,498,estimates,1951
25_64,45.195,498,estimates,1951
25_69,48.067,498,estimates,1951
15plus,71.943,498,estimates,1951
16plus,69.874,498,estimates,1951
17plus,67.888,498,estimates,1951
18plus,65.995,498,estimates,1951
20plus,62.329,498,estimates,1951
21plus,60.457,498,estimates,1951
25plus,52.854,498,estimates,1951
50plus,18.707,498,estimates,1951
60plus,11.017,498,estimates,1951
65plus,7.659,498,estimates,1951
70plus,4.786,498,estimates,1951
75plus,2.614,498,estimates,1951
80plus,1.115,498,estimates,1951
85plus,0.443,498,estimates,1951
90plus,0.147,498,estimates,1951
total,100,498,estimates,1951
"Region, subregion, country or area *",Republic of Moldova,498,estimates,1952
0_1,4.974,498,estimates,1952
0_4,10.24,498,estimates,1952
0_14,28.132,498,estimates,1952
0_17,34.254,498,estimates,1952
0_19,37.919,498,estimates,1952
0_24,47.177,498,estimates,1952
3_4,3.375,498,estimates,1952
3_5,4.957,498,estimates,1952
3_6,6.522,498,estimates,1952
4_5,3.219,498,estimates,1952
4_6,4.784,498,estimates,1952
5_14,17.892,498,estimates,1952
5_10,9.804,498,estimates,1952
5_11,11.669,498,estimates,1952
6_9,6.453,498,estimates,1952
6_10,8.223,498,estimates,1952
6_11,10.088,498,estimates,1952
6_12,12.058,498,estimates,1952
7_10,6.657,498,estimates,1952
7_12,10.492,498,estimates,1952
11_16,12.254,498,estimates,1952
11_17,14.209,498,estimates,1952
11_18,16.072,498,estimates,1952
12_14,6.223,498,estimates,1952
12_16,10.389,498,estimates,1952
12_17,12.345,498,estimates,1952
12_18,14.207,498,estimates,1952
13_17,10.375,498,estimates,1952
13_18,12.237,498,estimates,1952
13_19,14.04,498,estimates,1952
15_17,6.122,498,estimates,1952
18_23,11.045,498,estimates,1952
15_24,19.045,498,estimates,1952
