agebroad,percentagetotalpopulation,country,variant,year
"Region, subregion, country or area *",Brunei Darussalam,96,estimates,1950
0_1,5.873,96,estimates,1950
0_4,13.902,96,estimates,1950
0_14,36.418,96,estimates,1950
0_17,42.264,96,estimates,1950
0_19,45.955,96,estimates,1950
0_24,54.499,96,estimates,1950
3_4,5.258,96,estimates,1950
3_5,7.764,96,estimates,1950
3_6,10.2,96,estimates,1950
4_5,5.092,96,estimates,1950
4_6,7.527,96,estimates,1950
5_14,22.516,96,estimates,1950
5_10,14.102,96,estimates,1950
5_11,16.273,96,estimates,1950
6_9,9.383,96,estimates,1950
6_10,11.596,96,estimates,1950
6_11,13.766,96,estimates,1950
6_12,15.893,96,estimates,1950
7_10,9.16,96,estimates,1950
7_12,13.458,96,estimates,1950
11_16,12.354,96,estimates,1950
11_17,14.26,96,estimates,1950
11_18,16.127,96,estimates,1950
12_14,6.244,96,estimates,1950
12_16,10.183,96,estimates,1950
12_17,12.089,96,estimates,1950
12_18,13.956,96,estimates,1950
13_17,9.962,96,estimates,1950
13_18,11.829,96,estimates,1950
13_19,13.654,96,estimates,1950
15_17,5.846,96,estimates,1950
18_23,10.602,96,estimates,1950
15_24,18.081,96,estimates,1950
15_49,48.611,96,estimates,1950
15_59,55.995,96,estimates,1950
15_64,58.69,96,estimates,1950
20_64,49.153,96,estimates,1950
20_69,51.18,96,estimates,1950
25_49,30.531,96,estimates,1950
25_64,40.61,96,estimates,1950
25_69,42.637,96,estimates,1950
15plus,63.582,96,estimates,1950
16plus,61.59,96,estimates,1950
17plus,59.643,96,estimates,1950
18plus,57.736,96,estimates,1950
20plus,54.045,96,estimates,1950
21plus,52.259,96,estimates,1950
25plus,45.501,96,estimates,1950
50plus,14.971,96,estimates,1950
60plus,7.587,96,estimates,1950
65plus,4.892,96,estimates,1950
70plus,2.865,96,estimates,1950
75plus,1.479,96,estimates,1950
80plus,0.735,96,estimates,1950
85plus,0.225,96,estimates,1950
90plus,0.05,96,estimates,1950
total,100,96,estimates,1950
"Region, subregion, country or area *",Brunei Darussalam,96,estimates,1951
0_1,7.025,96,estimates,1951
0_4,14.89,96,estimates,1951
0_14,36.84,96,estimates,1951
0_17,42.617,96,estimates,1951
0_19,46.296,96,estimates,1951
0_24,54.92,96,estimates,1951
3_4,5.122,96,estimates,1951
3_5,7.545,96,estimates,1951
3_6,9.902,96,estimates,1951
4_5,4.931,96,estimates,1951
4_6,7.288,96,estimates,1951
5_14,21.95,96,estimates,1951
5_10,13.722,96,estimates,1951
5_11,15.836,96,estimates,1951
6_9,9.142,96,estimates,1951
6_10,11.299,96,estimates,1951
6_11,13.412,96,estimates,1951
6_12,15.488,96,estimates,1951
7_10,8.942,96,estimates,1951
7_12,13.132,96,estimates,1951
11_16,12.115,96,estimates,1951
11_17,14.005,96,estimates,1951
11_18,15.861,96,estimates,1951
12_14,6.114,96,estimates,1951
12_16,10.002,96,estimates,1951
12_17,11.891,96,estimates,1951
12_18,13.748,96,estimates,1951
