agebroad,percentagetotalpopulation,country,variant,year
"Region, subregion, country or area *",Italy,380,estimates,1950
0_1,4.145,380,estimates,1950
0_4,9.424,380,estimates,1950
0_14,26.696,380,estimates,1950
0_17,31.937,380,estimates,1950
0_19,35.383,380,estimates,1950
0_24,43.965,380,estimates,1950
3_4,3.431,380,estimates,1950
3_5,5.078,380,estimates,1950
3_6,6.712,380,estimates,1950
4_5,3.33,380,estimates,1950
4_6,4.964,380,estimates,1950
5_14,17.273,380,estimates,1950
5_10,10.019,380,estimates,1950
5_11,11.816,380,estimates,1950
6_9,6.633,380,estimates,1950
6_10,8.372,380,estimates,1950
6_11,10.17,380,estimates,1950
6_12,12.003,380,estimates,1950
7_10,6.738,380,estimates,1950
7_12,10.369,380,estimates,1950
11_16,10.769,380,estimates,1950
11_17,12.495,380,estimates,1950
11_18,14.216,380,estimates,1950
12_14,5.456,380,estimates,1950
12_16,8.971,380,estimates,1950
12_17,10.697,380,estimates,1950
12_18,12.418,380,estimates,1950
13_17,8.864,380,estimates,1950
13_18,10.585,380,estimates,1950
13_19,12.31,380,estimates,1950
15_17,5.241,380,estimates,1950
18_23,10.297,380,estimates,1950
15_24,17.269,380,estimates,1950
15_49,51.644,380,estimates,1950
15_59,61.275,380,estimates,1950
15_64,65.213,380,estimates,1950
20_64,56.526,380,estimates,1950
20_69,59.718,380,estimates,1950
25_49,34.375,380,estimates,1950
25_64,47.944,380,estimates,1950
25_69,51.136,380,estimates,1950
15plus,73.304,380,estimates,1950
16plus,71.533,380,estimates,1950
17plus,69.789,380,estimates,1950
18plus,68.063,380,estimates,1950
20plus,64.617,380,estimates,1950
21plus,62.896,380,estimates,1950
25plus,56.035,380,estimates,1950
50plus,21.659,380,estimates,1950
60plus,12.029,380,estimates,1950
65plus,8.091,380,estimates,1950
70plus,4.899,380,estimates,1950
75plus,2.517,380,estimates,1950
80plus,1.045,380,estimates,1950
85plus,0.312,380,estimates,1950
90plus,0.055,380,estimates,1950
total,100,380,estimates,1950
"Region, subregion, country or area *",Italy,380,estimates,1951
0_1,3.932,380,estimates,1951
0_4,9.467,380,estimates,1951
0_14,26.444,380,estimates,1951
0_17,31.676,380,estimates,1951
0_19,35.069,380,estimates,1951
0_24,43.518,380,estimates,1951
3_4,3.584,380,estimates,1951
3_5,5.271,380,estimates,1951
3_6,6.915,380,estimates,1951
4_5,3.435,380,estimates,1951
4_6,5.08,380,estimates,1951
5_14,16.977,380,estimates,1951
5_10,9.873,380,estimates,1951
5_11,11.591,380,estimates,1951
6_9,6.514,380,estimates,1951
6_10,8.187,380,estimates,1951
6_11,9.905,380,estimates,1951
6_12,11.68,380,estimates,1951
7_10,6.542,380,estimates,1951
7_12,10.035,380,estimates,1951
11_16,10.619,380,estimates,1951
11_17,12.336,380,estimates,1951
11_18,14.035,380,estimates,1951
12_14,5.386,380,estimates,1951
12_16,8.901,380,estimates,1951
12_17,10.618,380,estimates,1951
12_18,12.317,380,estimates,1951
13_17,8.843,380,estimates,1951
13_18,10.542,380,estimates,1951
13_19,12.236,380,estimates,1951
15_17,5.232,380,estimates,1951
18_23,10.15,380,estimates,1951
15_24,17.074,380,estimates,1951
15_49,51.642,380,estimates,1951
15_59,61.376,380,estimates,1951
15_64,65.32,380,estimates,1951
20_64,56.695,380,estimates,1951
20_69,59.918,380,estimates,1951
25_49,34.568,380,estimates,1951
25_64,48.246,380,estimates,1951
25_69,51.469,380,estimates,1951
15plus,73.556,380,estimates,1951
16plus,71.786,380,estimates,1951
17plus,70.042,380,estimates,1951
18plus,68.324,380,estimates,1951
20plus,64.931,380,estimates,1951
21plus,63.233,380,estimates,1951
25plus,56.482,380,estimates,1951
50plus,21.914,380,estimates,1951
60plus,12.18,380,estimates,1951
65plus,8.236,380,estimates,1951
70plus,5.014,380,estimates,1951
75plus,2.608,380,estimates,1951
80plus,1.104,380,estimates,1951
85plus,0.347,380,estimates,1951
90plus,0.067,380,estimates,1951
total,100,380,estimates,1951
"Region, subregion, country or area *",Italy,380,estimates,1952
0_1,3.35,380,estimates,1952
0_4,9.137,380,estimates,1952
0_14,25.958,380,estimates,1952
