agebroad,percentagetotalpopulation,country,variant,year
0_1,6.169,51,estimates,1950
0_4,11.109,51,estimates,1950
0_14,33.26,51,estimates,1950
0_17,39.986,51,estimates,1950
0_19,44.324,51,estimates,1950
0_24,56.035,51,estimates,1950
3_4,2.939,51,estimates,1950
3_5,4.23,51,estimates,1950
3_6,5.589,51,estimates,1950
4_5,2.648,51,estimates,1950
4_6,4.007,51,estimates,1950
5_14,22.151,51,estimates,1950
5_10,10.434,51,estimates,1950
5_11,13.29,51,estimates,1950
6_9,6.726,51,estimates,1950
6_10,9.143,51,estimates,1950
6_11,11.998,51,estimates,1950
6_12,15.099,51,estimates,1950
7_10,7.784,51,estimates,1950
7_12,13.74,51,estimates,1950
11_16,16.407,51,estimates,1950
11_17,18.443,51,estimates,1950
11_18,20.526,51,estimates,1950
12_14,8.861,51,estimates,1950
12_16,13.552,51,estimates,1950
12_17,15.587,51,estimates,1950
12_18,17.671,51,estimates,1950
13_17,12.487,51,estimates,1950
13_18,14.57,51,estimates,1950
13_19,16.825,51,estimates,1950
15_17,6.726,51,estimates,1950
18_23,14.075,51,estimates,1950
15_24,22.775,51,estimates,1950
15_49,48.142,51,estimates,1950
15_59,54.449,51,estimates,1950
15_64,58.399,51,estimates,1950
20_64,47.335,51,estimates,1950
20_69,50.462,51,estimates,1950
25_49,25.367,51,estimates,1950
25_64,35.624,51,estimates,1950
25_69,38.752,51,estimates,1950
15plus,66.74,51,estimates,1950
16plus,64.252,51,estimates,1950
17plus,62.05,51,estimates,1950
18plus,60.014,51,estimates,1950
20plus,55.676,51,estimates,1950
21plus,53.293,51,estimates,1950
25plus,43.965,51,estimates,1950
50plus,18.598,51,estimates,1950
60plus,12.291,51,estimates,1950
65plus,8.341,51,estimates,1950
70plus,5.213,51,estimates,1950
75plus,2.768,51,estimates,1950
80plus,1.205,51,estimates,1950
85plus,0.466,51,estimates,1950
90plus,0.132,51,estimates,1950
total,100,51,estimates,1950
0_1,6.495,51,estimates,1951
0_4,12.649,51,estimates,1951
0_14,33.03,51,estimates,1951
0_17,40.285,51,estimates,1951
0_19,44.309,51,estimates,1951
0_24,56.003,51,estimates,1951
3_4,3.618,51,estimates,1951
3_5,5.03,51,estimates,1951
3_6,6.357,51,estimates,1951
4_5,3.038,51,estimates,1951
4_6,4.365,51,estimates,1951
5_14,20.381,51,estimates,1951
5_10,9.26,51,estimates,1951
5_11,11.621,51,estimates,1951
6_9,5.839,51,estimates,1951
6_10,7.848,51,estimates,1951
6_11,10.208,51,estimates,1951
6_12,12.995,51,estimates,1951
7_10,6.521,51,estimates,1951
7_12,11.668,51,estimates,1951
11_16,16.224,51,estimates,1951
11_17,18.375,51,estimates,1951
11_18,20.364,51,estimates,1951
12_14,8.76,51,estimates,1951
12_16,13.864,51,estimates,1951
12_17,16.015,51,estimates,1951
12_18,18.004,51,estimates,1951
13_17,13.228,51,estimates,1951
13_18,15.217,51,estimates,1951
13_19,17.252,51,estimates,1951
15_17,7.255,51,estimates,1951
18_23,13.462,51,estimates,1951
15_24,22.973,51,estimates,1951
15_49,48.741,51,estimates,1951
15_59,55.016,51,estimates,1951
15_64,58.667,51,estimates,1951
20_64,47.387,51,estimates,1951
20_69,50.51,51,estimates,1951
25_49,25.768,51,estimates,1951
25_64,35.694,51,estimates,1951
25_69,38.817,51,estimates,1951
15plus,66.97,51,estimates,1951
16plus,64.297,51,estimates,1951
17plus,61.867,51,estimates,1951
18plus,59.715,51,estimates,1951
20plus,55.691,51,estimates,1951
21plus,53.49,51,estimates,1951
25plus,43.997,51,estimates,1951
50plus,18.23,51,estimates,1951
60plus,11.954,51,estimates,1951
65plus,8.304,51,estimates,1951
70plus,5.181,51,estimates,1951
75plus,2.795,51,estimates,1951
80plus,1.239,51,estimates,1951
85plus,0.478,51,estimates,1951
90plus,0.142,51,estimates,1951
total,100,51,estimates,1951
0_1,5.823,51,estimates,1952
0_4,13.32,51,estimates,1952
0_14,32.208,51,estimates,1952
0_17,40.11,51,estimates,1952
0_19,44.178,51,estimates,1952
0_24,55.431,51,estimates,1952
3_4,4.444,51,estimates,1952
3_5,6.116,51,estimates,1952
3_6,7.589,51,estimates,1952
