agebroad,percentagetotalpopulation,country,variant,year
0_1,8.956,646,estimates,1950
0_4,19.253,646,estimates,1950
0_14,43.207,646,estimates,1950
0_17,50.027,646,estimates,1950
0_19,54.49,646,estimates,1950
0_24,64.56,646,estimates,1950
3_4,6.515,646,estimates,1950
3_5,9.368,646,estimates,1950
3_6,12.023,646,estimates,1950
4_5,5.957,646,estimates,1950
4_6,8.612,646,estimates,1950
5_14,23.954,646,estimates,1950
5_10,14.984,646,estimates,1950
5_11,17.231,646,estimates,1950
6_9,9.863,646,estimates,1950
6_10,12.131,646,estimates,1950
6_11,14.377,646,estimates,1950
6_12,16.617,646,estimates,1950
7_10,9.475,646,estimates,1950
7_12,13.962,646,estimates,1950
11_16,13.507,646,estimates,1950
11_17,15.79,646,estimates,1950
11_18,18.047,646,estimates,1950
12_14,6.724,646,estimates,1950
12_16,11.26,646,estimates,1950
12_17,13.544,646,estimates,1950
12_18,15.8,646,estimates,1950
13_17,11.303,646,estimates,1950
13_18,13.56,646,estimates,1950
13_19,15.766,646,estimates,1950
15_17,6.82,646,estimates,1950
18_23,12.706,646,estimates,1950
15_24,21.352,646,estimates,1950
15_49,45.995,646,estimates,1950
15_59,51.761,646,estimates,1950
15_64,54.002,646,estimates,1950
20_64,42.719,646,estimates,1950
20_69,44.179,646,estimates,1950
25_49,24.643,646,estimates,1950
25_64,32.649,646,estimates,1950
25_69,34.11,646,estimates,1950
15plus,56.793,646,estimates,1950
16plus,54.535,646,estimates,1950
17plus,52.256,646,estimates,1950
18plus,49.973,646,estimates,1950
20plus,45.51,646,estimates,1950
21plus,43.353,646,estimates,1950
25plus,35.44,646,estimates,1950
50plus,10.798,646,estimates,1950
60plus,5.032,646,estimates,1950
65plus,2.791,646,estimates,1950
70plus,1.331,646,estimates,1950
75plus,0.588,646,estimates,1950
80plus,0.202,646,estimates,1950
85plus,0.049,646,estimates,1950
90plus,0.008,646,estimates,1950
total,100,646,estimates,1950
0_1,9.009,646,estimates,1951
0_4,19.835,646,estimates,1951
0_14,43.7,646,estimates,1951
0_17,50.226,646,estimates,1951
0_19,54.591,646,estimates,1951
0_24,64.629,646,estimates,1951
3_4,6.848,646,estimates,1951
3_5,9.826,646,estimates,1951
3_6,12.569,646,estimates,1951
4_5,6.236,646,estimates,1951
4_6,8.979,646,estimates,1951
5_14,23.865,646,estimates,1951
5_10,15.201,646,estimates,1951
5_11,17.388,646,estimates,1951
6_9,9.994,646,estimates,1951
6_10,12.224,646,estimates,1951
6_11,14.41,646,estimates,1951
6_12,16.575,646,estimates,1951
7_10,9.481,646,estimates,1951
7_12,13.831,646,estimates,1951
11_16,12.996,646,estimates,1951
11_17,15.189,646,estimates,1951
11_18,17.385,646,estimates,1951
12_14,6.477,646,estimates,1951
12_16,10.81,646,estimates,1951
12_17,13.003,646,estimates,1951
12_18,15.199,646,estimates,1951
13_17,10.839,646,estimates,1951
13_18,13.034,646,estimates,1951
13_19,15.204,646,estimates,1951
15_17,6.526,646,estimates,1951
18_23,12.539,646,estimates,1951
15_24,20.929,646,estimates,1951
15_49,45.636,646,estimates,1951
15_59,51.261,646,estimates,1951
15_64,53.441,646,estimates,1951
20_64,42.55,646,estimates,1951
20_69,44.041,646,estimates,1951
25_49,24.707,646,estimates,1951
25_64,32.512,646,estimates,1951
25_69,34.003,646,estimates,1951
15plus,56.3,646,estimates,1951
16plus,54.14,646,estimates,1951
17plus,51.967,646,estimates,1951
18plus,49.774,646,estimates,1951
20plus,45.409,646,estimates,1951
21plus,43.288,646,estimates,1951
25plus,35.371,646,estimates,1951
50plus,10.663,646,estimates,1951
60plus,5.038,646,estimates,1951
65plus,2.859,646,estimates,1951
70plus,1.368,646,estimates,1951
75plus,0.598,646,estimates,1951
80plus,0.215,646,estimates,1951
85plus,0.055,646,estimates,1951
90plus,0.009,646,estimates,1951
total,100,646,estimates,1951
0_1,8.648,646,estimates,1952
0_4,19.969,646,estimates,1952
0_14,44.043,646,estimates,1952
0_17,50.312,646,estimates,1952
0_19,54.549,646,estimates,1952
0_24,64.524,646,estimates,1952
3_4,7.178,646,estimates,1952
3_5,10.301,646,estimates,1952
3_6,13.168,646,estimates,1952
4_5,6.542,646,estimates,1952
4_6,9.409,646,estimates,1952
5_14,24.075,646,estimates,1952
5_10,15.626,646,estimates,1952
5_11,17.782,646,estimates,1952
6_9,10.287,646,estimates,1952
6_10,12.503,646,estimates,1952
6_11,14.66,646,estimates,1952
6_12,16.775,646,estimates,1952
7_10,9.636,646,estimates,1952
7_12,13.908,646,estimates,1952
11_16,12.619,646,estimates,1952
11_17,14.718,646,estimates,1952
11_18,16.835,646,estimates,1952
12_14,6.292,646,estimates,1952
12_16,10.463,646,estimates,1952
12_17,12.561,646,estimates,1952
12_18,14.679,646,estimates,1952
13_17,10.446,646,estimates,1952
13_18,12.563,646,estimates,1952
13_19,14.683,646,estimates,1952
15_17,6.269,646,estimates,1952
18_23,12.326,646,estimates,1952
15_24,20.481,646,estimates,1952
15_49,45.408,646,estimates,1952
15_59,50.921,646,estimates,1952
15_64,53.026,646,estimates,1952
20_64,42.52,646,estimates,1952
20_69,44.046,646,estimates,1952
25_49,24.927,646,estimates,1952
25_64,32.545,646,estimates,1952
25_69,34.071,646,estimates,1952
15plus,55.957,646,estimates,1952
16plus,53.874,646,estimates,1952
17plus,51.787,646,estimates,1952
18plus,49.688,646,estimates,1952
20plus,45.451,646,estimates,1952
21plus,43.358,646,estimates,1952
25plus,35.476,646,estimates,1952
50plus,10.549,646,estimates,1952
60plus,5.036,646,estimates,1952
65plus,2.93,646,estimates,1952
70plus,1.405,646,estimates,1952
75plus,0.601,646,estimates,1952
80plus,0.223,646,estimates,1952
85plus,0.059,646,estimates,1952
90plus,0.011,646,estimates,1952
total,100,646,estimates,1952
0_1,8.581,646,estimates,1953
0_4,19.94,646,estimates,1953
0_14,44.407,646,estimates,1953
0_17,50.453,646,estimates,1953
0_19,54.527,646,estimates,1953
0_24,64.379,646,estimates,1953
3_4,7.426,646,estimates,1953
3_5,10.683,646,estimates,1953
3_6,13.677,646,estimates,1953
4_5,6.808,646,estimates,1953
4_6,9.802,646,estimates,1953
5_14,24.467,646,estimates,1953
5_10,16.169,646,estimates,1953
5_11,18.308,646,estimates,1953
6_9,10.682,646,estimates,1953
6_10,12.912,646,estimates,1953
6_11,15.051,646,estimates,1953
6_12,17.137,646,estimates,1953
7_10,9.918,646,estimates,1953
7_12,14.143,646,estimates,1953
11_16,12.326,646,estimates,1953
11_17,14.344,646,estimates,1953
11_18,16.372,646,estimates,1953
12_14,6.159,646,estimates,1953
12_16,10.187,646,estimates,1953
12_17,12.205,646,estimates,1953
12_18,14.233,646,estimates,1953
13_17,10.118,646,estimates,1953
13_18,12.147,646,estimates,1953
13_19,14.192,646,estimates,1953
15_17,6.046,646,estimates,1953
18_23,12.044,646,estimates,1953
15_24,19.972,646,estimates,1953
15_49,45.164,646,estimates,1953
15_59,50.576,646,estimates,1953
15_64,52.603,646,estimates,1953
20_64,42.484,646,estimates,1953
20_69,44.037,646,estimates,1953
25_49,25.193,646,estimates,1953
25_64,32.631,646,estimates,1953
25_69,34.185,646,estimates,1953
15plus,55.593,646,estimates,1953
16plus,53.578,646,estimates,1953
