agebroad,percentagetotalpopulation,country,variant,year
"Region, subregion, country or area *",Senegal,686,estimates,1950
0_1,7.61,686,estimates,1950
0_4,17.204,686,estimates,1950
0_14,41.813,686,estimates,1950
0_17,48.009,686,estimates,1950
0_19,51.875,686,estimates,1950
0_24,60.648,686,estimates,1950
3_4,6.189,686,estimates,1950
3_5,9.036,686,estimates,1950
3_6,11.753,686,estimates,1950
4_5,5.849,686,estimates,1950
4_6,8.565,686,estimates,1950
5_14,24.609,686,estimates,1950
5_10,15.533,686,estimates,1950
5_11,17.883,686,estimates,1950
6_9,10.295,686,estimates,1950
6_10,12.687,686,estimates,1950
6_11,15.036,686,estimates,1950
6_12,17.34,686,estimates,1950
7_10,9.97,686,estimates,1950
7_12,14.623,686,estimates,1950
11_16,13.259,686,estimates,1950
11_17,15.271,686,estimates,1950
11_18,17.23,686,estimates,1950
12_14,6.726,686,estimates,1950
12_16,10.91,686,estimates,1950
12_17,12.922,686,estimates,1950
12_18,14.881,686,estimates,1950
13_17,10.618,686,estimates,1950
13_18,12.577,686,estimates,1950
13_19,14.484,686,estimates,1950
15_17,6.196,686,estimates,1950
18_23,10.987,686,estimates,1950
15_24,18.835,686,estimates,1950
15_49,46.949,686,estimates,1950
15_59,52.699,686,estimates,1950
15_64,54.753,686,estimates,1950
20_64,44.692,686,estimates,1950
20_69,46.258,686,estimates,1950
25_49,28.114,686,estimates,1950
25_64,35.919,686,estimates,1950
25_69,37.486,686,estimates,1950
15plus,58.187,686,estimates,1950
16plus,56.068,686,estimates,1950
17plus,54.003,686,estimates,1950
18plus,51.991,686,estimates,1950
20plus,48.125,686,estimates,1950
21plus,46.27,686,estimates,1950
25plus,39.352,686,estimates,1950
50plus,11.238,686,estimates,1950
60plus,5.487,686,estimates,1950
65plus,3.433,686,estimates,1950
70plus,1.867,686,estimates,1950
75plus,0.826,686,estimates,1950
80plus,0.272,686,estimates,1950
85plus,0.046,686,estimates,1950
90plus,0.004,686,estimates,1950
total,100,686,estimates,1950
"Region, subregion, country or area *",Senegal,686,estimates,1951
0_1,7.922,686,estimates,1951
0_4,17.606,686,estimates,1951
0_14,42.167,686,estimates,1951
0_17,48.33,686,estimates,1951
0_19,52.174,686,estimates,1951
0_24,60.915,686,estimates,1951
3_4,6.239,686,estimates,1951
3_5,9.1,686,estimates,1951
3_6,11.828,686,estimates,1951
4_5,5.884,686,estimates,1951
4_6,8.612,686,estimates,1951
5_14,24.56,686,estimates,1951
5_10,15.56,686,estimates,1951
5_11,17.879,686,estimates,1951
6_9,10.323,686,estimates,1951
6_10,12.699,686,estimates,1951
6_11,15.018,686,estimates,1951
6_12,17.295,686,estimates,1951
7_10,9.971,686,estimates,1951
7_12,14.568,686,estimates,1951
11_16,13.164,686,estimates,1951
11_17,15.164,686,estimates,1951
11_18,17.112,686,estimates,1951
12_14,6.681,686,estimates,1951
12_16,10.844,686,estimates,1951
12_17,12.844,686,estimates,1951
12_18,14.792,686,estimates,1951
13_17,10.567,686,estimates,1951
13_18,12.515,686,estimates,1951
13_19,14.412,686,estimates,1951
15_17,6.163,686,estimates,1951
18_23,10.936,686,estimates,1951
15_24,18.749,686,estimates,1951
