agebroad,percentagetotalpopulation,country,variant,year
"Region, subregion, country or area *",Peru,604,estimates,1950
0_1,7.381,604,estimates,1950
0_4,16.802,604,estimates,1950
0_14,41.565,604,estimates,1950
0_17,47.881,604,estimates,1950
0_19,51.778,604,estimates,1950
0_24,60.338,604,estimates,1950
3_4,6.094,604,estimates,1950
3_5,8.918,604,estimates,1950
3_6,11.625,604,estimates,1950
4_5,5.788,604,estimates,1950
4_6,8.495,604,estimates,1950
5_14,24.763,604,estimates,1950
5_10,15.558,604,estimates,1950
5_11,17.935,604,estimates,1950
6_9,10.319,604,estimates,1950
6_10,12.735,604,estimates,1950
6_11,15.111,604,estimates,1950
6_12,17.445,604,estimates,1950
7_10,10.027,604,estimates,1950
7_12,14.737,604,estimates,1950
11_16,13.471,604,estimates,1950
11_17,15.52,604,estimates,1950
11_18,17.504,604,estimates,1950
12_14,6.828,604,estimates,1950
12_16,11.094,604,estimates,1950
12_17,13.144,604,estimates,1950
12_18,15.128,604,estimates,1950
13_17,10.81,604,estimates,1950
13_18,12.794,604,estimates,1950
13_19,14.707,604,estimates,1950
15_17,6.316,604,estimates,1950
18_23,10.87,604,estimates,1950
15_24,18.773,604,estimates,1950
15_49,46.328,604,estimates,1950
15_59,52.758,604,estimates,1950
15_64,54.979,604,estimates,1950
20_64,44.766,604,estimates,1950
20_69,46.257,604,estimates,1950
25_49,27.555,604,estimates,1950
25_64,36.206,604,estimates,1950
25_69,37.697,604,estimates,1950
15plus,58.435,604,estimates,1950
16plus,56.276,604,estimates,1950
17plus,54.169,604,estimates,1950
18plus,52.119,604,estimates,1950
20plus,48.222,604,estimates,1950
21plus,46.379,604,estimates,1950
25plus,39.662,604,estimates,1950
50plus,12.107,604,estimates,1950
60plus,5.677,604,estimates,1950
65plus,3.456,604,estimates,1950
70plus,1.965,604,estimates,1950
75plus,0.9,604,estimates,1950
80plus,0.326,604,estimates,1950
85plus,0.084,604,estimates,1950
90plus,0.015,604,estimates,1950
total,100,604,estimates,1950
"Region, subregion, country or area *",Peru,604,estimates,1951
0_1,7.525,604,estimates,1951
0_4,17.106,604,estimates,1951
0_14,41.817,604,estimates,1951
0_17,48.095,604,estimates,1951
0_19,51.997,604,estimates,1951
0_24,60.581,604,estimates,1951
3_4,6.19,604,estimates,1951
3_5,9.044,604,estimates,1951
3_6,11.772,604,estimates,1951
4_5,5.861,604,estimates,1951
4_6,8.588,604,estimates,1951
5_14,24.712,604,estimates,1951
5_10,15.592,604,estimates,1951
5_11,17.937,604,estimates,1951
6_9,10.341,604,estimates,1951
6_10,12.737,604,estimates,1951
6_11,15.082,604,estimates,1951
6_12,17.387,604,estimates,1951
7_10,10.009,604,estimates,1951
7_12,14.659,604,estimates,1951
11_16,13.358,604,estimates,1951
11_17,15.398,604,estimates,1951
11_18,17.381,604,estimates,1951
12_14,6.775,604,estimates,1951
12_16,11.013,604,estimates,1951
12_17,13.053,604,estimates,1951
12_18,15.036,604,estimates,1951
13_17,10.748,604,estimates,1951
13_18,12.731,604,estimates,1951
13_19,14.65,604,estimates,1951
15_17,6.278,604,estimates,1951
18_23,10.897,604,estimates,1951
15_24,18.764,604,estimates,1951
15_49,46.144,604,estimates,1951
15_59,52.511,604,estimates,1951
15_64,54.733,604,estimates,1951
20_64,44.553,604,estimates,1951
20_69,46.047,604,estimates,1951
25_49,27.38,604,estimates,1951
25_64,35.969,604,estimates,1951
25_69,37.463,604,estimates,1951
15plus,58.183,604,estimates,1951
16plus,56.036,604,estimates,1951
17plus,53.945,604,estimates,1951
18plus,51.905,604,estimates,1951
20plus,48.003,604,estimates,1951
21plus,46.153,604,estimates,1951
25plus,39.419,604,estimates,1951
50plus,12.039,604,estimates,1951
60plus,5.672,604,estimates,1951
65plus,3.45,604,estimates,1951
70plus,1.955,604,estimates,1951
75plus,0.92,604,estimates,1951
80plus,0.341,604,estimates,1951
85plus,0.093,604,estimates,1951
90plus,0.017,604,estimates,1951
total,100,604,estimates,1951
"Region, subregion, country or area *",Peru,604,estimates,1952
0_1,7.63,604,estimates,1952
0_4,17.355,604,estimates,1952
0_14,42.045,604,estimates,1952
0_17,48.291,604,estimates,1952
0_19,52.186,604,estimates,1952
0_24,60.801,604,estimates,1952
3_4,6.278,604,estimates,1952
3_5,9.165,604,estimates,1952
3_6,11.915,604,estimates,1952
4_5,5.933,604,estimates,1952
4_6,8.683,604,estimates,1952
5_14,24.689,604,estimates,1952
5_10,15.656,604,estimates,1952
5_11,17.983,604,estimates,1952
6_9,10.382,604,estimates,1952
6_10,12.77,604,estimates,1952
6_11,15.097,604,estimates,1952
6_12,17.374,604,estimates,1952
7_10,10.019,604,estimates,1952
7_12,14.623,604,estimates,1952
11_16,13.253,604,estimates,1952
11_17,15.28,604,estimates,1952
11_18,17.255,604,estimates,1952
12_14,6.706,604,estimates,1952
12_16,10.926,604,estimates,1952
12_17,12.953,604,estimates,1952
12_18,14.928,604,estimates,1952
13_17,10.676,604,estimates,1952
