agebroad,percentagetotalpopulation,country,variant,year
0_1,5.683,246,estimates,1950
0_4,12.488,246,estimates,1950
0_14,29.76,246,estimates,1950
0_17,34.449,246,estimates,1950
0_19,37.601,246,estimates,1950
0_24,45.762,246,estimates,1950
3_4,4.348,246,estimates,1950
3_5,6.308,246,estimates,1950
3_6,8.166,246,estimates,1950
4_5,4.052,246,estimates,1950
4_6,5.911,246,estimates,1950
5_14,17.273,246,estimates,1950
5_10,10.689,246,estimates,1950
5_11,12.361,246,estimates,1950
6_9,7.057,246,estimates,1950
6_10,8.728,246,estimates,1950
6_11,10.4,246,estimates,1950
6_12,12.066,246,estimates,1950
7_10,6.87,246,estimates,1950
7_12,10.208,246,estimates,1950
11_16,9.722,246,estimates,1950
11_17,11.272,246,estimates,1950
11_18,12.835,246,estimates,1950
12_14,4.912,246,estimates,1950
12_16,8.05,246,estimates,1950
12_17,9.6,246,estimates,1950
12_18,11.163,246,estimates,1950
13_17,7.934,246,estimates,1950
13_18,9.497,246,estimates,1950
13_19,11.086,246,estimates,1950
15_17,4.688,246,estimates,1950
18_23,9.692,246,estimates,1950
15_24,16.001,246,estimates,1950
15_49,50.845,246,estimates,1950
15_59,60.099,246,estimates,1950
15_64,63.605,246,estimates,1950
20_64,55.765,246,estimates,1950
20_69,58.482,246,estimates,1950
25_49,34.844,246,estimates,1950
25_64,47.603,246,estimates,1950
25_69,50.321,246,estimates,1950
15plus,70.24,246,estimates,1950
16plus,68.659,246,estimates,1950
17plus,67.101,246,estimates,1950
18plus,65.551,246,estimates,1950
20plus,62.399,246,estimates,1950
21plus,60.787,246,estimates,1950
25plus,54.238,246,estimates,1950
50plus,19.394,246,estimates,1950
60plus,10.141,246,estimates,1950
65plus,6.635,246,estimates,1950
70plus,3.917,246,estimates,1950
75plus,1.965,246,estimates,1950
80plus,0.739,246,estimates,1950
85plus,0.238,246,estimates,1950
90plus,0.045,246,estimates,1950
total,100,246,estimates,1950
0_1,5.286,246,estimates,1951
0_4,12.611,246,estimates,1951
0_14,30.134,246,estimates,1951
0_17,34.791,246,estimates,1951
0_19,37.842,246,estimates,1951
0_24,45.81,246,estimates,1951
3_4,4.685,246,estimates,1951
3_5,6.778,246,estimates,1951
3_6,8.734,246,estimates,1951
4_5,4.345,246,estimates,1951
4_6,6.3,246,estimates,1951
5_14,17.523,246,estimates,1951
5_10,10.979,246,estimates,1951
5_11,12.625,246,estimates,1951
6_9,7.224,246,estimates,1951
6_10,8.886,246,estimates,1951
6_11,10.532,246,estimates,1951
6_12,12.177,246,estimates,1951
7_10,6.93,246,estimates,1951
7_12,10.222,246,estimates,1951
11_16,9.673,246,estimates,1951
11_17,11.201,246,estimates,1951
11_18,12.72,246,estimates,1951
12_14,4.898,246,estimates,1951
12_16,8.027,246,estimates,1951
12_17,9.555,246,estimates,1951
12_18,11.075,246,estimates,1951
13_17,7.909,246,estimates,1951
13_18,9.429,246,estimates,1951
13_19,10.961,246,estimates,1951
15_17,4.657,246,estimates,1951
18_23,9.41,246,estimates,1951
15_24,15.676,246,estimates,1951
15_49,50.323,246,estimates,1951
15_59,59.681,246,estimates,1951
15_64,63.167,246,estimates,1951
20_64,55.459,246,estimates,1951
20_69,58.184,246,estimates,1951
25_49,34.646,246,estimates,1951
25_64,47.491,246,estimates,1951
25_69,50.216,246,estimates,1951
15plus,69.866,246,estimates,1951
16plus,68.289,246,estimates,1951
17plus,66.737,246,estimates,1951
18plus,65.209,246,estimates,1951
20plus,62.158,246,estimates,1951
21plus,60.6,246,estimates,1951
25plus,54.19,246,estimates,1951
50plus,19.544,246,estimates,1951
60plus,10.185,246,estimates,1951
65plus,6.699,246,estimates,1951
70plus,3.974,246,estimates,1951
75plus,2.027,246,estimates,1951
80plus,0.789,246,estimates,1951
85plus,0.252,246,estimates,1951
90plus,0.054,246,estimates,1951
total,100,246,estimates,1951
0_1,4.259,246,estimates,1952
0_4,12.058,246,estimates,1952
0_14,30.106,246,estimates,1952
0_17,34.791,246,estimates,1952
0_19,37.796,246,estimates,1952
0_24,45.57,246,estimates,1952
3_4,5.021,246,estimates,1952
3_5,7.279,246,estimates,1952
3_6,9.385,246,estimates,1952
4_5,4.682,246,estimates,1952
4_6,6.788,246,estimates,1952
5_14,18.048,246,estimates,1952
5_10,11.525,246,estimates,1952
5_11,13.168,246,estimates,1952
6_9,7.604,246,estimates,1952
6_10,9.267,246,estimates,1952
6_11,10.91,246,estimates,1952
6_12,12.539,246,estimates,1952
7_10,7.161,246,estimates,1952
7_12,10.433,246,estimates,1952
11_16,9.676,246,estimates,1952
11_17,11.207,246,estimates,1952
11_18,12.715,246,estimates,1952
12_14,4.88,246,estimates,1952
12_16,8.033,246,estimates,1952
12_17,9.564,246,estimates,1952
12_18,11.072,246,estimates,1952
13_17,7.935,246,estimates,1952
13_18,9.442,246,estimates,1952
13_19,10.94,246,estimates,1952
15_17,4.684,246,estimates,1952
18_23,9.187,246,estimates,1952
15_24,15.464,246,estimates,1952
15_49,50.091,246,estimates,1952
