agebroad,percentagetotalpopulation,country,variant,year
"Region, subregion, country or area *",Norway,578,estimates,1950
0_1,4.096,578,estimates,1950
0_4,9.793,578,estimates,1950
0_14,24.242,578,estimates,1950
0_17,27.997,578,estimates,1950
0_19,30.591,578,estimates,1950
0_24,37.689,578,estimates,1950
3_4,3.731,578,estimates,1950
3_5,5.485,578,estimates,1950
3_6,7.161,578,estimates,1950
4_5,3.584,578,estimates,1950
4_6,5.26,578,estimates,1950
5_14,14.449,578,estimates,1950
5_10,9.385,578,estimates,1950
5_11,10.699,578,estimates,1950
6_9,6.249,578,estimates,1950
6_10,7.631,578,estimates,1950
6_11,8.945,578,estimates,1950
6_12,10.211,578,estimates,1950
7_10,5.954,578,estimates,1950
7_12,8.534,578,estimates,1950
11_16,7.555,578,estimates,1950
11_17,8.819,578,estimates,1950
11_18,10.103,578,estimates,1950
12_14,3.749,578,estimates,1950
12_16,6.241,578,estimates,1950
12_17,7.505,578,estimates,1950
12_18,8.789,578,estimates,1950
13_17,6.239,578,estimates,1950
13_18,7.523,578,estimates,1950
13_19,8.833,578,estimates,1950
15_17,3.755,578,estimates,1950
18_23,8.173,578,estimates,1950
15_24,13.447,578,estimates,1950
15_49,50.966,578,estimates,1950
15_59,62.062,578,estimates,1950
15_64,66.19,578,estimates,1950
20_64,59.841,578,estimates,1950
20_69,63.141,578,estimates,1950
25_49,37.519,578,estimates,1950
25_64,52.743,578,estimates,1950
25_69,56.043,578,estimates,1950
15plus,75.758,578,estimates,1950
16plus,74.516,578,estimates,1950
17plus,73.267,578,estimates,1950
18plus,72.003,578,estimates,1950
20plus,69.409,578,estimates,1950
21plus,68.069,578,estimates,1950
25plus,62.311,578,estimates,1950
50plus,24.792,578,estimates,1950
60plus,13.696,578,estimates,1950
65plus,9.568,578,estimates,1950
70plus,6.268,578,estimates,1950
75plus,3.529,578,estimates,1950
80plus,1.702,578,estimates,1950
85plus,0.644,578,estimates,1950
90plus,0.161,578,estimates,1950
total,100,578,estimates,1950
"Region, subregion, country or area *",Norway,578,estimates,1951
0_1,3.91,578,estimates,1951
0_4,9.739,578,estimates,1951
0_14,24.602,578,estimates,1951
0_17,28.294,578,estimates,1951
0_19,30.812,578,estimates,1951
0_24,37.617,578,estimates,1951
3_4,3.829,578,estimates,1951
3_5,5.641,578,estimates,1951
3_6,7.376,578,estimates,1951
4_5,3.695,578,estimates,1951
4_6,5.43,578,estimates,1951
5_14,14.863,578,estimates,1951
5_10,9.712,578,estimates,1951
5_11,11.078,578,estimates,1951
6_9,6.467,578,estimates,1951
6_10,7.9,578,estimates,1951
6_11,9.266,578,estimates,1951
6_12,10.567,578,estimates,1951
7_10,6.165,578,estimates,1951
7_12,8.831,578,estimates,1951
11_16,7.607,578,estimates,1951
11_17,8.843,578,estimates,1951
11_18,10.092,578,estimates,1951
12_14,3.785,578,estimates,1951
12_16,6.241,578,estimates,1951
12_17,7.477,578,estimates,1951
12_18,8.726,578,estimates,1951
13_17,6.176,578,estimates,1951
13_18,7.425,578,estimates,1951
13_19,8.694,578,estimates,1951
15_17,3.692,578,estimates,1951
18_23,7.881,578,estimates,1951
15_24,13.015,578,estimates,1951
15_49,50.282,578,estimates,1951
15_59,61.524,578,estimates,1951
15_64,65.723,578,estimates,1951
20_64,59.513,578,estimates,1951
20_69,62.839,578,estimates,1951
