agebroad,percentagetotalpopulation,country,variant,year
"Region, subregion, country or area *",Latvia,428,estimates,1950
0_1,3.108,428,estimates,1950
0_4,7.779,428,estimates,1950
0_14,25.472,428,estimates,1950
0_17,30.682,428,estimates,1950
0_19,34.161,428,estimates,1950
0_24,43.053,428,estimates,1950
3_4,3.129,428,estimates,1950
3_5,4.736,428,estimates,1950
3_6,6.381,428,estimates,1950
4_5,3.183,428,estimates,1950
4_6,4.828,428,estimates,1950
5_14,17.693,428,estimates,1950
5_10,10.25,428,estimates,1950
5_11,12.113,428,estimates,1950
6_9,6.829,428,estimates,1950
6_10,8.643,428,estimates,1950
6_11,10.506,428,estimates,1950
6_12,12.392,428,estimates,1950
7_10,6.998,428,estimates,1950
7_12,10.747,428,estimates,1950
11_16,10.953,428,estimates,1950
11_17,12.653,428,estimates,1950
11_18,14.371,428,estimates,1950
12_14,5.58,428,estimates,1950
12_16,9.09,428,estimates,1950
12_17,10.79,428,estimates,1950
12_18,12.508,428,estimates,1950
13_17,8.904,428,estimates,1950
13_18,10.622,428,estimates,1950
13_19,12.383,428,estimates,1950
15_17,5.211,428,estimates,1950
18_23,10.684,428,estimates,1950
15_24,17.581,428,estimates,1950
15_49,50.105,428,estimates,1950
15_59,59.998,428,estimates,1950
15_64,64.428,428,estimates,1950
20_64,55.738,428,estimates,1950
20_69,59.402,428,estimates,1950
25_49,32.524,428,estimates,1950
25_64,46.847,428,estimates,1950
25_69,50.511,428,estimates,1950
15plus,74.528,428,estimates,1950
16plus,72.746,428,estimates,1950
17plus,71.018,428,estimates,1950
18plus,69.318,428,estimates,1950
20plus,65.839,428,estimates,1950
21plus,64.046,428,estimates,1950
25plus,56.947,428,estimates,1950
50plus,24.423,428,estimates,1950
60plus,14.53,428,estimates,1950
65plus,10.1,428,estimates,1950
70plus,6.437,428,estimates,1950
75plus,3.453,428,estimates,1950
80plus,1.476,428,estimates,1950
85plus,0.572,428,estimates,1950
90plus,0.136,428,estimates,1950
total,100,428,estimates,1950
"Region, subregion, country or area *",Latvia,428,estimates,1951
0_1,3.113,428,estimates,1951
0_4,7.697,428,estimates,1951
0_14,24.994,428,estimates,1951
0_17,30.306,428,estimates,1951
0_19,33.72,428,estimates,1951
0_24,42.657,428,estimates,1951
3_4,3.061,428,estimates,1951
3_5,4.622,428,estimates,1951
3_6,6.215,428,estimates,1951
4_5,3.098,428,estimates,1951
4_6,4.691,428,estimates,1951
5_14,17.297,428,estimates,1951
5_10,9.928,428,estimates,1951
5_11,11.726,428,estimates,1951
6_9,6.611,428,estimates,1951
6_10,8.367,428,estimates,1951
6_11,10.165,428,estimates,1951
6_12,12.012,428,estimates,1951
7_10,6.774,428,estimates,1951
7_12,10.419,428,estimates,1951
11_16,10.958,428,estimates,1951
