agebroad,percentagetotalpopulation,country,variant,year
0_1,7.82,800,estimates,1950
0_4,18.322,800,estimates,1950
0_14,43.062,800,estimates,1950
0_17,49.658,800,estimates,1950
0_19,53.924,800,estimates,1950
0_24,63.21,800,estimates,1950
3_4,6.828,800,estimates,1950
3_5,9.972,800,estimates,1950
3_6,12.937,800,estimates,1950
4_5,6.469,800,estimates,1950
4_6,9.435,800,estimates,1950
5_14,24.74,800,estimates,1950
5_10,16.32,800,estimates,1950
5_11,18.489,800,estimates,1950
6_9,10.853,800,estimates,1950
6_10,13.175,800,estimates,1950
6_11,15.344,800,estimates,1950
6_12,17.418,800,estimates,1950
7_10,10.21,800,estimates,1950
7_12,14.453,800,estimates,1950
11_16,12.786,800,estimates,1950
11_17,15.016,800,estimates,1950
11_18,17.196,800,estimates,1950
12_14,6.251,800,estimates,1950
12_16,10.618,800,estimates,1950
12_17,12.847,800,estimates,1950
12_18,15.027,800,estimates,1950
13_17,10.773,800,estimates,1950
13_18,12.953,800,estimates,1950
13_19,15.038,800,estimates,1950
15_17,6.597,800,estimates,1950
18_23,11.817,800,estimates,1950
15_24,20.149,800,estimates,1950
15_49,47.307,800,estimates,1950
15_59,52.233,800,estimates,1950
15_64,53.978,800,estimates,1950
20_64,43.116,800,estimates,1950
20_69,44.428,800,estimates,1950
25_49,27.159,800,estimates,1950
25_64,33.829,800,estimates,1950
25_69,35.141,800,estimates,1950
15plus,56.938,800,estimates,1950
16plus,54.783,800,estimates,1950
17plus,52.572,800,estimates,1950
18plus,50.342,800,estimates,1950
20plus,46.076,800,estimates,1950
21plus,44.074,800,estimates,1950
25plus,36.79,800,estimates,1950
50plus,9.631,800,estimates,1950
60plus,4.705,800,estimates,1950
65plus,2.96,800,estimates,1950
70plus,1.649,800,estimates,1950
75plus,0.759,800,estimates,1950
80plus,0.257,800,estimates,1950
85plus,0.069,800,estimates,1950
90plus,0.012,800,estimates,1950
total,100,800,estimates,1950
0_1,7.995,800,estimates,1951
0_4,18.45,800,estimates,1951
0_14,43.47,800,estimates,1951
0_17,49.729,800,estimates,1951
0_19,53.985,800,estimates,1951
0_24,63.28,800,estimates,1951
3_4,6.813,800,estimates,1951
3_5,9.979,800,estimates,1951
3_6,12.987,800,estimates,1951
4_5,6.493,800,estimates,1951
4_6,9.501,800,estimates,1951
5_14,25.02,800,estimates,1951
5_10,16.674,800,estimates,1951
5_11,18.921,800,estimates,1951
6_9,11.114,800,estimates,1951
6_10,13.508,800,estimates,1951
6_11,15.755,800,estimates,1951
6_12,17.853,800,estimates,1951
7_10,10.5,800,estimates,1951
7_12,14.845,800,estimates,1951
11_16,12.469,800,estimates,1951
11_17,14.605,800,estimates,1951
11_18,16.758,800,estimates,1951
12_14,6.099,800,estimates,1951
12_16,10.221,800,estimates,1951
12_17,12.358,800,estimates,1951
12_18,14.51,800,estimates,1951
13_17,10.26,800,estimates,1951
13_18,12.413,800,estimates,1951
13_19,14.517,800,estimates,1951
15_17,6.259,800,estimates,1951
18_23,11.831,800,estimates,1951
15_24,19.811,800,estimates,1951
15_49,46.973,800,estimates,1951
15_59,51.885,800,estimates,1951
15_64,53.593,800,estimates,1951
20_64,43.077,800,estimates,1951
20_69,44.364,800,estimates,1951
25_49,27.163,800,estimates,1951
25_64,33.782,800,estimates,1951
25_69,35.069,800,estimates,1951
15plus,56.53,800,estimates,1951
16plus,54.49,800,estimates,1951
17plus,52.407,800,estimates,1951
18plus,50.271,800,estimates,1951
20plus,46.015,800,estimates,1951
21plus,44.002,800,estimates,1951
25plus,36.72,800,estimates,1951
50plus,9.557,800,estimates,1951
60plus,4.645,800,estimates,1951
65plus,2.938,800,estimates,1951
70plus,1.651,800,estimates,1951
75plus,0.776,800,estimates,1951
80plus,0.275,800,estimates,1951
85plus,0.074,800,estimates,1951
90plus,0.014,800,estimates,1951
total,100,800,estimates,1951
0_1,8.363,800,estimates,1952
0_4,18.721,800,estimates,1952
0_14,44.036,800,estimates,1952
0_17,49.942,800,estimates,1952
0_19,54.078,800,estimates,1952
0_24,63.403,800,estimates,1952
3_4,6.753,800,estimates,1952
3_5,9.907,800,estimates,1952
3_6,12.916,800,estimates,1952
4_5,6.455,800,estimates,1952
4_6,9.465,800,estimates,1952
5_14,25.315,800,estimates,1952
5_10,16.867,800,estimates,1952
5_11,19.182,800,estimates,1952
6_9,11.246,800,estimates,1952
6_10,13.713,800,estimates,1952
6_11,16.028,800,estimates,1952
6_12,18.2,800,estimates,1952
7_10,10.703,800,estimates,1952
7_12,15.19,800,estimates,1952
11_16,12.345,800,estimates,1952
11_17,14.355,800,estimates,1952
11_18,16.415,800,estimates,1952
12_14,6.133,800,estimates,1952
12_16,10.03,800,estimates,1952
12_17,12.039,800,estimates,1952
12_18,14.1,800,estimates,1952
13_17,9.867,800,estimates,1952
13_18,11.928,800,estimates,1952
13_19,14.004,800,estimates,1952
15_17,5.906,800,estimates,1952
18_23,11.748,800,estimates,1952
15_24,19.367,800,estimates,1952
15_49,46.49,800,estimates,1952
15_59,51.393,800,estimates,1952
15_64,53.063,800,estimates,1952
20_64,43.021,800,estimates,1952
20_69,44.285,800,estimates,1952
25_49,27.123,800,estimates,1952
25_64,33.696,800,estimates,1952
25_69,34.961,800,estimates,1952
15plus,55.964,800,estimates,1952
16plus,54.037,800,estimates,1952
17plus,52.067,800,estimates,1952
18plus,50.058,800,estimates,1952
20plus,45.922,800,estimates,1952
21plus,43.894,800,estimates,1952
25plus,36.597,800,estimates,1952
50plus,9.474,800,estimates,1952
60plus,4.57,800,estimates,1952
65plus,2.901,800,estimates,1952
70plus,1.636,800,estimates,1952
75plus,0.781,800,estimates,1952
80plus,0.285,800,estimates,1952
85plus,0.076,800,estimates,1952
90plus,0.016,800,estimates,1952
total,100,800,estimates,1952
0_1,8.479,800,estimates,1953
0_4,18.941,800,estimates,1953
0_14,44.551,800,estimates,1953
0_17,50.188,800,estimates,1953
0_19,54.121,800,estimates,1953
0_24,63.47,800,estimates,1953
3_4,6.703,800,estimates,1953
3_5,9.832,800,estimates,1953
3_6,12.824,800,estimates,1953
4_5,6.402,800,estimates,1953
4_6,9.395,800,estimates,1953
5_14,25.611,800,estimates,1953
5_10,16.913,800,estimates,1953
5_11,19.306,800,estimates,1953
6_9,11.251,800,estimates,1953
6_10,13.784,800,estimates,1953
6_11,16.178,800,estimates,1953
6_12,18.42,800,estimates,1953
7_10,10.792,800,estimates,1953
7_12,15.428,800,estimates,1953
11_16,12.431,800,estimates,1953
11_17,14.335,800,estimates,1953
11_18,16.277,800,estimates,1953
12_14,6.305,800,estimates,1953
12_16,10.038,800,estimates,1953
12_17,11.942,800,estimates,1953
12_18,13.884,800,estimates,1953
13_17,9.699,800,estimates,1953
13_18,11.641,800,estimates,1953
13_19,13.631,800,estimates,1953
15_17,5.637,800,estimates,1953
18_23,11.562,800,estimates,1953
15_24,18.919,800,estimates,1953
15_49,46.041,800,estimates,1953
15_59,50.952,800,estimates,1953
15_64,52.59,800,estimates,1953
20_64,43.021,800,estimates,1953
20_69,44.268,800,estimates,1953
25_49,27.122,800,estimates,1953
25_64,33.672,800,estimates,1953
25_69,34.918,800,estimates,1953
15plus,55.449,800,estimates,1953
16plus,53.578,800,estimates,1953
17plus,51.716,800,estimates,1953
18plus,49.812,800,estimates,1953
20plus,45.879,800,estimates,1953
21plus,43.875,800,estimates,1953
25plus,36.53,800,estimates,1953
50plus,9.408,800,estimates,1953
60plus,4.497,800,estimates,1953
65plus,2.858,800,estimates,1953
70plus,1.612,800,estimates,1953
75plus,0.773,800,estimates,1953
80plus,0.287,800,estimates,1953
85plus,0.075,800,estimates,1953
90plus,0.017,800,estimates,1953
total,100,800,estimates,1953
0_1,8.529,800,estimates,1954
0_4,19.072,800,estimates,1954
0_14,44.909,800,estimates,1954
0_17,50.423,800,estimates,1954
0_19,54.148,800,estimates,1954
0_24,63.451,800,estimates,1954
3_4,6.772,800,estimates,1954
3_5,9.881,800,estimates,1954
3_6,12.849,800,estimates,1954
4_5,6.376,800,estimates,1954
4_6,9.345,800,estimates,1954
5_14,25.837,800,estimates,1954
5_10,16.836,800,estimates,1954
5_11,19.295,800,estimates,1954
6_9,11.173,800,estimates,1954
6_10,13.727,800,estimates,1954
6_11,16.186,800,estimates,1954
6_12,18.513,800,estimates,1954
7_10,10.759,800,estimates,1954
7_12,15.544,800,estimates,1954
11_16,12.711,800,estimates,1954
11_17,14.515,800,estimates,1954
11_18,16.359,800,estimates,1954
12_14,6.541,800,estimates,1954
12_16,10.252,800,estimates,1954
12_17,12.056,800,estimates,1954
12_18,13.9,800,estimates,1954
13_17,9.729,800,estimates,1954
13_18,11.573,800,estimates,1954
13_19,13.454,800,estimates,1954
15_17,5.515,800,estimates,1954
18_23,11.292,800,estimates,1954
15_24,18.542,800,estimates,1954
15_49,45.73,800,estimates,1954
15_59,50.66,800,estimates,1954
15_64,52.28,800,estimates,1954
20_64,43.041,800,estimates,1954
20_69,44.273,800,estimates,1954
25_49,27.187,800,estimates,1954
25_64,33.738,800,estimates,1954
25_69,34.97,800,estimates,1954
15plus,55.091,800,estimates,1954
16plus,53.192,800,estimates,1954
17plus,51.38,800,estimates,1954
18plus,49.577,800,estimates,1954
20plus,45.852,800,estimates,1954
21plus,43.926,800,estimates,1954
25plus,36.549,800,estimates,1954
50plus,9.362,800,estimates,1954
60plus,4.431,800,estimates,1954
65plus,2.811,800,estimates,1954
70plus,1.579,800,estimates,1954
75plus,0.754,800,estimates,1954
80plus,0.279,800,estimates,1954
85plus,0.071,800,estimates,1954
90plus,0.015,800,estimates,1954
total,100,800,estimates,1954
