agebroad,percentagetotalpopulation,country,variant,year
0_1,4.662,36,estimates,1950
0_4,10.868,36,estimates,1950
0_14,26.6,36,estimates,1950
0_17,30.579,36,estimates,1950
0_19,33.353,36,estimates,1950
0_24,41.162,36,estimates,1950
3_4,4.037,36,estimates,1950
3_5,5.915,36,estimates,1950
3_6,7.708,36,estimates,1950
4_5,3.848,36,estimates,1950
4_6,5.641,36,estimates,1950
5_14,15.732,36,estimates,1950
5_10,10.108,36,estimates,1950
5_11,11.571,36,estimates,1950
6_9,6.716,36,estimates,1950
6_10,8.23,36,estimates,1950
6_11,9.693,36,estimates,1950
6_12,11.112,36,estimates,1950
7_10,6.437,36,estimates,1950
7_12,9.32,36,estimates,1950
11_16,8.279,36,estimates,1950
11_17,9.603,36,estimates,1950
11_18,10.962,36,estimates,1950
12_14,4.161,36,estimates,1950
12_16,6.817,36,estimates,1950
12_17,8.14,36,estimates,1950
12_18,9.499,36,estimates,1950
13_17,6.72,36,estimates,1950
13_18,8.079,36,estimates,1950
13_19,9.494,36,estimates,1950
15_17,3.979,36,estimates,1950
18_23,8.957,36,estimates,1950
15_24,14.561,36,estimates,1950
15_49,50.521,36,estimates,1950
15_59,60.873,36,estimates,1950
15_64,65.232,36,estimates,1950
20_64,58.479,36,estimates,1950
20_69,61.745,36,estimates,1950
25_49,35.96,36,estimates,1950
25_64,50.671,36,estimates,1950
25_69,53.936,36,estimates,1950
15plus,73.4,36,estimates,1950
16plus,72.063,36,estimates,1950
17plus,70.744,36,estimates,1950
18plus,69.421,36,estimates,1950
20plus,66.647,36,estimates,1950
21plus,65.177,36,estimates,1950
25plus,58.838,36,estimates,1950
50plus,22.878,36,estimates,1950
60plus,12.527,36,estimates,1950
65plus,8.168,36,estimates,1950
70plus,4.902,36,estimates,1950
75plus,2.645,36,estimates,1950
80plus,1.236,36,estimates,1950
85plus,0.443,36,estimates,1950
90plus,0.117,36,estimates,1950
total,100,36,estimates,1950
0_1,4.576,36,estimates,1951
0_4,11.017,36,estimates,1951
0_14,27.152,36,estimates,1951
0_17,31.123,36,estimates,1951
0_19,33.785,36,estimates,1951
0_24,41.349,36,estimates,1951
3_4,4.196,36,estimates,1951
3_5,6.15,36,estimates,1951
3_6,8.01,36,estimates,1951
4_5,4.003,36,estimates,1951
4_6,5.863,36,estimates,1951
5_14,16.135,36,estimates,1951
5_10,10.432,36,estimates,1951
5_11,11.925,36,estimates,1951
6_9,6.929,36,estimates,1951
6_10,8.479,36,estimates,1951
6_11,9.971,36,estimates,1951
6_12,11.414,36,estimates,1951
7_10,6.619,36,estimates,1951
7_12,9.554,36,estimates,1951
11_16,8.367,36,estimates,1951
11_17,9.673,36,estimates,1951
11_18,10.986,36,estimates,1951
12_14,4.21,36,estimates,1951
12_16,6.874,36,estimates,1951
12_17,8.181,36,estimates,1951
12_18,9.493,36,estimates,1951
13_17,6.738,36,estimates,1951
13_18,8.051,36,estimates,1951
13_19,9.4,36,estimates,1951
15_17,3.971,36,estimates,1951
18_23,8.625,36,estimates,1951
15_24,14.197,36,estimates,1951
15_49,50.114,36,estimates,1951
15_59,60.289,36,estimates,1951
15_64,64.61,36,estimates,1951
20_64,57.977,36,estimates,1951
20_69,61.27,36,estimates,1951
25_49,35.917,36,estimates,1951
25_64,50.413,36,estimates,1951
25_69,53.706,36,estimates,1951
15plus,72.848,36,estimates,1951
16plus,71.506,36,estimates,1951
17plus,70.184,36,estimates,1951
18plus,68.877,36,estimates,1951
20plus,66.215,36,estimates,1951
21plus,64.808,36,estimates,1951
25plus,58.651,36,estimates,1951
50plus,22.734,36,estimates,1951
60plus,12.559,36,estimates,1951
65plus,8.238,36,estimates,1951
70plus,4.945,36,estimates,1951
75plus,2.677,36,estimates,1951
80plus,1.256,36,estimates,1951
85plus,0.464,36,estimates,1951
90plus,0.126,36,estimates,1951
total,100,36,estimates,1951
0_1,4.309,36,estimates,1952
0_4,10.957,36,estimates,1952
0_14,27.583,36,estimates,1952
0_17,31.571,36,estimates,1952
0_19,34.169,36,estimates,1952
0_24,41.451,36,estimates,1952
3_4,4.345,36,estimates,1952
3_5,6.378,36,estimates,1952
3_6,8.317,36,estimates,1952
4_5,4.16,36,estimates,1952
4_6,6.099,36,estimates,1952
5_14,16.626,36,estimates,1952
5_10,10.816,36,estimates,1952
5_11,12.345,36,estimates,1952
6_9,7.192,36,estimates,1952
6_10,8.782,36,estimates,1952
6_11,10.312,36,estimates,1952
6_12,11.785,36,estimates,1952
7_10,6.844,36,estimates,1952
7_12,9.847,36,estimates,1952
11_16,8.488,36,estimates,1952
11_17,9.798,36,estimates,1952
11_18,11.094,36,estimates,1952
12_14,4.281,36,estimates,1952
12_16,6.959,36,estimates,1952
12_17,8.269,36,estimates,1952
12_18,9.564,36,estimates,1952
13_17,6.795,36,estimates,1952
13_18,8.091,36,estimates,1952
13_19,9.394,36,estimates,1952
15_17,3.988,36,estimates,1952
18_23,8.314,36,estimates,1952
15_24,13.868,36,estimates,1952
15_49,49.796,36,estimates,1952
15_59,59.828,36,estimates,1952
15_64,64.105,36,estimates,1952
20_64,57.518,36,estimates,1952
20_69,60.851,36,estimates,1952
25_49,35.928,36,estimates,1952
25_64,50.237,36,estimates,1952
25_69,53.569,36,estimates,1952
15plus,72.417,36,estimates,1952
16plus,71.067,36,estimates,1952
17plus,69.739,36,estimates,1952
18plus,68.429,36,estimates,1952
20plus,65.831,36,estimates,1952
21plus,64.489,36,estimates,1952
25plus,58.549,36,estimates,1952
50plus,22.621,36,estimates,1952
60plus,12.589,36,estimates,1952
65plus,8.313,36,estimates,1952
70plus,4.98,36,estimates,1952
75plus,2.697,36,estimates,1952
80plus,1.264,36,estimates,1952
85plus,0.474,36,estimates,1952
90plus,0.131,36,estimates,1952
total,100,36,estimates,1952
0_1,4.218,36,estimates,1953
0_4,10.878,36,estimates,1953
0_14,28.038,36,estimates,1953
0_17,32.048,36,estimates,1953
0_19,34.627,36,estimates,1953
0_24,41.601,36,estimates,1953
3_4,4.45,36,estimates,1953
3_5,6.555,36,estimates,1953
3_6,8.57,36,estimates,1953
4_5,4.293,36,estimates,1953
4_6,6.308,36,estimates,1953
5_14,17.16,36,estimates,1953
5_10,11.229,36,estimates,1953
5_11,12.795,36,estimates,1953
6_9,7.488,36,estimates,1953
6_10,9.125,36,estimates,1953
6_11,10.69,36,estimates,1953
6_12,12.197,36,estimates,1953
7_10,7.109,36,estimates,1953
7_12,10.182,36,estimates,1953
11_16,8.628,36,estimates,1953
11_17,9.94,36,estimates,1953
11_18,11.236,36,estimates,1953
12_14,4.365,36,estimates,1953
12_16,7.063,36,estimates,1953
12_17,8.375,36,estimates,1953
12_18,9.671,36,estimates,1953
13_17,6.867,36,estimates,1953
13_18,8.163,36,estimates,1953
13_19,9.446,36,estimates,1953
15_17,4.01,36,estimates,1953
18_23,8.043,36,estimates,1953
15_24,13.563,36,estimates,1953
15_49,49.463,36,estimates,1953
15_59,59.37,36,estimates,1953
15_64,63.59,36,estimates,1953
20_64,57.001,36,estimates,1953
20_69,60.371,36,estimates,1953
25_49,35.901,36,estimates,1953
25_64,50.027,36,estimates,1953
25_69,53.397,36,estimates,1953
15plus,71.962,36,estimates,1953
16plus,70.598,36,estimates,1953
17plus,69.264,36,estimates,1953
18plus,67.952,36,estimates,1953
20plus,65.373,36,estimates,1953
21plus,64.081,36,estimates,1953
25plus,58.399,36,estimates,1953
50plus,22.499,36,estimates,1953
60plus,12.592,36,estimates,1953
65plus,8.372,36,estimates,1953
70plus,5.002,36,estimates,1953
75plus,2.7,36,estimates,1953
80plus,1.26,36,estimates,1953
85plus,0.469,36,estimates,1953
90plus,0.13,36,estimates,1953
total,100,36,estimates,1953
