agebroad,percentagetotalpopulation,country,variant,year
"Region, subregion, country or area *",Mauritius,480,estimates,1950
0_1,7.7,480,estimates,1950
0_4,18.054,480,estimates,1950
0_14,45.154,480,estimates,1950
0_17,51.619,480,estimates,1950
0_19,55.569,480,estimates,1950
0_24,64.294,480,estimates,1950
3_4,6.755,480,estimates,1950
3_5,9.931,480,estimates,1950
3_6,12.985,480,estimates,1950
4_5,6.483,480,estimates,1950
4_6,9.537,480,estimates,1950
5_14,27.1,480,estimates,1950
5_10,17.382,480,estimates,1950
5_11,19.937,480,estimates,1950
6_9,11.564,480,estimates,1950
6_10,14.206,480,estimates,1950
6_11,16.761,480,estimates,1950
6_12,19.231,480,estimates,1950
7_10,11.152,480,estimates,1950
7_12,16.177,480,estimates,1950
11_16,14.101,480,estimates,1950
11_17,16.183,480,estimates,1950
11_18,18.193,480,estimates,1950
12_14,7.163,480,estimates,1950
12_16,11.546,480,estimates,1950
12_17,13.628,480,estimates,1950
12_18,15.638,480,estimates,1950
13_17,11.157,480,estimates,1950
13_18,13.168,480,estimates,1950
13_19,15.107,480,estimates,1950
15_17,6.465,480,estimates,1950
18_23,11.051,480,estimates,1950
15_24,19.14,480,estimates,1950
15_49,45.15,480,estimates,1950
15_59,50.147,480,estimates,1950
15_64,51.877,480,estimates,1950
20_64,41.463,480,estimates,1950
20_69,42.738,480,estimates,1950
25_49,26.011,480,estimates,1950
25_64,32.738,480,estimates,1950
25_69,34.013,480,estimates,1950
15plus,54.846,480,estimates,1950
16plus,52.618,480,estimates,1950
17plus,50.463,480,estimates,1950
18plus,48.381,480,estimates,1950
20plus,44.431,480,estimates,1950
21plus,42.559,480,estimates,1950
25plus,35.706,480,estimates,1950
50plus,9.695,480,estimates,1950
60plus,4.699,480,estimates,1950
65plus,2.968,480,estimates,1950
70plus,1.693,480,estimates,1950
75plus,0.837,480,estimates,1950
80plus,0.336,480,estimates,1950
85plus,0.109,480,estimates,1950
90plus,0.026,480,estimates,1950
total,100,480,estimates,1950
"Region, subregion, country or area *",Mauritius,480,estimates,1951
0_1,7.668,480,estimates,1951
0_4,18.08,480,estimates,1951
0_14,45.259,480,estimates,1951
0_17,51.703,480,estimates,1951
0_19,55.648,480,estimates,1951
0_24,64.383,480,estimates,1951
3_4,6.792,480,estimates,1951
3_5,9.985,480,estimates,1951
3_6,13.056,480,estimates,1951
4_5,6.518,480,estimates,1951
4_6,9.59,480,estimates,1951
5_14,27.179,480,estimates,1951
5_10,17.476,480,estimates,1951
5_11,20.03,480,estimates,1951
6_9,11.634,480,estimates,1951
6_10,14.283,480,estimates,1951
6_11,16.837,480,estimates,1951
6_12,19.303,480,estimates,1951
7_10,11.211,480,estimates,1951
7_12,16.232,480,estimates,1951
11_16,14.072,480,estimates,1951
11_17,16.147,480,estimates,1951
11_18,18.153,480,estimates,1951
12_14,7.148,480,estimates,1951
12_16,11.517,480,estimates,1951
12_17,13.593,480,estimates,1951
12_18,15.599,480,estimates,1951
13_17,11.126,480,estimates,1951
13_18,13.133,480,estimates,1951
13_19,15.071,480,estimates,1951
15_17,6.444,480,estimates,1951
18_23,11.053,480,estimates,1951
15_24,19.124,480,estimates,1951
15_49,45.157,480,estimates,1951
15_59,50.113,480,estimates,1951
