region,year,variant,freq,agebroad,percentagetotaldeaths
1503,1950,estimates,5yearly,"Region, subregion, country or area *",High-income countries
1503,1950,estimates,5yearly,0_4,14.7650305507973
1503,1950,estimates,5yearly,0_14,16.4124191402612
1503,1950,estimates,5yearly,0_19,17.4171645829848
1503,1950,estimates,5yearly,0_24,18.8250274006125
1503,1950,estimates,5yearly,5_14,1.64738858946388
1503,1950,estimates,5yearly,15plus,83.5875808597389
1503,1950,estimates,5yearly,15_24,2.41260826035133
1503,1950,estimates,5yearly,15_49,13.6469901837408
1503,1950,estimates,5yearly,15_59,24.6874967639754
1503,1950,estimates,5yearly,15_64,32.6398657519867
1503,1950,estimates,5yearly,20plus,82.5828354170153
1503,1950,estimates,5yearly,20_64,31.6351203092631
1503,1950,estimates,5yearly,20_69,41.6845476896011
1503,1950,estimates,5yearly,25plus,81.1749725993875
1503,1950,estimates,5yearly,25_69,40.2766848719733
1503,1950,estimates,5yearly,40plus,76.1945549764472
1503,1950,estimates,5yearly,50plus,69.940590675998
1503,1950,estimates,5yearly,60plus,58.9000840957635
1503,1950,estimates,5yearly,65plus,50.9477151077521
1503,1950,estimates,5yearly,70plus,40.8982877274142
1503,1950,estimates,5yearly,80plus,16.9858999254965
1503,1950,estimates,5yearly,90plus,2.6140620324796
1503,1955,estimates,5yearly,"Region, subregion, country or area *",High-income countries
1503,1955,estimates,5yearly,0_4,12.3117812350183
1503,1955,estimates,5yearly,0_14,13.6754783850219
1503,1955,estimates,5yearly,0_19,14.5144583669597
1503,1955,estimates,5yearly,0_24,15.6518802320107
1503,1955,estimates,5yearly,5_14,1.36369715000363
1503,1955,estimates,5yearly,15plus,86.3245216149781
1503,1955,estimates,5yearly,15_24,1.97640184698885
1503,1955,estimates,5yearly,15_49,11.7357846678546
1503,1955,estimates,5yearly,15_59,23.0340228182777
1503,1955,estimates,5yearly,15_64,31.2506606705997
1503,1955,estimates,5yearly,20plus,85.4855416330403
1503,1955,estimates,5yearly,20_64,30.4116806886619
1503,1955,estimates,5yearly,20_69,40.7212364442835
1503,1955,estimates,5yearly,25plus,84.3481197679892
