region,year,variant,freq,agebroad,percentagetotaldeaths
1502,1950,estimates,5yearly,0_4,39.8570258595971
1502,1950,estimates,5yearly,0_14,45.1834759541622
1502,1950,estimates,5yearly,0_19,47.2092915275726
1502,1950,estimates,5yearly,0_24,49.4529685905657
1502,1950,estimates,5yearly,5_14,5.32645009456516
1502,1950,estimates,5yearly,15plus,54.8165240458378
1502,1950,estimates,5yearly,15_24,4.26949263640347
1502,1950,estimates,5yearly,15_49,18.6138482380851
1502,1950,estimates,5yearly,15_59,27.3903582196148
1502,1950,estimates,5yearly,15_64,33.4475724229172
1502,1950,estimates,5yearly,20plus,52.7907084724274
1502,1950,estimates,5yearly,20_64,31.4217568495069
1502,1950,estimates,5yearly,20_69,37.9471429856794
1502,1950,estimates,5yearly,25plus,50.5470314094343
1502,1950,estimates,5yearly,25_69,35.7034659226863
1502,1950,estimates,5yearly,40plus,43.2831660572171
1502,1950,estimates,5yearly,50plus,36.2026758077527
1502,1950,estimates,5yearly,60plus,27.426165826223
1502,1950,estimates,5yearly,65plus,21.3689516229206
1502,1950,estimates,5yearly,70plus,14.843565486748
1502,1950,estimates,5yearly,80plus,4.19320979346866
1502,1950,estimates,5yearly,90plus,0.470089997104233
1502,1955,estimates,5yearly,0_4,38.3252071344509
1502,1955,estimates,5yearly,0_14,43.7540794123721
1502,1955,estimates,5yearly,0_19,45.5593212585828
1502,1955,estimates,5yearly,0_24,47.6719351231773
1502,1955,estimates,5yearly,5_14,5.42887227792122
1502,1955,estimates,5yearly,15plus,56.2459205876279
1502,1955,estimates,5yearly,15_24,3.91785571080522
1502,1955,estimates,5yearly,15_49,17.7062664951032
1502,1955,estimates,5yearly,15_59,27.1772009372628
1502,1955,estimates,5yearly,15_64,33.3601633860015
1502,1955,estimates,5yearly,20plus,54.4406787414172
1502,1955,estimates,5yearly,20_64,31.5549215397908
1502,1955,estimates,5yearly,20_69,38.2013323323395
1502,1955,estimates,5yearly,25plus,52.3280648768227
1502,1955,estimates,5yearly,25_69,36.088718467745
1502,1955,estimates,5yearly,40plus,45.1392150913323
1502,1955,estimates,5yearly,50plus,38.5396540925247
1502,1955,estimates,5yearly,60plus,29.0687196503651
1502,1955,estimates,5yearly,65plus,22.8857572016264
1502,1955,estimates,5yearly,70plus,16.2393464090777
1502,1955,estimates,5yearly,80plus,4.58125441207483
1502,1955,estimates,5yearly,90plus,0.410846219672408
1502,1960,estimates,5yearly,0_4,39.9013619227463
1502,1960,estimates,5yearly,0_14,45.9282327579672
1502,1960,estimates,5yearly,0_19,47.7484362071162
1502,1960,estimates,5yearly,0_24,49.6458808050735
1502,1960,estimates,5yearly,5_14,6.02687083522093
1502,1960,estimates,5yearly,15plus,54.0717672420327
1502,1960,estimates,5yearly,15_24,3.71764804710632
1502,1960,estimates,5yearly,15_49,17.0180197406767
1502,1960,estimates,5yearly,15_59,26.5220425661402
1502,1960,estimates,5yearly,15_64,32.5689464789713
1502,1960,estimates,5yearly,20plus,52.2515637928837
1502,1960,estimates,5yearly,20_64,30.7487430298223
1502,1960,estimates,5yearly,20_69,37.1040916147022
1502,1960,estimates,5yearly,25plus,50.3541191949264
1502,1960,estimates,5yearly,25_69,35.2066470167449
1502,1960,estimates,5yearly,40plus,43.4236830899678
1502,1960,estimates,5yearly,50plus,37.0537475013561
1502,1960,estimates,5yearly,60plus,27.5497246758925
1502,1960,estimates,5yearly,65plus,21.5028207630614
1502,1960,estimates,5yearly,70plus,15.1474721781815
1502,1960,estimates,5yearly,80plus,4.37488343030662
1502,1960,estimates,5yearly,90plus,0.421533309641681
