region,year,variant,freq,agebroad,percentagetotaldeaths
916,1950,estimates,5yearly,0_4,53.4196208438537
916,1950,estimates,5yearly,0_14,58.8144647118381
916,1950,estimates,5yearly,0_19,60.831402501566
916,1950,estimates,5yearly,0_24,63.3539496486005
916,1950,estimates,5yearly,5_14,5.39484386798445
916,1950,estimates,5yearly,15plus,41.1855352881619
916,1950,estimates,5yearly,15_24,4.5394849367624
916,1950,estimates,5yearly,15_49,17.2266032961539
916,1950,estimates,5yearly,15_59,23.0541313016932
916,1950,estimates,5yearly,15_64,26.2759576109786
916,1950,estimates,5yearly,20plus,39.168597498434
916,1950,estimates,5yearly,20_64,24.2590198212507
916,1950,estimates,5yearly,20_69,27.6530398432383
916,1950,estimates,5yearly,25plus,36.6460503513995
916,1950,estimates,5yearly,25_69,25.1304926962038
916,1950,estimates,5yearly,40plus,29.0280322124885
916,1950,estimates,5yearly,50plus,23.9589319920079
916,1950,estimates,5yearly,60plus,18.1314039864687
916,1950,estimates,5yearly,65plus,14.9095776771833
916,1950,estimates,5yearly,70plus,11.5155576551957
916,1950,estimates,5yearly,80plus,5.36690569933141
916,1950,estimates,5yearly,90plus,1.19674905309957
916,1955,estimates,5yearly,0_4,54.1311429572867
916,1955,estimates,5yearly,0_14,59.4661129224727
916,1955,estimates,5yearly,0_19,61.3232117277143
916,1955,estimates,5yearly,0_24,63.6289036929852
916,1955,estimates,5yearly,5_14,5.33496996518598
916,1955,estimates,5yearly,15plus,40.5338870775273
916,1955,estimates,5yearly,15_24,4.1627907705125
916,1955,estimates,5yearly,15_49,16.6031574922176
916,1955,estimates,5yearly,15_59,22.617722604568
916,1955,estimates,5yearly,15_64,26.0611983003857
916,1955,estimates,5yearly,20plus,38.6767882722856
916,1955,estimates,5yearly,20_64,24.2040994951441
916,1955,estimates,5yearly,20_69,27.759246557108
916,1955,estimates,5yearly,25plus,36.3710963070148
916,1955,estimates,5yearly,25_69,25.4535545918372
916,1955,estimates,5yearly,40plus,28.8298053780497
916,1955,estimates,5yearly,50plus,23.9307295853097
916,1955,estimates,5yearly,60plus,17.9161644729593
916,1955,estimates,5yearly,65plus,14.4726887771416
916,1955,estimates,5yearly,70plus,10.9175417151777
916,1955,estimates,5yearly,80plus,4.32078781557767
916,1955,estimates,5yearly,90plus,0.76495740002181
916,1960,estimates,5yearly,0_4,52.4765249126962
916,1960,estimates,5yearly,0_14,57.8335111175373
916,1960,estimates,5yearly,0_19,59.6161918594932
916,1960,estimates,5yearly,0_24,61.7964939030924
916,1960,estimates,5yearly,5_14,5.35698620484112
916,1960,estimates,5yearly,15plus,42.1664888824627
916,1960,estimates,5yearly,15_24,3.9629827855551
916,1960,estimates,5yearly,15_49,16.2144623282749
916,1960,estimates,5yearly,15_59,22.3275433690111
916,1960,estimates,5yearly,15_64,26.0945015674823
916,1960,estimates,5yearly,20plus,40.3838081405068
916,1960,estimates,5yearly,20_64,24.3118208255264
916,1960,estimates,5yearly,20_69,28.2230542630919
916,1960,estimates,5yearly,25plus,38.2035060969076
916,1960,estimates,5yearly,25_69,26.0427522194927
916,1960,estimates,5yearly,40plus,30.85141250574
916,1960,estimates,5yearly,50plus,25.9520265541878
916,1960,estimates,5yearly,60plus,19.8389455134515
916,1960,estimates,5yearly,65plus,16.0719873149804
916,1960,estimates,5yearly,70plus,12.1607538774149
916,1960,estimates,5yearly,80plus,4.94650614748536
916,1960,estimates,5yearly,90plus,0.724147971702736
916,1965,estimates,5yearly,0_4,50.2017189052132
916,1965,estimates,5yearly,0_14,55.3684779566322
916,1965,estimates,5yearly,0_19,57.2049404804373
916,1965,estimates,5yearly,0_24,59.3452573692847
916,1965,estimates,5yearly,5_14,5.16675905141897
916,1965,estimates,5yearly,15plus,44.6315220433678
916,1965,estimates,5yearly,15_24,3.9767794126525
916,1965,estimates,5yearly,15_49,16.1919005098541
916,1965,estimates,5yearly,15_59,22.3965336509174
916,1965,estimates,5yearly,15_64,26.2956001075688
916,1965,estimates,5yearly,20plus,42.7950595195627
916,1965,estimates,5yearly,20_64,24.4591375837637
916,1965,estimates,5yearly,20_69,28.7958333562008
916,1965,estimates,5yearly,25plus,40.6547426307153
916,1965,estimates,5yearly,25_69,26.6555164673534
916,1965,estimates,5yearly,40plus,33.5875560482742
916,1965,estimates,5yearly,50plus,28.4396215335137
916,1965,estimates,5yearly,60plus,22.2349883924504
916,1965,estimates,5yearly,65plus,18.335921935799
916,1965,estimates,5yearly,70plus,13.9992261633619
916,1965,estimates,5yearly,80plus,5.92160650681361
916,1965,estimates,5yearly,90plus,0.91548716034883
916,1970,estimates,5yearly,0_4,47.4270443201224
916,1970,estimates,5yearly,0_14,52.112896869615
916,1970,estimates,5yearly,0_19,54.0780457292465
916,1970,estimates,5yearly,0_24,56.3962113370412
916,1970,estimates,5yearly,5_14,4.68585254949257
916,1970,estimates,5yearly,15plus,47.887103130385
916,1970,estimates,5yearly,15_24,4.28331446742628
916,1970,estimates,5yearly,15_49,16.7078720193227
916,1970,estimates,5yearly,15_59,23.1452976269623
