region,year,variant,freq,agebroad,percentagetotaldeaths
914,1950,estimates,5yearly,0_4,52.4374982438581
914,1950,estimates,5yearly,0_14,60.2298065025088
914,1950,estimates,5yearly,0_19,63.1175528469772
914,1950,estimates,5yearly,0_24,66.5078669820786
914,1950,estimates,5yearly,5_14,7.79230825865062
914,1950,estimates,5yearly,15plus,39.7701934974913
914,1950,estimates,5yearly,15_24,6.27806047956989
914,1950,estimates,5yearly,15_49,19.7228514693439
914,1950,estimates,5yearly,15_59,25.0395865499628
914,1950,estimates,5yearly,15_64,28.2709498388973
914,1950,estimates,5yearly,20plus,36.8824471530228
914,1950,estimates,5yearly,20_64,25.3832034944289
914,1950,estimates,5yearly,20_69,28.8739600527963
914,1950,estimates,5yearly,25plus,33.4921330179214
914,1950,estimates,5yearly,25_69,25.4836459176948
914,1950,estimates,5yearly,40plus,24.8513103574847
914,1950,estimates,5yearly,50plus,20.0473420281474
914,1950,estimates,5yearly,60plus,14.7306069475284
914,1950,estimates,5yearly,65plus,11.4992436585939
914,1950,estimates,5yearly,70plus,8.00848710022653
914,1950,estimates,5yearly,80plus,1.98139930095772
914,1950,estimates,5yearly,90plus,0.064848317358222
914,1955,estimates,5yearly,0_4,53.0598658321949
914,1955,estimates,5yearly,0_14,60.8227675594666
914,1955,estimates,5yearly,0_19,63.7487699910179
914,1955,estimates,5yearly,0_24,67.1437833896394
914,1955,estimates,5yearly,5_14,7.76290172727167
914,1955,estimates,5yearly,15plus,39.1772324405335
914,1955,estimates,5yearly,15_24,6.32101583017283
914,1955,estimates,5yearly,15_49,19.793369895205
914,1955,estimates,5yearly,15_59,25.137554414492
914,1955,estimates,5yearly,15_64,28.4173678277109
914,1955,estimates,5yearly,20plus,36.2512300089821
914,1955,estimates,5yearly,20_64,25.4913653961596
914,1955,estimates,5yearly,20_69,28.9628395831431
914,1955,estimates,5yearly,25plus,32.8562166103606
914,1955,estimates,5yearly,25_69,25.5678261845216
914,1955,estimates,5yearly,40plus,24.2701420358273
914,1955,estimates,5yearly,50plus,19.3838625453284
914,1955,estimates,5yearly,60plus,14.0396780260414
914,1955,estimates,5yearly,65plus,10.7598646128225
914,1955,estimates,5yearly,70plus,7.28839042583905
914,1955,estimates,5yearly,80plus,1.67937401808724
914,1955,estimates,5yearly,90plus,0.0665128152088544
914,1960,estimates,5yearly,0_4,53.2493742453355
914,1960,estimates,5yearly,0_14,60.9714254240532
914,1960,estimates,5yearly,0_19,63.861212037137
914,1960,estimates,5yearly,0_24,67.2503194842546
914,1960,estimates,5yearly,5_14,7.72205117871772
914,1960,estimates,5yearly,15plus,39.0285745759468
914,1960,estimates,5yearly,15_24,6.27889406020142
914,1960,estimates,5yearly,15_49,19.6186937673929
914,1960,estimates,5yearly,15_59,25.0019713859108
914,1960,estimates,5yearly,15_64,28.2814595132071
914,1960,estimates,5yearly,20plus,36.138787962863
914,1960,estimates,5yearly,20_64,25.3916729001234
914,1960,estimates,5yearly,20_69,28.9302208071957
914,1960,estimates,5yearly,25plus,32.7496805157453
914,1960,estimates,5yearly,25_69,25.541113360078
914,1960,estimates,5yearly,40plus,24.3100961813956
914,1960,estimates,5yearly,50plus,19.4098808085539
914,1960,estimates,5yearly,60plus,14.026603190036
914,1960,estimates,5yearly,65plus,10.7471150627397
914,1960,estimates,5yearly,70plus,7.2085671556673
914,1960,estimates,5yearly,80plus,1.59943114611844
914,1960,estimates,5yearly,90plus,0.0639994827357055
914,1965,estimates,5yearly,0_4,53.2014577623842
914,1965,estimates,5yearly,0_14,61.0204846132249
914,1965,estimates,5yearly,0_19,63.8417460281332
914,1965,estimates,5yearly,0_24,67.1498211321643
914,1965,estimates,5yearly,5_14,7.81902685084065
914,1965,estimates,5yearly,15plus,38.9795153867752
914,1965,estimates,5yearly,15_24,6.12933651893948
914,1965,estimates,5yearly,15_49,19.280775214194
914,1965,estimates,5yearly,15_59,24.7100551438975
914,1965,estimates,5yearly,15_64,27.9824856848625
914,1965,estimates,5yearly,20plus,36.1582539718668
914,1965,estimates,5yearly,20_64,25.1612242699541
914,1965,estimates,5yearly,20_69,28.705089226854
914,1965,estimates,5yearly,25plus,32.8501788678357
914,1965,estimates,5yearly,25_69,25.3970141228229
914,1965,estimates,5yearly,40plus,24.5378552572731
914,1965,estimates,5yearly,50plus,19.6987401725811
914,1965,estimates,5yearly,60plus,14.2694602428777
914,1965,estimates,5yearly,65plus,10.9970297019127
914,1965,estimates,5yearly,70plus,7.45316474501278
914,1965,estimates,5yearly,80plus,1.65089051014042
914,1965,estimates,5yearly,90plus,0.0658002906946409
914,1970,estimates,5yearly,0_4,53.3793065796522
914,1970,estimates,5yearly,0_14,61.1012453208487
914,1970,estimates,5yearly,0_19,63.8702505279499
914,1970,estimates,5yearly,0_24,67.0451501007635
914,1970,estimates,5yearly,5_14,7.72193874119655
914,1970,estimates,5yearly,15plus,38.8987546791513
914,1970,estimates,5yearly,15_24,5.94390477991472
914,1970,estimates,5yearly,15_49,18.7155922652275
914,1970,estimates,5yearly,15_59,24.1265782121468
914,1970,estimates,5yearly,15_64,27.4259782205339
914,1970,estimates,5yearly,20plus,36.1297494720501
