region,year,variant,freq,agebroad,percentagetotaldeaths
901,1950,estimates,5yearly,0_4,16.086709605741
901,1950,estimates,5yearly,0_14,17.6342206792472
901,1950,estimates,5yearly,0_19,18.6993018060518
901,1950,estimates,5yearly,0_24,20.2251900368542
901,1950,estimates,5yearly,5_14,1.54751107350617
901,1950,estimates,5yearly,15plus,82.3657793207528
901,1950,estimates,5yearly,15_24,2.59096935760701
901,1950,estimates,5yearly,15_49,13.9634956996673
901,1950,estimates,5yearly,15_59,24.7248244708085
901,1950,estimates,5yearly,15_64,32.4324897696742
901,1950,estimates,5yearly,20plus,81.3006981939482
901,1950,estimates,5yearly,20_64,31.3674086428696
901,1950,estimates,5yearly,20_69,41.168648027871
901,1950,estimates,5yearly,25plus,79.7748099631458
901,1950,estimates,5yearly,25_69,39.6427597970686
901,1950,estimates,5yearly,40plus,74.7106279281637
901,1950,estimates,5yearly,50plus,68.4022836210856
901,1950,estimates,5yearly,60plus,57.6409548499443
901,1950,estimates,5yearly,65plus,49.9332895510786
901,1950,estimates,5yearly,70plus,40.1320501660772
901,1950,estimates,5yearly,80plus,16.7154516414626
901,1950,estimates,5yearly,90plus,2.65042259344705
901,1955,estimates,5yearly,0_4,11.5959340639984
901,1955,estimates,5yearly,0_14,12.7839140568329
901,1955,estimates,5yearly,0_19,13.6004113595196
901,1955,estimates,5yearly,0_24,14.7924452927553
901,1955,estimates,5yearly,5_14,1.1879799928345
901,1955,estimates,5yearly,15plus,87.2160859431671
901,1955,estimates,5yearly,15_24,2.00853123592246
901,1955,estimates,5yearly,15_49,12.1251002605719
901,1955,estimates,5yearly,15_59,23.526611406103
901,1955,estimates,5yearly,15_64,31.7134632445777
901,1955,estimates,5yearly,20plus,86.3995886404804
901,1955,estimates,5yearly,20_64,30.8969659418909
901,1955,estimates,5yearly,20_69,41.219060048669
901,1955,estimates,5yearly,25plus,85.2075547072447
901,1955,estimates,5yearly,25_69,40.0270261154333
901,1955,estimates,5yearly,40plus,80.7146713696069
901,1955,estimates,5yearly,50plus,75.0909856825953
901,1955,estimates,5yearly,60plus,63.6894745370642
901,1955,estimates,5yearly,65plus,55.5026226985895
901,1955,estimates,5yearly,70plus,45.1805285918114
901,1955,estimates,5yearly,80plus,19.7127492339357
901,1955,estimates,5yearly,90plus,2.8448919231263
901,1960,estimates,5yearly,0_4,8.13740725850298
901,1960,estimates,5yearly,0_14,9.1063126901445
901,1960,estimates,5yearly,0_19,9.8186236308761
901,1960,estimates,5yearly,0_24,10.8065692096742
901,1960,estimates,5yearly,5_14,0.968905431641521
901,1960,estimates,5yearly,15plus,90.8936873098555
901,1960,estimates,5yearly,15_24,1.7002565195297
