region,year,variant,freq,agebroad,percentagetotaldeaths
912,1950,estimates,5yearly,"Region, subregion, country or area *",Northern Africa
912,1950,estimates,5yearly,0_4,64.6341988413922
912,1950,estimates,5yearly,0_14,69.5094031875338
912,1950,estimates,5yearly,0_19,71.1643106632126
912,1950,estimates,5yearly,0_24,73.1177783521353
912,1950,estimates,5yearly,5_14,4.87520434614152
912,1950,estimates,5yearly,15plus,30.4905968124662
912,1950,estimates,5yearly,15_24,3.60837516460153
912,1950,estimates,5yearly,15_49,12.2953374333431
912,1950,estimates,5yearly,15_59,16.7536829063838
912,1950,estimates,5yearly,15_64,19.3865818652685
912,1950,estimates,5yearly,20plus,28.8356893367874
912,1950,estimates,5yearly,20_64,17.7316743895897
912,1950,estimates,5yearly,20_69,20.6846746561124
912,1950,estimates,5yearly,25plus,26.8822216478647
912,1950,estimates,5yearly,25_69,18.7312069671897
912,1950,estimates,5yearly,40plus,21.6656973711642
912,1950,estimates,5yearly,50plus,18.1952593791231
912,1950,estimates,5yearly,60plus,13.7369139060824
912,1950,estimates,5yearly,65plus,11.1040149471977
912,1950,estimates,5yearly,70plus,8.15101468067504
912,1950,estimates,5yearly,80plus,2.60403776205443
912,1950,estimates,5yearly,90plus,0.337160048557754
912,1955,estimates,5yearly,"Region, subregion, country or area *",Northern Africa
912,1955,estimates,5yearly,0_4,62.3080221335627
912,1955,estimates,5yearly,0_14,67.2460516758562
912,1955,estimates,5yearly,0_19,68.8357577520966
912,1955,estimates,5yearly,0_24,70.7411780672524
912,1955,estimates,5yearly,5_14,4.93802954229343
912,1955,estimates,5yearly,15plus,32.7539483241438
912,1955,estimates,5yearly,15_24,3.49512639139625
912,1955,estimates,5yearly,15_49,12.5409912917157
912,1955,estimates,5yearly,15_59,17.3468869049435
912,1955,estimates,5yearly,15_64,20.3213042722604
912,1955,estimates,5yearly,20plus,31.1642422479035
912,1955,estimates,5yearly,20_64,18.7315981960201
912,1955,estimates,5yearly,20_69,22.016872411846
912,1955,estimates,5yearly,25plus,29.2588219327476
912,1955,estimates,5yearly,25_69,20.1114520966902
912,1955,estimates,5yearly,40plus,23.7903201730328
912,1955,estimates,5yearly,50plus,20.2129570324282
912,1955,estimates,5yearly,60plus,15.4070614192004
912,1955,estimates,5yearly,65plus,12.4326440518834
912,1955,estimates,5yearly,70plus,9.14736983605743
912,1955,estimates,5yearly,80plus,2.81727029828411
912,1955,estimates,5yearly,90plus,0.242675870211174
912,1960,estimates,5yearly,"Region, subregion, country or area *",Northern Africa
912,1960,estimates,5yearly,0_4,60.2364369719626
912,1960,estimates,5yearly,0_14,65.2472883466155
912,1960,estimates,5yearly,0_19,66.8152028750787
912,1960,estimates,5yearly,0_24,68.573847671299
912,1960,estimates,5yearly,5_14,5.01085137465293
912,1960,estimates,5yearly,15plus,34.7527116533845
912,1960,estimates,5yearly,15_24,3.32655932468345
912,1960,estimates,5yearly,15_49,12.4576161573199
912,1960,estimates,5yearly,15_59,17.4301722968174
912,1960,estimates,5yearly,15_64,20.6432901209244
912,1960,estimates,5yearly,20plus,33.1847971249213
912,1960,estimates,5yearly,20_64,19.0753755924612
912,1960,estimates,5yearly,20_69,22.7338481156697
912,1960,estimates,5yearly,25plus,31.426152328701
912,1960,estimates,5yearly,25_69,20.9752033194494
912,1960,estimates,5yearly,40plus,25.966708696732
912,1960,estimates,5yearly,50plus,22.2950954960645
912,1960,estimates,5yearly,60plus,17.322539356567
912,1960,estimates,5yearly,65plus,14.1094215324601
912,1960,estimates,5yearly,70plus,10.4509490092516
912,1960,estimates,5yearly,80plus,3.41578262018443
912,1960,estimates,5yearly,90plus,0.272034241939234
912,1965,estimates,5yearly,"Region, subregion, country or area *",Northern Africa
912,1965,estimates,5yearly,0_4,57.8726380334326
912,1965,estimates,5yearly,0_14,62.8650937530105
912,1965,estimates,5yearly,0_19,64.5496389880405
912,1965,estimates,5yearly,0_24,66.2730003590727
912,1965,estimates,5yearly,5_14,4.99245571957797
912,1965,estimates,5yearly,15plus,37.1349062469895
912,1965,estimates,5yearly,15_24,3.4079066060622
912,1965,estimates,5yearly,15_49,12.5431637934594
912,1965,estimates,5yearly,15_59,17.6822200202432
912,1965,estimates,5yearly,15_64,21.0519673306384
912,1965,estimates,5yearly,20plus,35.4503610119595
912,1965,estimates,5yearly,20_64,19.3674220956084
912,1965,estimates,5yearly,20_69,23.3685649977918
912,1965,estimates,5yearly,25plus,33.7269996409273
912,1965,estimates,5yearly,25_69,21.6452036267595
912,1965,estimates,5yearly,40plus,28.4887761625761
912,1965,estimates,5yearly,50plus,24.5917424535301
