region,year,variant,freq,agebroad,percentagetotaldeaths
910,1950,estimates,5yearly,"Region, subregion, country or area *",Eastern Africa
910,1950,estimates,5yearly,0_4,54.5741696760495
910,1950,estimates,5yearly,0_14,63.3580212524427
910,1950,estimates,5yearly,0_19,65.9853275686543
910,1950,estimates,5yearly,0_24,68.9267567603968
910,1950,estimates,5yearly,5_14,8.78385157639319
910,1950,estimates,5yearly,15plus,36.6419787475573
910,1950,estimates,5yearly,15_24,5.56873550795414
910,1950,estimates,5yearly,15_49,18.606197325795
910,1950,estimates,5yearly,15_59,23.5384808613901
910,1950,estimates,5yearly,15_64,26.3228851570651
910,1950,estimates,5yearly,20plus,34.0146724313457
910,1950,estimates,5yearly,20_64,23.6955788408535
910,1950,estimates,5yearly,20_69,26.712993883233
910,1950,estimates,5yearly,25plus,31.0732432396032
910,1950,estimates,5yearly,25_69,23.7715646914905
910,1950,estimates,5yearly,40plus,22.9593471522898
910,1950,estimates,5yearly,50plus,18.0357814217623
910,1950,estimates,5yearly,60plus,13.1034978861672
910,1950,estimates,5yearly,65plus,10.3190935904922
910,1950,estimates,5yearly,70plus,7.30167854811273
910,1950,estimates,5yearly,80plus,2.00349777132185
910,1950,estimates,5yearly,90plus,0.147649340438014
910,1955,estimates,5yearly,"Region, subregion, country or area *",Eastern Africa
910,1955,estimates,5yearly,0_4,54.4216907874487
910,1955,estimates,5yearly,0_14,63.2331291067986
910,1955,estimates,5yearly,0_19,65.8381531510148
910,1955,estimates,5yearly,0_24,68.7560659262243
910,1955,estimates,5yearly,5_14,8.81143831934987
910,1955,estimates,5yearly,15plus,36.7668708932014
910,1955,estimates,5yearly,15_24,5.52293681942567
910,1955,estimates,5yearly,15_49,18.541564259897
910,1955,estimates,5yearly,15_59,23.6087915924616
910,1955,estimates,5yearly,15_64,26.3791059053167
910,1955,estimates,5yearly,20plus,34.1618468489852
910,1955,estimates,5yearly,20_64,23.7740818611004
910,1955,estimates,5yearly,20_69,26.7568713985358
910,1955,estimates,5yearly,25plus,31.2439340737758
910,1955,estimates,5yearly,25_69,23.8389586233263
910,1955,estimates,5yearly,40plus,23.1043964598012
910,1955,estimates,5yearly,50plus,18.2253066333044
910,1955,estimates,5yearly,60plus,13.1580793007398
910,1955,estimates,5yearly,65plus,10.3877649878847
910,1955,estimates,5yearly,70plus,7.40497545044942
910,1955,estimates,5yearly,80plus,2.11436992209174
910,1955,estimates,5yearly,90plus,0.144127479009483
910,1960,estimates,5yearly,"Region, subregion, country or area *",Eastern Africa
910,1960,estimates,5yearly,0_4,54.2451287411228
910,1960,estimates,5yearly,0_14,63.025625027322
910,1960,estimates,5yearly,0_19,65.6407051651439
910,1960,estimates,5yearly,0_24,68.511350043119
910,1960,estimates,5yearly,5_14,8.78049628619912
910,1960,estimates,5yearly,15plus,36.974374972678
910,1960,estimates,5yearly,15_24,5.48572501579707
910,1960,estimates,5yearly,15_49,18.3629172313207
910,1960,estimates,5yearly,15_59,23.4748478911413
910,1960,estimates,5yearly,15_64,26.3216779465006
910,1960,estimates,5yearly,20plus,34.3592948348561
910,1960,estimates,5yearly,20_64,23.7065978086786
910,1960,estimates,5yearly,20_69,26.6995855008763
910,1960,estimates,5yearly,25plus,31.488649956881
910,1960,estimates,5yearly,25_69,23.8289406229012
910,1960,estimates,5yearly,40plus,23.4395876468928
910,1960,estimates,5yearly,50plus,18.6114577413573
910,1960,estimates,5yearly,60plus,13.4995270815367
910,1960,estimates,5yearly,65plus,10.6526970261774
910,1960,estimates,5yearly,70plus,7.65970933397979
910,1960,estimates,5yearly,80plus,2.28170242698576
910,1960,estimates,5yearly,90plus,0.170111553119871
910,1965,estimates,5yearly,"Region, subregion, country or area *",Eastern Africa
910,1965,estimates,5yearly,0_4,53.8963386588114
910,1965,estimates,5yearly,0_14,62.6594275536101
910,1965,estimates,5yearly,0_19,65.3003079595772
910,1965,estimates,5yearly,0_24,68.1865605109412
910,1965,estimates,5yearly,5_14,8.76308889479872
910,1965,estimates,5yearly,15plus,37.3405724463899
910,1965,estimates,5yearly,15_24,5.5271329573311
910,1965,estimates,5yearly,15_49,18.2324852998724
910,1965,estimates,5yearly,15_59,23.3102406858655
910,1965,estimates,5yearly,15_64,26.2365307161562
910,1965,estimates,5yearly,20plus,34.6996920404229
910,1965,estimates,5yearly,20_64,23.5956503101891
910,1965,estimates,5yearly,20_69,26.6999171628615
910,1965,estimates,5yearly,25plus,31.8134394890588
910,1965,estimates,5yearly,25_69,23.8136646114974
910,1965,estimates,5yearly,40plus,23.9152996621938
910,1965,estimates,5yearly,50plus,19.1080871465175
910,1965,estimates,5yearly,60plus,14.0303317605244
910,1965,estimates,5yearly,65plus,11.1040417302337
910,1965,estimates,5yearly,70plus,7.99977487756139
910,1965,estimates,5yearly,80plus,2.48986548368659
910,1965,estimates,5yearly,90plus,0.205589201890991
910,1970,estimates,5yearly,"Region, subregion, country or area *",Eastern Africa
910,1970,estimates,5yearly,0_4,53.6858529804442
910,1970,estimates,5yearly,0_14,62.3436996175055
910,1970,estimates,5yearly,0_19,64.9995974899208
910,1970,estimates,5yearly,0_24,67.9006174020724
910,1970,estimates,5yearly,5_14,8.65784663706128
910,1970,estimates,5yearly,15plus,37.6563003824946
910,1970,estimates,5yearly,15_24,5.55691778456693
910,1970,estimates,5yearly,15_49,18.0609659802
910,1970,estimates,5yearly,15_59,23.1079408860061
910,1970,estimates,5yearly,15_64,26.0202046862731
910,1970,estimates,5yearly,20plus,35.0004025100793
910,1970,estimates,5yearly,20_64,23.3643068138578
910,1970,estimates,5yearly,20_69,26.5665802259775
910,1970,estimates,5yearly,25plus,32.0993825979276
910,1970,estimates,5yearly,25_69,23.6655603138259
910,1970,estimates,5yearly,40plus,24.3630772885337
910,1970,estimates,5yearly,50plus,19.5953344022945
910,1970,estimates,5yearly,60plus,14.5483594964885
910,1970,estimates,5yearly,65plus,11.6360956962215
910,1970,estimates,5yearly,70plus,8.43382228410173
910,1970,estimates,5yearly,80plus,2.6858551799528
910,1970,estimates,5yearly,90plus,0.239904805266504
910,1975,estimates,5yearly,"Region, subregion, country or area *",Eastern Africa
910,1975,estimates,5yearly,0_4,53.2136532184539
910,1975,estimates,5yearly,0_14,61.735612204876
910,1975,estimates,5yearly,0_19,64.3964993380514
910,1975,estimates,5yearly,0_24,67.3009751548433
910,1975,estimates,5yearly,5_14,8.52195898642215
910,1975,estimates,5yearly,15plus,38.264387795124
910,1975,estimates,5yearly,15_24,5.56536294996725
910,1975,estimates,5yearly,15_49,17.9335339101067
910,1975,estimates,5yearly,15_59,23.0095858693348
910,1975,estimates,5yearly,15_64,25.9374264799003
910,1975,estimates,5yearly,20plus,35.6035006619486
910,1975,estimates,5yearly,20_64,23.2765393467249
910,1975,estimates,5yearly,20_69,26.5243345822305
910,1975,estimates,5yearly,25plus,32.6990248451567
910,1975,estimates,5yearly,25_69,23.6198587654386
910,1975,estimates,5yearly,40plus,25.0328186047444
910,1975,estimates,5yearly,50plus,20.3308538850172
910,1975,estimates,5yearly,60plus,15.2548019257892
910,1975,estimates,5yearly,65plus,12.3269613152237
910,1975,estimates,5yearly,70plus,9.07916607971815
910,1975,estimates,5yearly,80plus,2.91295373746587
910,1975,estimates,5yearly,90plus,0.274275685331589
910,1980,estimates,5yearly,"Region, subregion, country or area *",Eastern Africa
910,1980,estimates,5yearly,0_4,52.4761181176239
910,1980,estimates,5yearly,0_14,61.0405057443338
910,1980,estimates,5yearly,0_19,63.7373611167419
910,1980,estimates,5yearly,0_24,66.7079973412555
910,1980,estimates,5yearly,5_14,8.56438762670985
910,1980,estimates,5yearly,15plus,38.9594942556663
910,1980,estimates,5yearly,15_24,5.66749159692176
910,1980,estimates,5yearly,15_49,18.2845961768501
910,1980,estimates,5yearly,15_59,23.3332674466401
910,1980,estimates,5yearly,15_64,26.2601515403563
910,1980,estimates,5yearly,20plus,36.2626388832581
910,1980,estimates,5yearly,20_64,23.5632961679482
910,1980,estimates,5yearly,20_69,26.7954713045897
910,1980,estimates,5yearly,25plus,33.2920026587445
910,1980,estimates,5yearly,25_69,23.8248350800761
910,1980,estimates,5yearly,40plus,25.3450575097052
910,1980,estimates,5yearly,50plus,20.6748980788162
910,1980,estimates,5yearly,60plus,15.6262268090262
910,1980,estimates,5yearly,65plus,12.6993427153099
910,1980,estimates,5yearly,70plus,9.46716757866835
910,1980,estimates,5yearly,80plus,3.20370919960508
910,1980,estimates,5yearly,90plus,0.304685077717202
910,1985,estimates,5yearly,"Region, subregion, country or area *",Eastern Africa
910,1985,estimates,5yearly,0_4,50.9319910010425
910,1985,estimates,5yearly,0_14,59.2830439292589
910,1985,estimates,5yearly,0_19,62.0105784282253
910,1985,estimates,5yearly,0_24,65.0992384451859
910,1985,estimates,5yearly,5_14,8.35105292821643
910,1985,estimates,5yearly,15plus,40.716956070741
910,1985,estimates,5yearly,15_24,5.81619451592698
910,1985,estimates,5yearly,15_49,19.6898203868318
910,1985,estimates,5yearly,15_59,24.799697124328
910,1985,estimates,5yearly,15_64,27.7250445190117
910,1985,estimates,5yearly,20plus,37.9894215717747
910,1985,estimates,5yearly,20_64,24.9975100200453
910,1985,estimates,5yearly,20_69,28.2443850625253
910,1985,estimates,5yearly,25plus,34.9007615548141
910,1985,estimates,5yearly,25_69,25.1557250455647
910,1985,estimates,5yearly,40plus,26.0533072684933
910,1985,estimates,5yearly,50plus,21.0271356839093
910,1985,estimates,5yearly,60plus,15.917258946413
910,1985,estimates,5yearly,65plus,12.9919115517294
910,1985,estimates,5yearly,70plus,9.74503650924939
910,1985,estimates,5yearly,80plus,3.40990010801677
910,1985,estimates,5yearly,90plus,0.345943829189205
910,1990,estimates,5yearly,"Region, subregion, country or area *",Eastern Africa
910,1990,estimates,5yearly,0_4,47.8080393152806
910,1990,estimates,5yearly,0_14,55.9490797509881
910,1990,estimates,5yearly,0_19,58.6500551323783
910,1990,estimates,5yearly,0_24,61.8993540460987
910,1990,estimates,5yearly,5_14,8.14104043570747
910,1990,estimates,5yearly,15plus,44.0509202490119
910,1990,estimates,5yearly,15_24,5.95027429511063
910,1990,estimates,5yearly,15_49,22.9408642876756
910,1990,estimates,5yearly,15_59,28.2205492925021
910,1990,estimates,5yearly,15_64,31.1276307611891
910,1990,estimates,5yearly,20plus,41.3499448676217
910,1990,estimates,5yearly,20_64,28.4266553797989
910,1990,estimates,5yearly,20_69,31.5953531233551
910,1990,estimates,5yearly,25plus,38.1006459539013
910,1990,estimates,5yearly,25_69,28.3460542096346
910,1990,estimates,5yearly,40plus,27.1536380424633
910,1990,estimates,5yearly,50plus,21.1100559613363
910,1990,estimates,5yearly,60plus,15.8303709565098
910,1990,estimates,5yearly,65plus,12.9232894878228
910,1990,estimates,5yearly,70plus,9.75459174426666
910,1990,estimates,5yearly,80plus,3.4696061860273
910,1990,estimates,5yearly,90plus,0.369425270930941
910,1995,estimates,5yearly,"Region, subregion, country or area *",Eastern Africa
910,1995,estimates,5yearly,0_4,42.4038539454867
910,1995,estimates,5yearly,0_14,49.3681493390243
910,1995,estimates,5yearly,0_19,51.8836969442029
910,1995,estimates,5yearly,0_24,55.1554204301689
910,1995,estimates,5yearly,5_14,6.96429539353766
910,1995,estimates,5yearly,15plus,50.6318506609757
910,1995,estimates,5yearly,15_24,5.78727109114452
910,1995,estimates,5yearly,15_49,27.8279093350196
910,1995,estimates,5yearly,15_59,33.8017364196278
910,1995,estimates,5yearly,15_64,36.8076212957503
910,1995,estimates,5yearly,20plus,48.1163030557971
910,1995,estimates,5yearly,20_64,34.2920736905717
910,1995,estimates,5yearly,20_69,37.5823976995772
910,1995,estimates,5yearly,25plus,44.8445795698311
910,1995,estimates,5yearly,25_69,34.3106742136112
910,1995,estimates,5yearly,40plus,30.7206314863939
910,1995,estimates,5yearly,50plus,22.8039413259561
910,1995,estimates,5yearly,60plus,16.8301142413479
910,1995,estimates,5yearly,65plus,13.8242293652254
910,1995,estimates,5yearly,70plus,10.5339053562199
910,1995,estimates,5yearly,80plus,3.93576379440636
910,1995,estimates,5yearly,90plus,0.442197306888563
910,2000,estimates,5yearly,"Region, subregion, country or area *",Eastern Africa
910,2000,estimates,5yearly,0_4,37.8141263144484
910,2000,estimates,5yearly,0_14,44.290822131779
910,2000,estimates,5yearly,0_19,46.773421334358
910,2000,estimates,5yearly,0_24,50.0285241244878
910,2000,estimates,5yearly,5_14,6.47669581733053
910,2000,estimates,5yearly,15plus,55.709177868221
910,2000,estimates,5yearly,15_24,5.73770199270886
910,2000,estimates,5yearly,15_49,31.0614251204151
910,2000,estimates,5yearly,15_59,37.6151333701542
910,2000,estimates,5yearly,15_64,40.6756881127347
910,2000,estimates,5yearly,20plus,53.226578665642
910,2000,estimates,5yearly,20_64,38.1930889101557
910,2000,estimates,5yearly,20_69,41.6092299849057
910,2000,estimates,5yearly,25plus,49.9714758755122
910,2000,estimates,5yearly,25_69,38.3541271947759
910,2000,estimates,5yearly,40plus,33.9590706121055
910,2000,estimates,5yearly,50plus,24.647752747806
910,2000,estimates,5yearly,60plus,18.0940444980668
910,2000,estimates,5yearly,65plus,15.0334897554863
910,2000,estimates,5yearly,70plus,11.6173486807363
910,2000,estimates,5yearly,80plus,4.59337359984401
910,2000,estimates,5yearly,90plus,0.555990612291556
910,2005,estimates,5yearly,"Region, subregion, country or area *",Eastern Africa
910,2005,estimates,5yearly,0_4,36.0322234059928
910,2005,estimates,5yearly,0_14,42.6872058773259
910,2005,estimates,5yearly,0_19,45.4126951797116
910,2005,estimates,5yearly,0_24,48.7238897877949
910,2005,estimates,5yearly,5_14,6.65498247133313
910,2005,estimates,5yearly,15plus,57.3127941226741
910,2005,estimates,5yearly,15_24,6.03668391046896
910,2005,estimates,5yearly,15_49,29.4619406684062
910,2005,estimates,5yearly,15_59,36.087053902075
910,2005,estimates,5yearly,15_64,39.415720204115
910,2005,estimates,5yearly,20plus,54.5873048202884
910,2005,estimates,5yearly,20_64,36.6902309017293
910,2005,estimates,5yearly,20_69,40.4212862205308
910,2005,estimates,5yearly,25plus,51.2761102122051
910,2005,estimates,5yearly,25_69,37.1100916124474
910,2005,estimates,5yearly,40plus,36.704942970112
910,2005,estimates,5yearly,50plus,27.8508534542678
910,2005,estimates,5yearly,60plus,21.2257402205991
910,2005,estimates,5yearly,65plus,17.8970739185591
910,2005,estimates,5yearly,70plus,14.1660185997577
910,2005,estimates,5yearly,80plus,5.86099961828147
910,2005,estimates,5yearly,90plus,0.789674276349024
910,2010,estimates,5yearly,"Region, subregion, country or area *",Eastern Africa
910,2010,estimates,5yearly,0_4,34.3047521197725
910,2010,estimates,5yearly,0_14,40.9475183931044
910,2010,estimates,5yearly,0_19,43.9797604777336
910,2010,estimates,5yearly,0_24,47.4673924522229
910,2010,estimates,5yearly,5_14,6.64276627333194
910,2010,estimates,5yearly,15plus,59.0524816068956
910,2010,estimates,5yearly,15_24,6.51987405911846
910,2010,estimates,5yearly,15_49,26.9387898260119
910,2010,estimates,5yearly,15_59,33.7233459622184
910,2010,estimates,5yearly,15_64,37.4463360762182
910,2010,estimates,5yearly,20plus,56.0202395222664
910,2010,estimates,5yearly,20_64,34.4140939915891
910,2010,estimates,5yearly,20_69,38.7220295793561
910,2010,estimates,5yearly,25plus,52.5326075477771
910,2010,estimates,5yearly,25_69,35.2343976048668
910,2010,estimates,5yearly,40plus,40.0075296716403
910,2010,estimates,5yearly,50plus,32.1136917808836
910,2010,estimates,5yearly,60plus,25.3291356446772
910,2010,estimates,5yearly,65plus,21.6061455306773
910,2010,estimates,5yearly,70plus,17.2982099429103
910,2010,estimates,5yearly,80plus,7.62191107614954
910,2010,estimates,5yearly,90plus,1.09695803437877
910,2015,constant_fertility,5yearly,"Region, subregion, country or area *",Eastern Africa
910,2015,constant_mortality,5yearly,"Region, subregion, country or area *",Eastern Africa
910,2015,high_variant,5yearly,"Region, subregion, country or area *",Eastern Africa
910,2015,instant_replacement,5yearly,"Region, subregion, country or area *",Eastern Africa
910,2015,low_variant,5yearly,"Region, subregion, country or area *",Eastern Africa
910,2015,medium_variant,5yearly,"Region, subregion, country or area *",Eastern Africa
910,2015,momentum,5yearly,"Region, subregion, country or area *",Eastern Africa
910,2015,no_change,5yearly,"Region, subregion, country or area *",Eastern Africa
910,2015,zero_migration,5yearly,"Region, subregion, country or area *",Eastern Africa
910,2015,constant_fertility,5yearly,0_4,33.4254768093929
910,2015,constant_mortality,5yearly,0_4,32.5177002077024
910,2015,high_variant,5yearly,0_4,32.8881185373378
910,2015,instant_replacement,5yearly,0_4,21.6651958796608
910,2015,low_variant,5yearly,0_4,30.9817872355411
910,2015,medium_variant,5yearly,0_4,31.9482750377825
910,2015,momentum,5yearly,0_4,22.5987404056207
910,2015,no_change,5yearly,0_4,34.0082500669709
910,2015,zero_migration,5yearly,0_4,31.9627169101161
910,2015,constant_fertility,5yearly,0_14,39.4044868802327
910,2015,constant_mortality,5yearly,0_14,39.0068431805877
910,2015,high_variant,5yearly,0_14,38.9153885206218
910,2015,instant_replacement,5yearly,0_14,28.7004044707125
910,2015,low_variant,5yearly,0_14,37.180269326066
910,2015,medium_variant,5yearly,0_14,38.0599520011735
910,2015,momentum,5yearly,0_14,30.0389895758258
910,2015,no_change,5yearly,0_14,40.3540489223147
910,2015,zero_migration,5yearly,0_14,38.0714654844679
910,2015,constant_fertility,5yearly,0_19,42.3301046898756
910,2015,constant_mortality,5yearly,0_19,42.062126898092
910,2015,high_variant,5yearly,0_19,41.8646144568492
910,2015,instant_replacement,5yearly,0_19,32.1427954788564
910,2015,low_variant,5yearly,0_19,40.2132657763189
910,2015,medium_variant,5yearly,0_19,41.0504797042224
910,2015,momentum,5yearly,0_19,33.5440754158563
910,2015,no_change,5yearly,0_19,43.3418541196016
910,2015,zero_migration,5yearly,0_19,41.0622288972327
910,2015,constant_fertility,5yearly,0_24,45.7391135692696
910,2015,constant_mortality,5yearly,0_24,45.613539535167
910,2015,high_variant,5yearly,0_24,45.3011447526165
910,2015,instant_replacement,5yearly,0_24,36.1539993712266
910,2015,low_variant,5yearly,0_24,43.7474178332029
910,2015,medium_variant,5yearly,0_24,44.5351340010326
910,2015,momentum,5yearly,0_24,37.6203350501872
910,2015,no_change,5yearly,0_24,46.8148216742974
910,2015,zero_migration,5yearly,0_24,44.5488561044086
910,2015,constant_fertility,5yearly,5_14,5.97901007083983
910,2015,constant_mortality,5yearly,5_14,6.48914297288537
910,2015,high_variant,5yearly,5_14,6.02726998328399
910,2015,instant_replacement,5yearly,5_14,7.03520859105168
910,2015,low_variant,5yearly,5_14,6.19848209052483
910,2015,medium_variant,5yearly,5_14,6.11167696339092
910,2015,momentum,5yearly,5_14,7.44024917020505
910,2015,no_change,5yearly,5_14,6.34579885534384
910,2015,zero_migration,5yearly,5_14,6.10874857435173
910,2015,constant_fertility,5yearly,15plus,60.5955131197673
910,2015,constant_mortality,5yearly,15plus,60.9931568194122
910,2015,high_variant,5yearly,15plus,61.0846114793782
910,2015,instant_replacement,5yearly,15plus,71.2995955292875
910,2015,low_variant,5yearly,15plus,62.8197306739341
910,2015,medium_variant,5yearly,15plus,61.9400479988266
910,2015,momentum,5yearly,15plus,69.9610104241742
910,2015,no_change,5yearly,15plus,59.6459510776853
910,2015,zero_migration,5yearly,15plus,61.9285345155321
910,2015,constant_fertility,5yearly,15_24,6.33462668903688
910,2015,constant_mortality,5yearly,15_24,6.60669635457923
910,2015,high_variant,5yearly,15_24,6.38575623199472
