variant,region,year,potentialsupport2564_65
estimates,948,1950,19.185
estimates,948,1951,19.196
estimates,948,1952,19.389
estimates,948,1953,19.722
estimates,948,1954,20.136
estimates,948,1955,20.609
estimates,948,1956,20.271
estimates,948,1957,20.02
estimates,948,1958,19.899
estimates,948,1959,19.956
estimates,948,1960,20.205
estimates,948,1961,19.955
estimates,948,1962,19.883
estimates,948,1963,19.93
estimates,948,1964,20.031
estimates,948,1965,20.158
estimates,948,1966,19.738
estimates,948,1967,19.4
estimates,948,1968,19.155
estimates,948,1969,19.02
estimates,948,1970,18.992
estimates,948,1971,18.609
estimates,948,1972,18.353
estimates,948,1973,18.204
estimates,948,1974,18.139
estimates,948,1975,18.144
estimates,948,1976,17.798
estimates,948,1977,17.561
estimates,948,1978,17.42
estimates,948,1979,17.364
estimates,948,1980,17.381
estimates,948,1981,17.152
estimates,948,1982,17.014
estimates,948,1983,16.963
estimates,948,1984,16.999
estimates,948,1985,17.113
estimates,948,1986,16.992
estimates,948,1987,16.962
estimates,948,1988,16.999
estimates,948,1989,17.077
estimates,948,1990,17.18
estimates,948,1991,16.992
estimates,948,1992,16.857
estimates,948,1993,16.765
estimates,948,1994,16.705
estimates,948,1995,16.67
estimates,948,1996,16.396
estimates,948,1997,16.176
estimates,948,1998,16.004
estimates,948,1999,15.873
estimates,948,2000,15.777
estimates,948,2001,15.514
estimates,948,2002,15.312
estimates,948,2003,15.159
estimates,948,2004,15.049
estimates,948,2005,14.975
estimates,948,2006,14.776
estimates,948,2007,14.625
estimates,948,2008,14.518
estimates,948,2009,14.455
estimates,948,2010,14.431
estimates,948,2011,14.309
estimates,948,2012,14.227
estimates,948,2013,14.173
estimates,948,2014,14.135
estimates,948,2015,14.101
medium_variant,948,2015,14.101
medium_variant,948,2016,13.947
medium_variant,948,2017,13.813
medium_variant,948,2018,13.682
medium_variant,948,2019,13.533
medium_variant,948,2020,13.357
medium_variant,948,2021,13.06
medium_variant,948,2022,12.765
medium_variant,948,2023,12.477
medium_variant,948,2024,12.199
medium_variant,948,2025,11.929
medium_variant,948,2026,11.598
medium_variant,948,2027,11.292
medium_variant,948,2028,11.007
medium_variant,948,2029,10.737
medium_variant,948,2030,10.479
medium_variant,948,2031,10.188
medium_variant,948,2032,9.92
medium_variant,948,2033,9.673
medium_variant,948,2034,9.447
medium_variant,948,2035,9.238
medium_variant,948,2036,9.012
medium_variant,948,2037,8.809
medium_variant,948,2038,8.623
medium_variant,948,2039,8.451
medium_variant,948,2040,8.288
medium_variant,948,2041,8.109
medium_variant,948,2042,7.945
medium_variant,948,2043,7.791
medium_variant,948,2044,7.644
medium_variant,948,2045,7.501
medium_variant,948,2046,7.345
medium_variant,948,2047,7.198
medium_variant,948,2048,7.057
medium_variant,948,2049,6.917
medium_variant,948,2050,6.776
medium_variant,948,2051,6.62
medium_variant,948,2052,6.469
medium_variant,948,2053,6.324
medium_variant,948,2054,6.187
medium_variant,948,2055,6.059
medium_variant,948,2056,5.928
medium_variant,948,2057,5.808
medium_variant,948,2058,5.696
medium_variant,948,2059,5.592
medium_variant,948,2060,5.496
medium_variant,948,2061,5.399
medium_variant,948,2062,5.31
medium_variant,948,2063,5.228
medium_variant,948,2064,5.152
medium_variant,948,2065,5.08
medium_variant,948,2066,5.007
medium_variant,948,2067,4.939
medium_variant,948,2068,4.876
medium_variant,948,2069,4.816
medium_variant,948,2070,4.759
medium_variant,948,2071,4.7
medium_variant,948,2072,4.646
medium_variant,948,2073,4.593
medium_variant,948,2074,4.543
medium_variant,948,2075,4.493
medium_variant,948,2076,4.442
medium_variant,948,2077,4.393
medium_variant,948,2078,4.344
medium_variant,948,2079,4.296
medium_variant,948,2080,4.248
medium_variant,948,2081,4.198
medium_variant,948,2082,4.149
medium_variant,948,2083,4.1
medium_variant,948,2084,4.053
medium_variant,948,2085,4.006
medium_variant,948,2086,3.961
medium_variant,948,2087,3.918
medium_variant,948,2088,3.875
medium_variant,948,2089,3.834
medium_variant,948,2090,3.795
medium_variant,948,2091,3.758
medium_variant,948,2092,3.722
medium_variant,948,2093,3.688
medium_variant,948,2094,3.654
medium_variant,948,2095,3.62
medium_variant,948,2096,3.59
medium_variant,948,2097,3.561
medium_variant,948,2098,3.532
medium_variant,948,2099,3.502
medium_variant,948,2100,3.473
high_variant,948,2015,8.37544743672886
low_variant,948,2015,8.37544743672886
constant_fertility,948,2015,8.37544743672886
instant_replacement,948,2015,8.37544743672886
zero_migration,948,2015,8.37544743672886
constant_mortality,948,2015,8.37544743672886
no_change,948,2015,8.37544743672886
