variant,region,year,dependencyratio1564
estimates,934,1950,69.712
estimates,934,1951,70.934
estimates,934,1952,72.316
estimates,934,1953,73.42
estimates,934,1954,74.125
estimates,934,1955,74.554
estimates,934,1956,76.171
estimates,934,1957,77.165
estimates,934,1958,77.903
estimates,934,1959,78.665
estimates,934,1960,79.519
estimates,934,1961,80.368
estimates,934,1962,81.522
estimates,934,1963,82.681
estimates,934,1964,83.426
estimates,934,1965,83.606
estimates,934,1966,84.266
estimates,934,1967,84.283
estimates,934,1968,83.883
estimates,934,1969,83.393
estimates,934,1970,82.957
estimates,934,1971,82.91
estimates,934,1972,82.716
estimates,934,1973,82.382
estimates,934,1974,81.835
estimates,934,1975,81.029
estimates,934,1976,80.225
estimates,934,1977,79.196
estimates,934,1978,77.983
estimates,934,1979,76.655
estimates,934,1980,75.279
estimates,934,1981,73.962
estimates,934,1982,72.701
estimates,934,1983,71.475
estimates,934,1984,70.27
estimates,934,1985,69.107
estimates,934,1986,68.398
estimates,934,1987,67.666
estimates,934,1988,66.948
estimates,934,1989,66.253
estimates,934,1990,65.559
estimates,934,1991,65.259
estimates,934,1992,64.745
estimates,934,1993,64.104
estimates,934,1994,63.428
estimates,934,1995,62.739
estimates,934,1996,61.851
estimates,934,1997,61.061
estimates,934,1998,60.258
estimates,934,1999,59.312
estimates,934,2000,58.194
estimates,934,2001,57.169
estimates,934,2002,56.026
estimates,934,2003,54.817
estimates,934,2004,53.641
estimates,934,2005,52.562
estimates,934,2006,51.731
estimates,934,2007,50.943
estimates,934,2008,50.235
estimates,934,2009,49.643
estimates,934,2010,49.18
estimates,934,2011,48.886
estimates,934,2012,48.7
estimates,934,2013,48.612
estimates,934,2014,48.594
estimates,934,2015,48.628
medium_variant,934,2015,48.628
medium_variant,934,2016,48.815
medium_variant,934,2017,49.012
medium_variant,934,2018,49.206
medium_variant,934,2019,49.381
medium_variant,934,2020,49.526
medium_variant,934,2021,49.648
medium_variant,934,2022,49.743
medium_variant,934,2023,49.814
medium_variant,934,2024,49.869
medium_variant,934,2025,49.918
medium_variant,934,2026,50.008
medium_variant,934,2027,50.088
medium_variant,934,2028,50.172
medium_variant,934,2029,50.283
medium_variant,934,2030,50.438
medium_variant,934,2031,50.681
medium_variant,934,2032,50.953
medium_variant,934,2033,51.251
medium_variant,934,2034,51.569
medium_variant,934,2035,51.901
medium_variant,934,2036,52.28
medium_variant,934,2037,52.664
medium_variant,934,2038,53.046
medium_variant,934,2039,53.411
medium_variant,934,2040,53.753
medium_variant,934,2041,54.084
medium_variant,934,2042,54.381
medium_variant,934,2043,54.667
medium_variant,934,2044,54.968
medium_variant,934,2045,55.299
medium_variant,934,2046,55.664
medium_variant,934,2047,56.042
medium_variant,934,2048,56.445
medium_variant,934,2049,56.893
