variant,region,year,dependencyratio1564
estimates,948,1950,74.587
estimates,948,1951,75.229
estimates,948,1952,75.841
estimates,948,1953,76.295
estimates,948,1954,76.606
estimates,948,1955,76.854
estimates,948,1956,78.035
estimates,948,1957,78.907
estimates,948,1958,79.644
estimates,948,1959,80.371
estimates,948,1960,81.117
estimates,948,1961,82.265
estimates,948,1962,83.372
estimates,948,1963,84.353
estimates,948,1964,85.06
estimates,948,1965,85.423
estimates,948,1966,86.045
estimates,948,1967,86.274
estimates,948,1968,86.192
estimates,948,1969,85.922
estimates,948,1970,85.535
estimates,948,1971,85.463
estimates,948,1972,85.222
estimates,948,1973,84.838
estimates,948,1974,84.316
estimates,948,1975,83.673
estimates,948,1976,83.397
estimates,948,1977,82.941
estimates,948,1978,82.364
estimates,948,1979,81.734
estimates,948,1980,81.086
estimates,948,1981,80.749
estimates,948,1982,80.352
estimates,948,1983,79.894
estimates,948,1984,79.354
estimates,948,1985,78.722
estimates,948,1986,78.433
estimates,948,1987,77.957
estimates,948,1988,77.347
estimates,948,1989,76.661
estimates,948,1990,75.923
estimates,948,1991,75.374
estimates,948,1992,74.746
estimates,948,1993,74.028
estimates,948,1994,73.201
estimates,948,1995,72.265
estimates,948,1996,71.487
estimates,948,1997,70.609
estimates,948,1998,69.658
estimates,948,1999,68.67
estimates,948,2000,67.672
estimates,948,2001,66.904
estimates,948,2002,66.09
estimates,948,2003,65.25
estimates,948,2004,64.404
estimates,948,2005,63.567
estimates,948,2006,62.874
estimates,948,2007,62.19
estimates,948,2008,61.52
estimates,948,2009,60.871
estimates,948,2010,60.251
estimates,948,2011,59.761
estimates,948,2012,59.285
estimates,948,2013,58.83
estimates,948,2014,58.4
estimates,948,2015,57.995
medium_variant,948,2015,57.995
medium_variant,948,2016,57.73
medium_variant,948,2017,57.453
medium_variant,948,2018,57.172
medium_variant,948,2019,56.898
medium_variant,948,2020,56.636
medium_variant,948,2021,56.44
medium_variant,948,2022,56.249
medium_variant,948,2023,56.055
medium_variant,948,2024,55.85
medium_variant,948,2025,55.63
medium_variant,948,2026,55.476
medium_variant,948,2027,55.301
medium_variant,948,2028,55.112
medium_variant,948,2029,54.921
medium_variant,948,2030,54.735
medium_variant,948,2031,54.619
medium_variant,948,2032,54.498
medium_variant,948,2033,54.379
medium_variant,948,2034,54.267
medium_variant,948,2035,54.17
medium_variant,948,2036,54.141
medium_variant,948,2037,54.115
medium_variant,948,2038,54.097
medium_variant,948,2039,54.091
medium_variant,948,2040,54.103
medium_variant,948,2041,54.174
medium_variant,948,2042,54.246
medium_variant,948,2043,54.33
medium_variant,948,2044,54.435
medium_variant,948,2045,54.566
medium_variant,948,2046,54.755
medium_variant,948,2047,54.954
medium_variant,948,2048,55.159
medium_variant,948,2049,55.363
medium_variant,948,2050,55.561
medium_variant,948,2051,55.782
medium_variant,948,2052,55.989
medium_variant,948,2053,56.183
medium_variant,948,2054,56.365
medium_variant,948,2055,56.538
medium_variant,948,2056,56.72
medium_variant,948,2057,56.884
medium_variant,948,2058,57.034
medium_variant,948,2059,57.177
medium_variant,948,2060,57.316
medium_variant,948,2061,57.464
medium_variant,948,2062,57.603
medium_variant,948,2063,57.736
medium_variant,948,2064,57.867
medium_variant,948,2065,58
medium_variant,948,2066,58.144
medium_variant,948,2067,58.284
medium_variant,948,2068,58.425
medium_variant,948,2069,58.57
medium_variant,948,2070,58.723
medium_variant,948,2071,58.885
medium_variant,948,2072,59.047
medium_variant,948,2073,59.216
medium_variant,948,2074,59.396
medium_variant,948,2075,59.589
medium_variant,948,2076,59.79
medium_variant,948,2077,59.999
medium_variant,948,2078,60.216
medium_variant,948,2079,60.433
medium_variant,948,2080,60.65
medium_variant,948,2081,60.854
medium_variant,948,2082,61.056
medium_variant,948,2083,61.256
medium_variant,948,2084,61.454
medium_variant,948,2085,61.651
medium_variant,948,2086,61.825
medium_variant,948,2087,61.997
medium_variant,948,2088,62.169
medium_variant,948,2089,62.342
medium_variant,948,2090,62.518
medium_variant,948,2091,62.665
medium_variant,948,2092,62.815
medium_variant,948,2093,62.971
medium_variant,948,2094,63.136
medium_variant,948,2095,63.311
medium_variant,948,2096,63.451
medium_variant,948,2097,63.603
medium_variant,948,2098,63.769
medium_variant,948,2099,63.948
medium_variant,948,2100,64.14
high_variant,948,2015,57.9949115088446
low_variant,948,2015,57.9949115088446
constant_fertility,948,2015,57.9949115088446
instant_replacement,948,2015,57.9949115088446
zero_migration,948,2015,57.9949115088446
constant_mortality,948,2015,57.9949115088446
no_change,948,2015,57.9949115088446
high_variant,948,2020,58.0822934272653
low_variant,948,2020,55.1857573673735
constant_fertility,948,2020,57.7167687166614
instant_replacement,948,2020,53.1495526752656
zero_migration,948,2020,56.5684220082447
constant_mortality,948,2020,56.4485490299154
no_change,948,2020,57.5221382307579
high_variant,948,2025,59.2240710908237
low_variant,948,2025,52.0324240226762
constant_fertility,948,2025,58.7130684079133
instant_replacement,948,2025,49.5572750707196
zero_migration,948,2025,55.5250150741504
constant_mortality,948,2025,55.1036349112058
no_change,948,2025,58.1504919776162
high_variant,948,2030,60.8357127580552
low_variant,948,2030,48.6299026672955
constant_fertility,948,2030,60.5808892895487
instant_replacement,948,2030,46.6951915811111
zero_migration,948,2030,54.6340540142625
constant_mortality,948,2030,53.7598853751435
no_change,948,2030,59.5126216287086
high_variant,948,2035,60.7909783092272
low_variant,948,2035,47.4106150150232
constant_fertility,948,2035,62.1192655276714
instant_replacement,948,2035,48.547023221893
zero_migration,948,2035,54.0977410033091
constant_mortality,948,2035,52.7647085301331
no_change,948,2035,60.5531012566668
high_variant,948,2040,60.4126872309562
low_variant,948,2040,47.553113518623
constant_fertility,948,2040,63.7736198217978
instant_replacement,948,2040,50.0444581432196
zero_migration,948,2040,54.0302930219605
constant_mortality,948,2040,52.2292437820453
no_change,948,2040,61.6661678383867
high_variant,948,2045,60.4145391589276
low_variant,948,2045,48.5735360399094
constant_fertility,948,2045,65.9589598171581
instant_replacement,948,2045,51.1828920755296
zero_migration,948,2045,54.4695097344974
constant_mortality,948,2045,52.1412770562894
no_change,948,2045,63.219860536556
high_variant,948,2050,61.4722944990079
low_variant,948,2050,49.8063067974662
